seed,primary,depth,raw_mean_loss
260713,True,0,0.0041305466356827015
260713,True,1,0.003022886595109007
260713,True,2,0.0030348282377367624
260713,True,4,0.003092001924854119
260714,False,0,0.0041305466356827015
260714,False,1,0.0030201944523134557
260714,False,2,0.0030315721870494343
260714,False,4,0.0030762229206154385
260715,False,0,0.0041305466356827015
260715,False,1,0.003010383084974205
260715,False,2,0.0030277609082943733
260715,False,4,0.0030806503310136417
