seed,epoch,train_objective,calibration_objective,best_calibration_objective,improved
260714,8,0.0028589613466082435,0.00307043419459192,0.00307043419459192,True
260714,9,0.0028183181459705037,0.003070642610423659,0.00307043419459192,False
260714,10,0.0027810106408737954,0.0030758104055618857,0.00307043419459192,False
260714,11,0.0027497381993095604,0.0030625896310509993,0.0030625896310509993,True
260714,12,0.002718382436702761,0.0030742678581600824,0.0030625896310509993,False
260714,13,0.0026903814671182993,0.0030801413014356852,0.0030625896310509993,False
260714,14,0.0026647542958103477,0.0030743448139979824,0.0030625896310509993,False
260714,15,0.0026415442004519745,0.003080485819985992,0.0030625896310509993,False
260714,16,0.002618791917945844,0.003080093076354579,0.0030625896310509993,False
260714,17,0.002593207085985961,0.0030985598882649376,0.0030625896310509993,False
260714,18,0.002572335747717168,0.003092547400162844,0.0030625896310509993,False
260714,19,0.0025533017044172697,0.00309393754697334,0.0030625896310509993,False
260714,20,0.002534790886075873,0.003096808391018656,0.0030625896310509993,False
260714,21,0.0025172104862959763,0.0030969791302228704,0.0030625896310509993,False
260714,22,0.0024999063122401336,0.003113549228822976,0.0030625896310509993,False
260714,23,0.002484416080531396,0.0031134363626026443,0.0030625896310509993,False
260714,24,0.002468313198457274,0.0031231672859788812,0.0030625896310509993,False
260714,25,0.002452070810913778,0.0031164640154994544,0.0030625896310509993,False
260714,26,0.0024360172262644034,0.0031276565668723216,0.0030625896310509993,False
260714,27,0.0024252681391906546,0.0031393440148918426,0.0030625896310509993,False
260714,28,0.0024099996004178933,0.0031305441970539373,0.0030625896310509993,False
260714,29,0.002399225728026122,0.0031308953655742066,0.0030625896310509993,False
260714,30,0.002386359805077837,0.0031541760882896463,0.0030625896310509993,False
260714,31,0.002372629250770897,0.003146899271516772,0.0030625896310509993,False
260714,32,0.0023602933521361504,0.003155162446854407,0.0030625896310509993,False
260714,33,0.002350615177952444,0.0031540096865433176,0.0030625896310509993,False
260714,34,0.002339619654289127,0.0031666151841568666,0.0030625896310509993,False
260714,35,0.0023308575861762863,0.0031591554518179063,0.0030625896310509993,False
260714,36,0.002319576956429764,0.003178690834657142,0.0030625896310509993,False
260714,37,0.0023101063836179206,0.0031839804786491636,0.0030625896310509993,False
260714,38,0.00229918222248853,0.0031838701278167334,0.0030625896310509993,False
260714,39,0.002292216232952132,0.0031856366667395446,0.0030625896310509993,False
260714,40,0.0022849703018546553,0.0031756424524805003,0.0030625896310509993,False
260714,41,0.0022729849148737757,0.003196683823408788,0.0030625896310509993,False
260715,0,0.0036838272361220197,0.003424044540533197,0.003424044540533197,True
260715,1,0.0033874240063158866,0.003315030471067767,0.003315030471067767,True
260715,2,0.0032628147502226715,0.0032510268379394944,0.0032510268379394944,True
260715,3,0.0031667478435105623,0.0032024068354863174,0.0032024068354863174,True
260715,4,0.003083808350383787,0.0031580537797240484,0.0031580537797240484,True
260715,5,0.0030132564686864314,0.003131447547273329,0.003131447547273329,True
260715,6,0.002950664787765658,0.0031041180238410918,0.0031041180238410918,True
260715,7,0.002898247706888239,0.003095208046336969,0.003095208046336969,True
260715,8,0.0028561506001395466,0.003082812604445376,0.003082812604445376,True
260715,9,0.0028132482038526084,0.0030792012557452706,0.0030792012557452706,True
260715,10,0.002777035608490868,0.0030773790662138784,0.0030773790662138784,True
260715,11,0.002747049011910955,0.0030850889463500497,0.0030773790662138784,False
260715,12,0.0027157726299652553,0.003076993080117462,0.003076993080117462,True
260715,13,0.0026895147321143544,0.0030793164020720106,0.003076993080117462,False
260715,14,0.002661652151112419,0.0030825866767537524,0.003076993080117462,False
260715,15,0.0026369748721109297,0.0030983018321230223,0.003076993080117462,False
260715,16,0.0026147870755378615,0.0030942030457986724,0.003076993080117462,False
260715,17,0.0025938814102128187,0.003097852583898351,0.003076993080117462,False
260715,18,0.0025714812403484096,0.0030930812854581234,0.003076993080117462,False
260715,19,0.002552810540996996,0.0031004254785175736,0.003076993080117462,False
260715,20,0.0025344994839953078,0.003110937698205051,0.003076993080117462,False
260715,21,0.002515116125522625,0.0031062667034784256,0.003076993080117462,False
260715,22,0.002501331292849062,0.003104356659728794,0.003076993080117462,False
260715,23,0.002483601286367777,0.003120045357639765,0.003076993080117462,False
260715,24,0.002466501401303182,0.0031243608640888106,0.003076993080117462,False
260715,25,0.002452682258962726,0.0031345598004780145,0.003076993080117462,False
260715,26,0.0024408394762578615,0.0031303461937898258,0.003076993080117462,False
260715,27,0.0024276787528352706,0.0031346594601629947,0.003076993080117462,False
260715,28,0.0024142031697906496,0.0031522403773443218,0.003076993080117462,False
260715,29,0.0023993713991310364,0.00315047052678004,0.003076993080117462,False
260715,30,0.002388095217208404,0.0031557072239944287,0.003076993080117462,False
260715,31,0.002375926452812582,0.0031640686767382756,0.003076993080117462,False
260715,32,0.002365813834970831,0.003167666177052939,0.003076993080117462,False
260715,33,0.0023535251950046847,0.003165741230780531,0.003076993080117462,False
260715,34,0.002345624967550574,0.0031799580517894864,0.003076993080117462,False
260715,35,0.002333495578492868,0.003195353557372041,0.003076993080117462,False
260715,36,0.0023253039518758693,0.003174489843577408,0.003076993080117462,False
260715,37,0.0023148333646805215,0.0032063857483410696,0.003076993080117462,False
260715,38,0.0023060421426698828,0.003189492236811951,0.003076993080117462,False
260715,39,0.0022958637277051843,0.0032119634155489026,0.003076993080117462,False
260715,40,0.0022856716162298705,0.0032224246303480097,0.003076993080117462,False
260715,41,0.0022814859644297446,0.003213546533758442,0.003076993080117462,False
260715,42,0.0022725549544018687,0.0032218272116971993,0.003076993080117462,False
