scope,depth,raw_mean_loss,raw_median_loss,raw_trimmed_mean_loss,whitened_mean_loss,mean_gain,gain_ci_low,gain_ci_high,mean_robust_relative_gain,n,n_episodes
test,0,0.0041305466356827015,0.0033436376580020955,0.003606449239454803,0.33033727740544944,0.0,0.0,0.0,0.0,3420,90
test,1,0.003022886595109007,0.0022513045877571376,0.002550402024498016,0.1114017995934318,0.0011076600405736943,0.0010629315739607112,0.0011509151677399356,0.2894302351067752,3420,90
test,2,0.0030348282377367624,0.0022773993202851103,0.0025718627239583866,0.11156792500835129,0.0010957183979459389,0.0010473809069206411,0.001141556006642274,0.27916868577644927,3420,90
test,4,0.003092001924854119,0.0023433000389696847,0.0026333513640256698,0.1155877009113364,0.0010385447108285822,0.0009895789287389248,0.0010854982660123227,0.25927614645212993,3420,90
