scope,mean_budget,mean_calls,strategy,total_calls,raw_mean_loss,whitened_mean_loss,mean_gain_vs_depth0,mean_advantage_vs_uniform,advantage_vs_uniform_ci_low,advantage_vs_uniform_ci_high,depth_histogram,diagnostic_only
calibration,0,0.0,depth0,0,0.004181651806586411,0.3314765423881801,,,,,,
calibration,1,1.0,uniform,3420,0.0030376285137689012,0.11063509711917989,0.00114402329281751,0.0,0.0,0.0,"{""0"": 0, ""1"": 3420, ""2"": 0, ""4"": 0}",False
calibration,1,1.0,oracle,3420,0.0029841960246034163,0.12616417131216576,0.0011974557819829947,5.343248916548504e-05,4.186148874137692e-05,6.783806325134006e-05,"{""0"": 272, ""1"": 2918, ""2"": 209, ""4"": 21}",True
calibration,1,1.0,random,3420,0.0036920851939826428,0.23513295669509113,0.0004895666126037683,-0.0006544566802137414,-0.0006898521490323249,-0.00061675977721671,"{""0"": 1928, ""1"": 506, ""2"": 515, ""4"": 471}",False
calibration,1,1.0,permuted,3420,0.003123378912653659,0.12832176605063356,0.001058272893932752,-8.57503988847579e-05,-9.896229067803442e-05,-7.25365492095465e-05,"{""0"": 272, ""1"": 2918, ""2"": 209, ""4"": 21}",False
calibration,2,2.0,uniform,6840,0.003045978660243489,0.11055748044553917,0.0011356731463429222,0.0,0.0,0.0,"{""0"": 0, ""1"": 0, ""2"": 3420, ""4"": 0}",False
calibration,2,2.0,oracle,6840,0.0029489298707501103,0.12087110272642998,0.0012327219358363008,9.704878949337844e-05,8.39187059487728e-05,0.00011268888910720132,"{""0"": 177, ""1"": 1510, ""2"": 801, ""4"": 932}",True
calibration,2,2.0,random,6840,0.0033112158163213163,0.16043220780849626,0.000870435990265095,-0.00026523715607782735,-0.0002860416604159197,-0.0002418015722950168,"{""0"": 752, ""1"": 768, ""2"": 764, ""4"": 1136}",False
calibration,2,2.0,permuted,6840,0.0031157714386651474,0.1225498890143293,0.001065880367921263,-6.979277842165916e-05,-9.042493405553337e-05,-5.252475910412029e-05,"{""0"": 177, ""1"": 1510, ""2"": 801, ""4"": 932}",False
