mean_budget,total_calls,adaptive_mean_loss,uniform_mean_loss,depth0_mean_loss,adaptive_advantage_vs_uniform,adaptive_gain_vs_depth0,qualifies
1,3420,0.0030376285137689012,0.0030376285137689012,0.004181651806586411,0.0,0.00114402329281751,True
2,6840,0.003054773016479951,0.003045978660243489,0.004181651806586411,-8.794356236462274e-06,0.0011268787901064599,True
