row_id,episode_ordinal,episode_id,split,model_step,raw_step,transition_block,normalized_position,interaction_contact,support_contact,free,sensor_grasp_onset,sensor_release,mse_model,mse_persistence,excess,mse_model_whitened,mse_persistence_whitened,excess_whitened,phase_decile,interaction_contact_relabel,block_disp,effector_disp,transport_free,static,regime
27,0,0,calibration,30,150,29,0.75,True,False,False,False,False,0.0386859662830829,0.3201283514499664,-0.2814423739910126,8.997121894550135,1.507782004001015,7.48933989054912,7,True,0.07901456754732976,0.07843940551610684,False,False,interaction
28,0,0,calibration,31,155,30,0.775,True,False,False,False,False,0.0498680658638477,0.2538496255874634,-0.2039815634489059,9.222621931785566,0.9331834868818636,8.289438444903702,7,True,0.0736187263078162,0.07334141815737434,False,False,interaction
29,0,0,calibration,32,160,31,0.8,True,True,False,False,True,0.0234205070883035,0.0288589894771575,-0.005438482388854,7.626694359752441,0.58037857257526,7.046315787177181,8,True,0.017269101103569575,0.019358177123854244,False,False,interaction
30,0,0,calibration,33,165,32,0.825,False,True,True,False,False,0.1472966969013214,0.2817766368389129,-0.1344799399375915,7.839260232936806,0.9511205703368834,6.888139662599923,8,False,8.524171677559587e-07,0.07234870379373438,True,False,transport_free
31,0,0,calibration,34,170,33,0.85,False,True,True,False,False,0.1413396447896957,0.3785892426967621,-0.2372495979070663,7.036147763790997,1.132377594128348,5.903770169662649,8,False,1.3611718713385971e-12,0.10019254626016602,True,False,transport_free
32,0,0,calibration,35,175,34,0.875,False,True,True,False,False,0.037217304110527,0.1963289231061935,-0.1591116189956665,10.753686594314596,1.8028436550320448,8.950842939282552,8,False,0.0,0.1342311896094449,True,False,transport_free
33,0,0,calibration,36,180,35,0.9,False,True,True,False,False,0.0077815274707973,0.0028565053362399,0.0049250219017267,9.544147852832474,0.1911550881551529,9.35299276467732,9,False,0.0,0.022319388595908304,True,False,transport_free
34,0,0,calibration,37,185,36,0.925,False,True,True,False,False,0.0540885142982006,0.1926326900720596,-0.1385441720485687,7.90404976139578,1.2836154622383469,6.620434299157433,9,False,0.0,0.11671262829932133,True,False,transport_free
35,0,0,calibration,38,190,37,0.95,False,True,True,False,False,0.0215744692832231,0.1254132837057113,-0.1038388162851333,6.549045623163232,0.8457077962424769,5.703337826920754,9,False,0.0,0.06861768215100482,True,False,transport_free
36,0,0,calibration,39,195,38,0.975,False,True,True,False,False,0.0105294985696673,0.1695632934570312,-0.159033790230751,7.06125893156985,0.953424346483198,6.1078345850866524,9,False,0.0,0.07440373115773309,True,False,transport_free
37,0,0,calibration,40,200,39,1.0,False,True,True,False,False,0.0074665024876594,0.1435539424419403,-0.1360874474048614,7.139404417695762,1.0618881816579089,6.077516236037853,9,False,0.0,0.05160810574920678,True,False,transport_free
38,1,1,calibration,3,15,2,0.075,False,True,True,False,False,0.0140275200828909,0.061606079339981,-0.0475785583257675,9.358761810917974,8.364885701374297,0.9938761095436774,0,False,4.2674197509029455e-16,0.09680461775345126,True,False,transport_free
39,1,1,calibration,4,20,3,0.1,False,True,True,False,False,0.019359840080142,0.0738220512866973,-0.0544622093439102,8.72647046897537,1.7989035704895473,6.927566898485822,1,False,0.0,0.04476709758784472,True,False,transport_free
40,1,1,calibration,5,25,4,0.125,False,True,True,False,False,0.0036235991865396,0.0645805522799491,-0.0609569549560546,10.099462597045086,1.5479154184551045,8.551547178589981,1,False,0.0,0.027786785801592054,True,False,transport_free
41,1,1,calibration,6,30,5,0.15,True,True,False,True,False,0.0111501142382621,0.0390308052301406,-0.0278806909918785,11.120033296993428,1.808216584749471,9.311816712243957,1,True,0.010389157020709576,0.009499603173235043,False,False,interaction
42,1,1,calibration,7,35,6,0.175,True,False,False,False,False,0.0439077317714691,0.1242628693580627,-0.0803551375865936,15.00783160923612,2.443215276428487,12.564616332807631,1,True,0.04878758032846132,0.04857960659670245,False,False,interaction
43,1,1,calibration,8,40,7,0.2,True,False,False,False,False,0.0606138408184051,0.2925767600536346,-0.2319629192352295,10.945237045178729,3.0769698743836607,7.868267170795066,2,True,0.07073162749706001,0.07069961040463683,False,False,interaction
44,1,1,calibration,9,45,8,0.225,True,False,False,False,False,0.6556033492088318,1.3999418020248413,-0.7443384528160095,24.440457074266533,3.799063823621757,20.641393250644775,2,True,0.11366148388785814,0.1153804192140838,False,False,interaction
45,1,1,calibration,10,50,9,0.25,True,False,False,False,False,0.4756039679050445,0.9425014853477478,-0.4668975174427032,8.351119621036842,3.7356695526501182,4.615450068386723,2,True,0.05434630501357052,0.054671913907328944,False,False,interaction
46,1,1,calibration,11,55,10,0.275,True,False,False,False,False,0.55387282371521,1.2052093744277954,-0.6513365507125854,17.52661939984678,2.9538505517407394,14.57276884810604,2,True,0.11715974184355221,0.11744212631581678,False,False,interaction
47,1,1,calibration,12,60,11,0.3,True,False,False,False,False,0.0641295835375785,0.2360237091779709,-0.1718941330909729,9.88336665305711,2.072740979481868,7.810625673575242,3,True,0.06980457375943738,0.06980686503176754,False,False,interaction
48,1,1,calibration,13,65,12,0.325,True,False,False,False,False,0.0098068006336689,0.0659062266349792,-0.0560994260013103,6.738539364051209,0.4063643721536034,6.332174991897606,3,True,0.037367975095964547,0.03723176470663748,False,False,interaction
49,1,1,calibration,14,70,13,0.35,True,True,False,False,False,0.0145800383761525,0.0524601340293884,-0.0378800965845584,6.702354402280556,0.74248924259154,5.959865159689016,3,True,0.02484123100531345,0.0252858717856312,False,False,interaction
50,1,1,calibration,15,75,14,0.375,False,True,True,False,True,0.06264279037714,0.0595693588256835,0.0030734315514564,6.940811118006778,0.4972987364795203,6.443512381527258,3,False,0.0016429726513357704,0.012574832715870834,True,False,transport_free
51,1,1,calibration,16,80,15,0.4,False,True,True,False,False,0.1249394193291664,0.2379403561353683,-0.1130009368062019,7.785147699609415,0.6869684729167537,7.098179226692661,4,False,5.268569407218552e-09,0.07922875380607597,True,False,transport_free
52,1,1,calibration,17,85,16,0.425,False,True,True,False,False,0.1422508507966995,0.3181076645851135,-0.175856813788414,7.980728534944667,1.2947689965826603,6.685959538362007,4,False,8.387720054909976e-15,0.14351419347586905,True,False,transport_free
53,1,1,calibration,18,90,17,0.45,False,True,True,False,False,0.017448166385293,0.0141873238608241,0.0032608425244688,6.908682529997123,0.8688478380897294,6.0398346919073935,4,False,0.0,0.05336870405347039,True,False,transport_free
54,1,1,calibration,19,95,18,0.475,False,True,True,False,False,0.093187391757965,0.1423014551401138,-0.0491140633821487,8.991942309256729,1.9823878079602213,7.009554501296507,4,False,0.0,0.1125716700428426,True,False,transport_free
55,1,1,calibration,20,100,19,0.5,False,True,True,False,False,0.0675861537456512,0.112101137638092,-0.0445149838924407,7.819774024245656,1.2692548492861546,6.5505191749595015,5,False,0.0,0.07363261449160699,True,False,transport_free
56,1,1,calibration,21,105,20,0.525,False,True,True,False,False,0.0216371659189462,0.1336363106966018,-0.1119991466403007,7.985000613691686,1.0451054595522429,6.939895154139443,5,False,0.0,0.0701350352022541,True,False,transport_free
57,1,1,calibration,22,110,21,0.55,False,True,True,False,False,0.0055349790491163,0.1972424536943435,-0.1917074769735336,7.306211472680371,0.6099778953622251,6.696233577318146,5,False,0.0,0.0613738282965021,True,False,transport_free
58,1,1,calibration,23,115,22,0.575,True,True,False,True,False,0.0018125943606719,0.0313541330397129,-0.0295415390282869,6.430083725881303,0.3909721344646323,6.039111591416671,5,True,0.0010461750624719825,0.007419141883502236,False,False,interaction
59,1,1,calibration,24,120,23,0.6,True,True,False,False,False,0.0140751032158732,0.0602569542825222,-0.0461818501353263,7.736005075293998,0.7332219651259777,7.0027831101680205,6,True,0.02855845466334635,0.02830291377369339,False,False,interaction
60,1,1,calibration,25,125,24,0.625,True,False,False,False,False,0.0861963629722595,0.3395958840847015,-0.253399521112442,9.21555800065032,1.1298187294165418,8.085739271233777,6,True,0.08986807975719081,0.08983586832933209,False,False,interaction
61,1,1,calibration,26,130,25,0.65,True,False,False,False,False,0.930764138698578,1.4066747426986694,-0.4759106040000915,9.144028133899832,1.8411224663889043,7.302905667510927,6,True,0.09933942255190288,0.09901999548145865,False,False,interaction
62,1,1,calibration,27,135,26,0.675,True,False,False,False,False,0.0021211272105574,0.0116652259603142,-0.0095440987497568,3.570345282342887,0.527678994857431,3.042666287485456,6,True,0.015098310405655135,0.015721541911975938,False,False,interaction
63,1,1,calibration,28,140,27,0.7,True,False,False,False,False,0.7592085003852844,1.0710656642913818,-0.3118571639060974,8.757835156136155,2.0692959224656096,6.688539233670545,7,True,0.06866693061707063,0.06806752266943257,False,False,interaction
64,1,1,calibration,29,145,28,0.725,True,False,False,False,False,0.1093488931655883,0.2235283404588699,-0.1141794472932815,8.163591916079536,1.9285378265007005,6.235054089578836,7,True,0.05628290103223408,0.05589157869672593,False,False,interaction
65,1,1,calibration,30,150,29,0.75,True,False,False,False,False,0.017930457368493,0.1173746585845947,-0.0994442030787468,7.493188037564369,0.5405119176836224,6.952676119880747,7,True,0.05198584646083662,0.05167817328431603,False,False,interaction
66,1,1,calibration,31,155,30,0.775,True,False,False,False,False,0.0051953955553472,0.0366224087774753,-0.031427014619112,6.94538010697075,0.4256462501853317,6.519733856785418,7,True,0.024307549975629852,0.02470524699964092,False,False,interaction
67,1,1,calibration,32,160,31,0.8,False,True,True,False,True,0.0250286553055048,0.0214003529399633,0.0036283023655414,6.8588816548472735,0.2705700022199515,6.588311652627322,8,False,0.004911843025765069,0.004574817867272736,True,False,transport_free
68,1,1,calibration,33,165,32,0.825,False,True,True,False,False,0.1057405397295951,0.1769559234380722,-0.071215383708477,7.75411032340167,0.9380765352953004,6.8160337881063695,8,False,8.902230686500611e-08,0.0499740278232983,True,False,transport_free
69,1,1,calibration,34,170,33,0.85,False,True,True,False,False,0.0764974728226661,0.1611560434103012,-0.084658570587635,8.522842890957746,0.6922185006308391,7.830624390326906,8,False,1.4219189485010117e-13,0.07980631991950843,True,False,transport_free
70,1,1,calibration,35,175,34,0.875,False,True,True,False,False,0.0495557785034179,0.168688952922821,-0.119133174419403,6.985437146912379,1.447277122703021,5.5381600242093585,8,False,0.0,0.17335789611528826,True,False,transport_free
71,1,1,calibration,36,180,35,0.9,False,True,True,False,False,0.0084762359037995,0.0023576812818646,0.0061185546219348,6.784181311630749,0.1334782907417513,6.650703020888998,9,False,0.0,0.0246055202203785,True,False,transport_free
72,1,1,calibration,37,185,36,0.925,False,True,True,False,False,0.033273596316576,0.1049408838152885,-0.0716672837734222,7.710694933747629,1.229494328806285,6.4812006049413435,9,False,0.0,0.1401076279073879,True,False,transport_free
73,1,1,calibration,38,190,37,0.95,False,True,True,False,False,0.0155922966077923,0.0960437357425689,-0.0804514363408088,7.397395273220845,0.7714974691908552,6.625897804029989,9,False,0.0,0.08345549328795016,True,False,transport_free
74,1,1,calibration,39,195,38,0.975,False,True,True,False,False,0.0194209534674882,0.181972861289978,-0.1625519096851349,8.351157650292352,0.8362284773852834,7.514929172907069,9,False,0.0,0.06936660074048039,True,False,transport_free
75,1,1,calibration,40,200,39,1.0,False,True,True,False,False,0.0101358732208609,0.1220882013440132,-0.1119523271918296,8.22336305708324,0.9130444095857044,7.310318647497536,9,False,0.0,0.03365083493894081,True,False,transport_free
76,2,2,calibration,3,15,2,0.075,False,True,True,False,False,0.0116053521633148,0.1027027368545532,-0.0910973846912384,5.9584024454924664,9.435177761364814,-3.476775315872348,0,False,4.2674197509029455e-16,0.09132819588955614,True,False,transport_free
77,2,2,calibration,4,20,3,0.1,False,True,True,False,False,0.0058053233660757,0.1857266277074813,-0.1799212992191314,5.9257601692696475,3.587314441701693,2.3384457275679544,1,False,0.0,0.059306559633877154,True,False,transport_free
78,2,2,calibration,5,25,4,0.125,False,True,True,False,False,0.0337787494063377,0.1011550650000572,-0.0673763155937194,8.25686686247999,3.7233208748618054,4.533545987618185,1,False,0.0027109705379358916,0.0204186306313165,True,False,transport_free
79,2,2,calibration,6,30,5,0.15,True,True,False,True,False,0.066459946334362,0.14215087890625,-0.0756909325718879,16.21700348252756,3.827878774385492,12.389124708142068,1,True,0.02306060494162735,0.024069209149180027,False,False,interaction
80,2,2,calibration,7,35,6,0.175,True,False,False,False,False,0.1188101544976234,0.330112487077713,-0.2113023400306701,46.41563702959015,3.7932185003140546,42.622418529276096,1,True,0.0825814169504222,0.08245566222886552,False,False,interaction
81,2,2,calibration,8,40,7,0.2,True,False,False,False,False,0.6986019015312195,1.5424460172653198,-0.8438441157341003,126.23733038133967,3.919843975748685,122.317486405591,2,True,0.10703877931095387,0.1078473659838639,False,False,interaction
82,2,2,calibration,9,45,8,0.225,True,False,False,False,False,1.0294030904769895,1.7466087341308594,-0.7172056436538696,29.152382951104187,3.9335800547404687,25.21880289636372,2,True,0.128133862800058,0.12990309159262659,False,False,interaction
83,2,2,calibration,10,50,9,0.25,True,False,False,False,False,1.4883203506469729,1.8342313766479492,-0.3459110260009765,105.48837977663553,3.419358655251854,102.06902112138366,2,True,0.13233830542638783,0.13255113552375095,False,False,interaction
84,2,2,calibration,11,55,10,0.275,True,False,False,False,False,1.5387760400772097,1.7623945474624634,-0.2236185073852539,78.94908865588029,3.4853263506386476,75.46376230524164,2,True,0.1670911963788789,0.16763425640752522,False,False,interaction
85,2,2,calibration,12,60,11,0.3,True,False,False,False,False,1.344758152961731,1.8345478773117063,-0.4897897243499756,54.78770464650765,3.047907733728858,51.73979691277879,3,True,0.12111028543671576,0.12186312947369596,False,False,interaction
86,2,2,calibration,13,65,12,0.325,True,False,False,False,False,0.0608386248350143,0.2839873135089874,-0.223148688673973,5.51931696859526,1.528886116346004,3.990430852249256,3,True,0.06407825232967934,0.06422367727335627,False,False,interaction
87,2,2,calibration,14,70,13,0.35,True,True,False,False,True,0.0063567510806024,0.0520943403244018,-0.0457375906407833,5.416174813989279,0.791732967645213,4.624441846344066,3,True,0.029253856077886532,0.02903317727263812,False,False,interaction
88,2,2,calibration,15,75,14,0.375,False,True,True,False,False,0.0897377207875251,0.1158927381038665,-0.0261550173163414,6.240523150711666,0.6227560879381119,5.617767062773554,3,False,0.0001563009270084424,0.024141790621998026,True,False,transport_free
89,2,2,calibration,16,80,15,0.4,False,True,True,False,False,0.1763498336076736,0.276713103055954,-0.1003632694482803,6.552601800986214,0.7688979598717546,5.78370384111446,4,False,2.4284804845624135e-10,0.0797291260351521,True,False,transport_free
90,2,2,calibration,17,85,16,0.425,False,True,True,False,False,0.0604300461709499,0.1205758675932884,-0.0601458214223384,8.385222395345945,0.8117579266432537,7.573464468702691,4,False,3.332294980281256e-16,0.11366460297302006,True,False,transport_free
91,2,2,calibration,18,90,17,0.45,False,True,True,False,False,0.0632828697562217,0.1242451071739196,-0.0609622374176979,11.804119143846478,1.5771694475869904,10.226949696259489,4,False,0.0,0.20244116011693378,True,False,transport_free
92,2,2,calibration,19,95,18,0.475,False,True,True,False,False,0.0178296919912099,0.0726158842444419,-0.0547861903905868,9.78652625868917,1.1503108762742005,8.636215382414969,4,False,0.0,0.16873198547711674,True,False,transport_free
93,2,2,calibration,20,100,19,0.5,False,True,True,False,False,0.0244907438755035,0.0827206149697303,-0.0582298710942268,7.874629756618721,0.7794062834237966,7.095223473194925,5,False,0.0,0.11728550423708556,True,False,transport_free
94,2,2,calibration,21,105,20,0.525,False,True,True,False,False,0.0067103169858455,0.0767360627651214,-0.0700257420539856,7.3471063470645825,0.7574868353481925,6.58961951171639,5,False,0.0,0.058227209834581004,True,False,transport_free
95,2,2,calibration,22,110,21,0.55,False,True,True,False,False,0.007007127162069,0.2133954018354416,-0.2063882797956466,6.874861715258979,0.5353826953607471,6.339479019898232,5,False,0.0,0.06799304211399931,True,False,transport_free
96,2,2,calibration,23,115,22,0.575,False,True,True,False,False,0.0184971187263727,0.1445616334676742,-0.1260645091533661,7.237563870370063,1.8513672250951432,5.38619664527492,5,False,0.0,0.02768253693483321,True,False,transport_free
97,2,2,calibration,24,120,23,0.6,True,True,False,True,False,0.0477279834449291,0.0668523386120796,-0.0191243551671504,7.415669424177473,1.6104900925939667,5.805179331583506,6,True,0.007488669459820207,0.00696796388036373,False,False,interaction
98,2,2,calibration,25,125,24,0.625,True,False,False,False,False,0.0977511033415794,0.3003678023815155,-0.2026166915893554,8.099009737204812,1.4535340933893506,6.645475643815461,6,True,0.08462703214050722,0.08430002073366709,False,False,interaction
99,2,2,calibration,26,130,25,0.65,True,False,False,False,False,0.0796766281127929,0.4496813714504242,-0.3700047433376312,7.714009863195656,1.4074793469316604,6.3065305162639955,6,True,0.09053656728992478,0.09069868776945059,False,False,interaction
100,2,2,calibration,27,135,26,0.675,True,False,False,False,False,0.0398873724043369,0.1865573674440384,-0.1466699987649917,5.835161889976912,1.6786399477159133,4.156521942260999,6,True,0.05209075312964531,0.052969177232437686,False,False,interaction
101,2,2,calibration,28,140,27,0.7,True,False,False,False,False,0.0512641668319702,0.4058613777160644,-0.3545972108840942,4.634612482324505,2.285150925413497,2.349461556911008,7,True,0.08285072126571881,0.0822186370143465,False,False,interaction
102,2,2,calibration,29,145,28,0.725,True,False,False,False,False,0.0349142961204052,0.246396467089653,-0.2114821672439575,5.181070585546321,1.3693344420428757,3.811736143503446,7,True,0.05866217465212553,0.05881001520584464,False,False,interaction
103,2,2,calibration,30,150,29,0.75,True,False,False,False,False,0.0134612461552023,0.0909590497612953,-0.0774978026747703,5.052751245522685,0.9386860972789932,4.114065148243691,7,True,0.0490605372859266,0.04904629896013685,False,False,interaction
104,2,2,calibration,31,155,30,0.775,True,False,False,False,False,0.0039581502787768,0.0431163571774959,-0.0391582064330577,5.938875723625897,0.4484281851125825,5.4904475385133145,7,True,0.03138839801715743,0.03180339673087099,False,False,interaction
105,2,2,calibration,32,160,31,0.8,True,True,False,False,True,0.0031311947386711,0.0211919490247964,-0.0180607549846172,5.433152066384491,0.3359472371176954,5.097204829266796,8,True,0.014701470902995999,0.015345452612079818,False,False,interaction
106,2,2,calibration,33,165,32,0.825,False,True,False,False,False,0.090656541287899,0.1097159385681152,-0.0190593972802162,6.458936763058702,0.5596891108571931,5.899247652201509,8,False,5.9063474412307494e-05,0.018821490672231413,False,True,static
107,2,2,calibration,34,170,33,0.85,False,True,True,False,False,0.2604494094848633,0.3803853988647461,-0.1199359893798828,8.280402276545118,0.7801429697875504,7.500259306757568,8,False,9.277050795690503e-11,0.09092469615224363,True,False,transport_free
108,2,2,calibration,35,175,34,0.875,False,True,True,False,False,0.0919147208333015,0.1026371344923973,-0.0107224136590957,9.825106381692509,0.8875701084692506,8.937536273223257,8,False,1.249000902703301e-16,0.1509444649110995,True,False,transport_free
109,2,2,calibration,36,180,35,0.9,False,True,True,False,False,0.0073778182268142,0.0047908821143209,0.0025869361124932,8.176806624573336,0.2750886190779306,7.901718005495406,9,False,0.0,0.03928664556696413,True,False,transport_free
110,2,2,calibration,37,185,36,0.925,False,True,True,False,False,0.0190682765096426,0.0714362040162086,-0.0523679256439209,6.0217615421450965,1.0827035430808165,4.93905799906428,9,False,0.0,0.14771114738274246,True,False,transport_free
111,2,2,calibration,38,190,37,0.95,False,True,True,False,False,0.0081148436293005,0.0897700190544128,-0.0816551744937896,6.416342657699759,0.7605080838635484,5.65583457383621,9,False,0.0,0.07781032339595091,True,False,transport_free
112,2,2,calibration,39,195,38,0.975,False,True,True,False,False,0.0163078289479017,0.0666706040501594,-0.0503627732396125,5.906601271100576,0.5324682744967149,5.374132996603861,9,False,0.0,0.03683977372641241,True,False,transport_free
113,2,2,calibration,40,200,39,1.0,False,True,True,False,False,0.0126900011673569,0.092191070318222,-0.0795010700821876,5.594190431586366,0.7403536266195893,4.853836804966777,9,False,0.0,0.037164490327351696,True,False,transport_free
114,3,3,calibration,3,15,2,0.075,False,True,True,False,False,0.0161208156496286,0.1018863096833229,-0.0857654958963394,8.338922117867837,4.195727642329474,4.143194475538363,0,False,4.2674197509029455e-16,0.06829789265422007,True,False,transport_free
115,3,3,calibration,4,20,3,0.1,False,True,True,False,False,0.003530193818733,0.1805502921342849,-0.1770201027393341,6.556531026094171,2.5045644695023426,4.051966556591829,1,False,0.0,0.05640450072889019,True,False,transport_free
116,3,3,calibration,5,25,4,0.125,False,True,True,False,False,0.0134531306102871,0.1309707164764404,-0.1175175830721855,8.211318080000511,1.24067769078664,6.970640389213871,1,False,0.0,0.02757254311197024,True,False,transport_free
117,3,3,calibration,6,30,5,0.15,True,True,False,True,False,0.015493550337851,0.0672636404633522,-0.0517700910568237,8.63626327016138,1.942602241410829,6.693661028750552,1,True,0.0113257427912595,0.009613579738369488,False,False,interaction
118,3,3,calibration,7,35,6,0.175,True,False,False,False,False,0.1231561377644538,0.3368411064147949,-0.2136849761009216,16.63235706870353,3.575565236716393,13.056791831987136,1,True,0.07018621151016533,0.07016537889239842,False,False,interaction
119,3,3,calibration,8,40,7,0.2,True,False,False,False,False,0.3717250823974609,1.0571657419204712,-0.6854406595230103,22.607872043420752,3.897349686599157,18.710522356821595,2,True,0.09353950103058387,0.09395518116707409,False,False,interaction
120,3,3,calibration,9,45,8,0.225,True,False,False,False,False,1.1054528951644895,1.6992902755737305,-0.5938373804092407,78.96892672084925,3.586277429184843,75.3826492916644,2,True,0.1380163320921912,0.13884524792516922,False,False,interaction
