row_id,episode_ordinal,episode_id,split,model_step,raw_step,transition_block,normalized_position,interaction_contact,support_contact,free,sensor_grasp_onset,sensor_release,mse_model,mse_persistence,excess,mse_model_whitened,mse_persistence_whitened,excess_whitened,phase_decile,interaction_contact_relabel,block_disp,effector_disp,transport_free,static,regime
222,5,5,calibration,35,175,34,0.875,False,True,True,False,False,0.0852993801236152,0.1634403765201568,-0.0781409963965416,8.582556351333599,2.025740614450285,6.556815736883314,8,False,0.0,0.06848306635523083,True,False,transport_free
223,5,5,calibration,36,180,35,0.9,False,True,True,False,False,0.0140542760491371,0.0329839438199996,-0.0189296677708625,8.751162384687317,1.1473590173379506,7.603803367349367,9,False,0.0,0.028163789789977398,True,False,transport_free
224,5,5,calibration,37,185,36,0.925,False,True,True,False,False,0.0223600510507822,0.0918522402644157,-0.0694921910762786,7.382882594794573,0.9839357042391708,6.398946890555402,9,False,0.0,0.04953945431472364,True,False,transport_free
225,5,5,calibration,38,190,37,0.95,False,True,True,False,False,0.0157969538122415,0.0880283713340759,-0.0722314193844795,7.761612830785228,0.4745307659298216,7.287082064855406,9,False,0.0,0.04421723562958189,True,False,transport_free
226,5,5,calibration,39,195,38,0.975,False,True,True,False,False,0.0108824037015438,0.0899372696876525,-0.0790548622608184,7.765881934838347,0.9214838989715528,6.844398035866795,9,False,0.0,0.0441170401682771,True,False,transport_free
227,5,5,calibration,40,200,39,1.0,False,True,False,False,False,0.0063495584763586,0.0334783792495727,-0.0271288212388753,6.845239582371055,0.6418481597035722,6.203391422667482,9,False,0.0,0.0134357075014459,False,True,static
228,6,6,calibration,3,15,2,0.075,False,True,True,False,False,0.0077707744203507,0.1105637326836586,-0.1027929559350013,7.6816496964930145,5.187791868184449,2.493857828308566,0,False,4.2674197509029455e-16,0.09369594624362494,True,False,transport_free
229,6,6,calibration,4,20,3,0.1,False,True,True,False,False,0.0133736031129956,0.226508542895317,-0.2131349444389343,8.080363811928656,2.5287095250834906,5.5516542868451655,1,False,0.0,0.07109742795451683,True,False,transport_free
230,6,6,calibration,5,25,4,0.125,False,True,False,False,False,0.0033073949161916,0.079736441373825,-0.076429046690464,6.530027937302343,1.4194658545240106,5.1105620827783325,1,False,0.0,0.01851980796536734,False,True,static
231,6,6,calibration,6,30,5,0.15,True,True,False,True,False,0.0082465261220932,0.0665801689028739,-0.0583336427807807,5.634098541971578,1.602658462557032,4.031440079414546,1,True,0.02174673930621171,0.020610287054788064,False,False,interaction
232,6,6,calibration,7,35,6,0.175,True,False,False,False,False,0.0806710347533226,0.1835075616836547,-0.1028365269303321,8.234064790671509,2.5332855308570568,5.7007792598144515,1,True,0.06469051135497263,0.06464686731186706,False,False,interaction
233,6,6,calibration,8,40,7,0.2,True,False,False,False,False,0.2061154842376709,0.8550951480865479,-0.648979663848877,5.112443660111035,2.9623776480629327,2.1500660120481023,2,True,0.08927768844966001,0.08965833100305201,False,False,interaction
234,6,6,calibration,9,45,8,0.225,True,False,False,False,False,0.5415213108062744,1.470781922340393,-0.9292606115341188,5.886828064558688,3.2506633713743143,2.6361646931843734,2,True,0.11088698527055192,0.11233962741218577,False,False,interaction
235,6,6,calibration,10,50,9,0.25,True,False,False,False,False,0.1198204383254051,0.2701932489871979,-0.1503728032112121,5.996891949479686,2.0307134234158917,3.966178526063794,2,True,0.029115552231240648,0.027833210517334523,False,False,interaction
236,6,6,calibration,11,55,10,0.275,True,False,False,False,False,0.2771787345409393,0.6222695112228394,-0.3450907766819,6.058746457256255,1.8496285883730004,4.209117868883255,2,True,0.08762219252562793,0.0879408260725784,False,False,interaction
237,6,6,calibration,12,60,11,0.3,True,False,False,False,False,0.0479469485580921,0.2037818878889084,-0.1558349430561065,5.065879588773478,1.354976435740198,3.710903153033279,3,True,0.06383600393269621,0.06334995880709689,False,False,interaction
238,6,6,calibration,13,65,12,0.325,True,False,False,False,False,0.0324393101036548,0.1726284623146057,-0.1401891559362411,6.135358201866329,0.7173009549399761,5.418057246926353,3,True,0.05911526619027171,0.05895831266848301,False,False,interaction
239,6,6,calibration,14,70,13,0.35,True,True,False,False,True,0.0339201427996158,0.098980963230133,-0.0650608241558075,5.806467114464293,1.1048390733234386,4.701628041140854,3,True,0.030327421980747657,0.028028239389120246,False,False,interaction
240,6,6,calibration,15,75,14,0.375,False,True,True,False,False,0.1096807494759559,0.1097556874155998,-7.493793964385986e-05,7.31436051326477,1.007469706853992,6.306890806410778,3,False,9.67043019421067e-05,0.029670892738611537,True,False,transport_free
241,6,6,calibration,16,80,15,0.4,False,True,True,False,False,0.1308557838201522,0.3173895180225372,-0.1865337342023849,8.011302373425293,0.638592348744128,7.372710024681165,4,False,1.5145321929920116e-10,0.08907802375799054,True,False,transport_free
242,6,6,calibration,17,85,16,0.425,False,True,True,False,False,0.0730878785252571,0.1441806703805923,-0.0710927918553352,7.160626136836378,0.8093059658663355,6.351320170970043,4,False,2.255140518769849e-16,0.10217792219712103,True,False,transport_free
243,6,6,calibration,18,90,17,0.45,False,True,True,False,False,0.0548694543540477,0.0896697416901588,-0.034800287336111,8.2413338593209,1.7154625249893511,6.525871334331549,4,False,0.0,0.11762305418017922,True,False,transport_free
244,6,6,calibration,19,95,18,0.475,False,True,True,False,False,0.0656356215476989,0.0861827135086059,-0.0205470919609069,6.631333254412827,1.6073396781251528,5.023993576287674,4,False,0.0,0.11032766177026868,True,False,transport_free
245,6,6,calibration,20,100,19,0.5,False,True,True,False,False,0.1087860092520713,0.1588173657655716,-0.0500313565135002,6.875255494995763,0.9061800902001176,5.969075404795645,5,False,0.0,0.09192924065109233,True,False,transport_free
246,6,6,calibration,21,105,20,0.525,False,True,True,False,False,0.0169997606426477,0.0809923410415649,-0.0639925822615623,6.7884434119124135,0.651382181445156,6.137061230467258,5,False,0.0,0.05921690363789175,True,False,transport_free
247,6,6,calibration,22,110,21,0.55,False,True,True,False,False,0.0049318075180053,0.1759027987718582,-0.1709709912538528,6.294345717918172,0.7495781331567923,5.544767584761379,5,False,0.0,0.06242938242784883,True,False,transport_free
248,6,6,calibration,23,115,22,0.575,False,True,True,False,False,0.0108406506478786,0.10546875,-0.094628095626831,5.044422280789344,0.9641068985925364,4.080315382196807,5,False,0.0,0.027102500440775824,True,False,transport_free
249,6,6,calibration,24,120,23,0.6,True,True,False,True,False,0.0139627577736973,0.0458531491458416,-0.0318903923034668,6.4154859431757885,0.7191598490748831,5.696326094100906,6,True,0.01628949605407538,0.013389519576741414,False,False,interaction
250,6,6,calibration,25,125,24,0.625,True,False,False,False,False,0.1319670528173446,0.3831857442855835,-0.2512186765670776,9.60842685393606,1.0711764637253725,8.537250390210687,6,True,0.0901402689861335,0.09023987494240383,False,False,interaction
251,6,6,calibration,26,130,25,0.65,True,False,False,False,False,0.2237275391817093,0.902139127254486,-0.678411602973938,8.009465423917796,1.8270481781962908,6.1824172457215045,6,True,0.09157424976578106,0.09249193868895465,False,False,interaction
252,6,6,calibration,27,135,26,0.675,True,False,False,False,False,0.1368450671434402,0.3956451416015625,-0.2588000893592834,6.309133625064896,2.4243555526292866,3.88477807243561,6,True,0.04823712697169722,0.04912616878176772,False,False,interaction
253,6,6,calibration,28,140,27,0.7,True,False,False,False,False,0.1237882599234581,0.4246598780155182,-0.3008716106414795,5.93162501576693,2.086648384888616,3.8449766308783144,7,True,0.049672047124846776,0.049960422757830476,False,False,interaction
254,6,6,calibration,29,145,28,0.725,True,False,False,False,False,0.1692561656236648,0.5653339624404907,-0.396077811717987,6.06193642531542,1.2591685477558985,4.802767877559522,7,True,0.07391883278800433,0.07427397501487834,False,False,interaction
255,6,6,calibration,30,150,29,0.75,True,False,False,False,False,0.0328387767076492,0.2167568653821945,-0.1839180886745453,6.786209583961543,1.181278532832905,5.604931051128638,7,True,0.0637901482013206,0.06386887289305729,False,False,interaction
256,6,6,calibration,31,155,30,0.775,True,False,False,False,False,0.0430951155722141,0.183128535747528,-0.1400334239006042,6.706281568303915,0.796311736347345,5.90996983195657,7,True,0.05619509534928542,0.05632321537981234,False,False,interaction
257,6,6,calibration,32,160,31,0.8,False,True,True,False,True,0.0175143983215093,0.0263181254267692,-0.0088037271052598,5.538625489781239,0.3388668845507714,5.199758605230468,8,False,0.0052094966013168115,0.006763879313603693,True,False,transport_free
258,6,6,calibration,33,165,32,0.825,False,True,True,False,False,0.0936586260795593,0.1023069620132446,-0.0086483359336853,5.915174404001589,0.6797289650890036,5.235445438912586,8,False,3.9993835023766214e-08,0.033891726940586904,True,False,transport_free
259,6,6,calibration,34,170,33,0.85,False,True,True,False,False,0.1420502811670303,0.1834985017776489,-0.0414482206106185,8.878444189457994,0.6036925863318577,8.274751603126136,8,False,6.381976373839084e-14,0.06874279918555179,True,False,transport_free
260,6,6,calibration,35,175,34,0.875,False,True,True,False,False,0.1457055211067199,0.4840537011623382,-0.3383481800556183,11.810775088487643,1.097023486398034,10.713751602089612,8,False,0.0,0.10877773829090893,True,False,transport_free
261,6,6,calibration,36,180,35,0.9,False,True,True,False,False,0.0394382290542125,0.1157111153006553,-0.0762728899717331,10.57978578360653,1.2884911078827443,9.291294675723783,9,False,0.0,0.09856454506729055,True,False,transport_free
262,6,6,calibration,37,185,36,0.925,False,True,True,False,False,0.0400219745934009,0.1267315000295639,-0.0867095291614532,12.13308455078328,1.5801442941454151,10.552940256637866,9,False,0.0,0.10166178522169524,True,False,transport_free
263,6,6,calibration,38,190,37,0.95,False,True,True,False,False,0.0881651416420936,0.2458845525979995,-0.1577194035053253,9.249531163820954,0.9937803367790048,8.255750827041949,9,False,0.0,0.07592627908674994,True,False,transport_free
264,6,6,calibration,39,195,38,0.975,False,True,True,False,False,0.0120226414874196,0.1118358150124549,-0.0998131707310676,6.953436403225439,0.689843420507623,6.263592982717816,9,False,0.0,0.06835861852470065,True,False,transport_free
265,6,6,calibration,40,200,39,1.0,False,True,True,False,False,0.010515690781176,0.1995244622230529,-0.1890087723731994,5.919728088952077,0.5842098509321639,5.335518238019913,9,False,0.0,0.0687262756692527,True,False,transport_free
266,7,7,calibration,3,15,2,0.075,False,True,True,False,False,0.0065232128836214,0.0589694790542125,-0.0524462647736072,7.0686064537319195,5.7855641311566615,1.283042322575258,0,False,4.2674197509029455e-16,0.07473632788373667,True,False,transport_free
267,7,7,calibration,4,20,3,0.1,False,True,True,False,False,0.0107887675985693,0.1356698125600814,-0.1248810440301895,6.093114124942801,2.2933365136074197,3.799777611335381,1,False,0.0,0.06732681026602577,True,False,transport_free
268,7,7,calibration,5,25,4,0.125,False,True,True,False,False,0.0057309679687023,0.0852774158120155,-0.0795464515686035,5.729767823466331,1.285680614432516,4.444087209033816,1,False,0.0,0.045060881301404926,True,False,transport_free
269,7,7,calibration,6,30,5,0.15,True,True,False,True,False,0.0445333383977413,0.0740993544459343,-0.0295660160481929,9.60813019138682,2.6620323658095733,6.946097825577247,1,True,0.00958469670458624,0.004730578431433642,False,False,interaction
270,7,7,calibration,7,35,6,0.175,True,False,False,False,False,0.0860726833343505,0.2599550485610962,-0.1738823652267456,15.936470463137717,3.6987270607705263,12.237743402367188,1,True,0.0756464468902948,0.07527640546824406,False,False,interaction
271,7,7,calibration,8,40,7,0.2,True,False,False,False,False,0.3295914828777313,1.0568755865097046,-0.7272840738296509,32.97334991133451,3.9022744938959057,29.071075417438603,2,True,0.09913633972538499,0.09920203559955033,False,False,interaction
272,7,7,calibration,9,45,8,0.225,True,False,False,False,False,1.4371331930160522,2.068700075149536,-0.6315668821334839,120.72301840979064,3.8470758518137713,116.87594255797688,2,True,0.14574068506366175,0.1466102731175863,False,False,interaction
273,7,7,calibration,10,50,9,0.25,True,False,False,False,False,0.0851013287901878,0.2134270220994949,-0.1283257007598877,7.602624276852137,3.584202565422874,4.018421711429262,2,True,0.024789139193830478,0.025661203967075,False,False,interaction
274,7,7,calibration,11,55,10,0.275,True,False,False,False,False,0.1154452338814735,0.542769193649292,-0.427323967218399,6.626371197215001,3.118279529432753,3.508091667782248,2,True,0.10459292961862675,0.10445029593318125,False,False,interaction
275,7,7,calibration,12,60,11,0.3,True,False,False,False,False,0.1007460355758667,0.390744686126709,-0.2899986505508423,7.020048271368097,1.5240183880549028,5.496029883313194,3,True,0.08302955658477468,0.08307360709210745,False,False,interaction
276,7,7,calibration,13,65,12,0.325,True,False,False,False,False,0.0600150227546691,0.3409303724765777,-0.2809153497219085,7.75440589419897,1.675305425078513,6.079100469120457,3,True,0.08002646256272826,0.07951121981399685,False,False,interaction
277,7,7,calibration,14,70,13,0.35,True,False,False,False,False,0.0221016928553581,0.0386403501033782,-0.0165386572480201,7.263947733145993,1.340840690174107,5.9231070429718855,3,True,0.021329236989521536,0.022034766012211743,False,False,interaction
278,7,7,calibration,15,75,14,0.375,False,True,True,False,True,0.0623921863734722,0.0627383291721344,-0.0003461427986621,6.841948158781368,0.8936549979844021,5.948293160796966,3,False,0.0052123037036887155,0.010552933879982917,True,False,transport_free
279,7,7,calibration,16,80,15,0.4,False,True,True,False,False,0.2487352341413498,0.5038970708847046,-0.2551618218421936,7.680800813941886,0.9581972728556064,6.722603541086279,4,False,2.210034682756427e-08,0.09076225532746528,True,False,transport_free
280,7,7,calibration,17,85,16,0.425,False,True,True,False,False,0.1586893200874328,0.3891182839870453,-0.2304289638996124,9.182015829796583,1.8740740457074816,7.307941784089103,4,False,3.522349742888277e-14,0.1444040829052791,True,False,transport_free
281,7,7,calibration,18,90,17,0.45,False,True,False,False,False,0.0102716563269495,0.0021264976821839,0.0081451591104269,9.967283211856111,0.1600916589935731,9.80719155286254,4,False,0.0,0.013732210228602533,False,True,static
282,7,7,calibration,19,95,18,0.475,False,True,True,False,False,0.0410117395222187,0.1144638136029243,-0.0734520703554153,8.810127373771648,1.1325563995680985,7.677570974203549,4,False,0.0,0.08778531212834778,True,False,transport_free
283,7,7,calibration,20,100,19,0.5,False,True,True,False,False,0.0320438332855701,0.1505957245826721,-0.1185518950223922,7.209311987558169,0.5828847320171165,6.626427255541053,5,False,0.0,0.06685345857376411,True,False,transport_free
284,7,7,calibration,21,105,20,0.525,False,True,True,False,False,0.0112083777785301,0.1413635164499282,-0.1301551461219787,5.476772120143011,0.4751383367985642,5.001633783344446,5,False,0.0,0.05283721336605071,True,False,transport_free
285,7,7,calibration,22,110,21,0.55,False,True,True,False,False,0.0110266162082552,0.1011101976037025,-0.0900835841894149,6.261459782270443,0.7213920584633837,5.540067723807059,5,False,0.0,0.031421580766074535,True,False,transport_free
286,7,7,calibration,23,115,22,0.575,True,True,False,True,False,0.0081241764128208,0.0347442217171192,-0.0266200453042984,6.225876237135523,0.8909403442269092,5.334935892908614,5,True,0.0027144851105692794,0.0012943922456958598,False,False,interaction
287,7,7,calibration,24,120,23,0.6,True,False,False,False,False,0.0760856196284294,0.1775784641504287,-0.1014928445219993,6.9326181679851855,0.9972683172659648,5.935349850719221,6,True,0.04853328723689796,0.04822967866808195,False,False,interaction
288,7,7,calibration,25,125,24,0.625,True,False,False,False,False,0.2046366333961486,0.7264809012413025,-0.5218442678451538,8.706116235261602,2.818853562486931,5.887262672774671,6,True,0.08656813930746457,0.08674973061103931,False,False,interaction
289,7,7,calibration,26,130,25,0.65,True,False,False,False,False,0.356703370809555,1.1924359798431396,-0.8357325792312622,28.82738042833452,3.566162198356082,25.26121822997844,6,True,0.11129549159727418,0.11278065696610927,False,False,interaction
290,7,7,calibration,27,135,26,0.675,True,False,False,False,False,0.0274835284799337,0.0672232136130333,-0.0397396832704544,17.57218647470312,3.423291654296946,14.148894820406174,6,True,0.06523062198055654,0.06628305587554378,False,False,interaction
291,7,7,calibration,28,140,27,0.7,True,False,False,False,False,0.7725682854652405,1.2431491613388062,-0.4705808758735657,14.75318042231135,2.736108682811827,12.017071739499524,7,True,0.12849139684853023,0.13018311964942259,False,False,interaction
292,7,7,calibration,29,145,28,0.725,True,False,False,False,False,0.1140715703368187,0.5153231620788574,-0.4012515842914581,4.9527929861063305,1.992828908985513,2.9599640771208175,7,True,0.09422122802676547,0.09455758331258268,False,False,interaction
293,7,7,calibration,30,150,29,0.75,True,False,False,False,False,0.035333327949047,0.2020421773195266,-0.1667088568210601,6.23117189382063,1.2938161711375027,4.937355722683127,7,True,0.059237322462500186,0.05913097594074037,False,False,interaction
294,7,7,calibration,31,155,30,0.775,True,False,False,False,False,0.0385285802185535,0.103192888200283,-0.0646643042564392,6.697581226500591,1.2401096681119004,5.457471558388691,7,True,0.031466704645467754,0.031828281025867926,False,False,interaction
295,7,7,calibration,32,160,31,0.8,False,True,True,False,True,0.052982073277235,0.0765370205044746,-0.0235549472272396,7.249289975412684,1.1731305945391368,6.0761593808735475,8,False,0.004184424011853851,0.007127619408009023,True,False,transport_free
296,7,7,calibration,33,165,32,0.825,False,True,True,False,False,0.1971994191408157,0.3225613832473755,-0.1253619641065597,6.534807483336408,1.028815343049848,5.50599214028656,8,False,2.642201739812173e-08,0.0680009756203474,True,False,transport_free
297,7,7,calibration,34,170,33,0.85,False,True,True,False,False,0.1157633438706398,0.1749707460403442,-0.0592074021697044,7.232759108538847,0.8581658614751554,6.374593247063691,8,False,4.219837139958179e-14,0.09405538545447366,True,False,transport_free
298,7,7,calibration,35,175,34,0.875,False,True,True,False,False,0.0597814321517944,0.0853057503700256,-0.0255243182182312,5.959103269152034,1.635447728684429,4.323655540467605,8,False,0.0,0.12092355003099134,True,False,transport_free
299,7,7,calibration,36,180,35,0.9,False,True,True,False,False,0.0486415028572082,0.0636676102876663,-0.015026107430458,6.7162593794679,1.4947628675796498,5.22149651188825,9,False,0.0,0.09950593178837365,True,False,transport_free
300,7,7,calibration,37,185,36,0.925,False,True,True,False,False,0.0263287778943777,0.0520429350435733,-0.0257141571491956,5.824631618531886,0.6822819947567341,5.142349623775152,9,False,0.0,0.0715108174364076,True,False,transport_free
301,7,7,calibration,38,190,37,0.95,False,True,True,False,False,0.010438566096127,0.1573246270418167,-0.1468860656023025,5.617680005833695,0.7831926862434854,4.83448731959021,9,False,0.0,0.06622157387645144,True,False,transport_free
302,7,7,calibration,39,195,38,0.975,False,True,True,False,False,0.0315291881561279,0.22944937646389,-0.1979201883077621,6.913205510904464,1.4405158827963918,5.472689628108072,9,False,0.0,0.05345662270198503,True,False,transport_free
303,7,7,calibration,40,200,39,1.0,True,True,False,True,False,0.0385207869112491,0.1096138879656791,-0.0710930973291397,7.745674589587206,2.032383408167737,5.713291181419469,9,True,0.003328480983208824,0.010766373395813695,False,False,interaction
304,8,8,calibration,3,15,2,0.075,False,True,True,False,False,0.0132823241874575,0.0728430524468422,-0.059560727328062,10.53351825047102,3.135604611986763,7.397913638484256,0,False,4.2674197509029455e-16,0.05540212467503649,True,False,transport_free
305,8,8,calibration,4,20,3,0.1,False,True,True,False,False,0.0159309860318899,0.1316107958555221,-0.115679807960987,8.559312917458525,1.7580654845188073,6.801247432939718,1,False,0.0,0.05340292370868005,True,False,transport_free
306,8,8,calibration,5,25,4,0.125,False,True,True,False,False,0.0210085809230804,0.1396578699350357,-0.1186492890119552,7.912402945307124,1.584476545889814,6.3279263994173105,1,False,0.0,0.024086904597406682,True,False,transport_free
307,8,8,calibration,6,30,5,0.15,True,True,False,True,False,0.0077233766205608,0.0440004281699657,-0.0362770520150661,6.468967693282636,1.1489210859971737,5.320046607285462,1,True,0.009834612276394171,0.0070448252162196865,False,False,interaction
308,8,8,calibration,7,35,6,0.175,True,False,False,False,False,0.0613882727921009,0.1772599667310714,-0.1158716976642608,10.834764159917029,1.9354195433809671,8.899344616536059,1,True,0.05830095437587174,0.05779715739799404,False,False,interaction
309,8,8,calibration,8,40,7,0.2,True,False,False,False,False,0.1702781170606613,0.3622869551181793,-0.192008838057518,9.159153965494268,2.319355786897367,6.839798178596901,2,True,0.07774245410031051,0.07792276253701652,False,False,interaction
310,8,8,calibration,9,45,8,0.225,True,False,False,False,False,0.3305361270904541,0.7747181057929993,-0.4441819787025451,6.817294024996738,3.004908564495086,3.812385460501652,2,True,0.09642636333923348,0.09724328187283036,False,False,interaction
311,8,8,calibration,10,50,9,0.25,True,False,False,False,False,0.8221115469932556,1.5296863317489624,-0.7075747847557068,7.619023242835671,3.1623225885198765,4.456700654315794,2,True,0.09295947723657129,0.09283447416189593,False,False,interaction
312,8,8,calibration,11,55,10,0.275,True,False,False,False,False,1.3872522115707395,1.9036985635757449,-0.5164463520050049,10.53345778661299,3.041982363034282,7.4914754235787075,2,True,0.13542054376956883,0.13588088198374842,False,False,interaction
313,8,8,calibration,12,60,11,0.3,True,False,False,False,False,0.2309350222349167,0.5965343117713928,-0.3655992746353149,7.110267515823886,2.6650961503082296,4.445171365515657,3,True,0.09133049435368086,0.0911383525515514,False,False,interaction
314,8,8,calibration,13,65,12,0.325,True,False,False,False,False,0.1573220640420913,0.3206743896007538,-0.1633523255586624,7.873460107160594,1.8409427659856297,6.032517341174964,3,True,0.07183128187041593,0.07208808651141053,False,False,interaction
315,8,8,calibration,14,70,13,0.35,True,True,False,False,True,0.0169399064034223,0.0245333388447761,-0.0075934324413537,5.674316387725104,0.9815458665418364,4.6927705211832675,3,True,0.013870792463122462,0.01626226386951697,False,False,interaction
316,8,8,calibration,15,75,14,0.375,False,True,False,False,False,0.0712924897670745,0.0551877357065677,0.0161047540605068,5.280628045749318,1.0874878941131607,4.1931401516361575,3,False,9.024173502046108e-06,0.018624586233799076,False,True,static
317,8,8,calibration,16,80,15,0.4,False,True,True,False,False,0.2813676297664642,0.3485980033874511,-0.0672303736209869,5.243787474109081,1.356770183275297,3.887017290833784,4,False,1.4202823653822284e-11,0.08270135192144618,True,False,transport_free
318,8,8,calibration,17,85,16,0.425,False,True,True,False,False,0.1527639478445053,0.2777353823184967,-0.1249714344739914,6.579359655848421,1.606853860393523,4.972505795454898,4,False,1.0408340855860843e-17,0.1312499848276846,True,False,transport_free
319,8,8,calibration,18,90,17,0.45,False,True,True,False,False,0.022304942831397,0.0256664175540208,-0.0033614747226238,6.721243785577859,0.719863881089014,6.001379904488845,4,False,0.0,0.06230127557231793,True,False,transport_free
320,8,8,calibration,19,95,18,0.475,False,True,True,False,False,0.0804146081209182,0.1144270226359367,-0.0340124145150184,8.065670276815325,1.7398876303781587,6.325782646437166,4,False,0.0,0.10790286119233047,True,False,transport_free
321,8,8,calibration,20,100,19,0.5,False,True,True,False,False,0.0260714143514633,0.1151685789227485,-0.0890971645712852,5.6369619494031395,1.0747214390507194,4.56224051035242,5,False,0.0,0.07333667073361974,True,False,transport_free
322,8,8,calibration,21,105,20,0.525,False,True,True,False,False,0.0121871642768383,0.1717785596847534,-0.1595913916826248,5.473934210664349,1.0852972087788004,4.388637001885549,5,False,0.0,0.06231034219813914,True,False,transport_free
323,8,8,calibration,22,110,21,0.55,False,True,True,False,False,0.0099267540499567,0.1282085329294204,-0.1182817816734314,6.04928571555308,0.8844035403374991,5.164882175215581,5,False,0.0,0.03599612011878721,True,False,transport_free
324,8,8,calibration,23,115,22,0.575,True,True,False,True,False,0.0056831869296729,0.0368478745222091,-0.0311646871268749,5.011365623778029,0.4599385657362655,4.551427058041764,5,True,0.004041113321722468,0.005591128022184458,False,False,interaction
325,8,8,calibration,24,120,23,0.6,True,True,False,False,False,0.0156177133321762,0.0651260465383529,-0.0495083332061767,4.695893720840647,0.5733914077115156,4.1225023131291305,6,True,0.02561835846589403,0.024958415963996863,False,False,interaction
326,8,8,calibration,25,125,24,0.625,True,False,False,False,False,0.1011080741882324,0.3075931072235107,-0.2064850330352783,5.192327220588184,1.4570144613231522,3.735312759265032,6,True,0.08435341318891247,0.08429482501179418,False,False,interaction
327,8,8,calibration,26,130,25,0.65,True,False,False,False,False,0.4739502370357513,1.198012351989746,-0.7240620851516724,11.114105211016104,2.6211659539701753,8.49293925704593,6,True,0.10515507896657922,0.10526151510843122,False,False,interaction
328,8,8,calibration,27,135,26,0.675,True,False,False,False,False,0.1050882115960121,0.3603098690509796,-0.2552216649055481,7.314468809979889,3.3344362658423883,3.980032544137501,6,True,0.07536268866883981,0.07663530050362136,False,False,interaction
329,8,8,calibration,28,140,27,0.7,True,False,False,False,False,0.5695013403892517,1.243179440498352,-0.6736781001091003,8.62504936753575,2.619561066332596,6.005488301203155,7,True,0.11142460261389983,0.11089479727931092,False,False,interaction
330,8,8,calibration,29,145,28,0.725,True,False,False,False,False,0.095146544277668,0.3148775994777679,-0.2197310626506805,5.6944383575913,1.1569373245067662,4.537501033084533,7,True,0.08086971683068778,0.08132106834763181,False,False,interaction
331,8,8,calibration,30,150,29,0.75,True,False,False,False,False,0.0469333976507186,0.1399962604045868,-0.0930628627538681,6.354877268480169,0.7989698394478091,5.555907429032359,7,True,0.056731330223919206,0.05621439051576066,False,False,interaction
332,8,8,calibration,31,155,30,0.775,True,False,False,False,False,0.0969084128737449,0.1637396365404129,-0.0668312236666679,6.101669168879089,1.3842305411673552,4.717438627711734,7,True,0.0390968694209054,0.039111864867689854,False,False,interaction
333,8,8,calibration,32,160,31,0.8,False,True,True,False,True,0.0376439876854419,0.034594926983118,0.0030490607023239,6.428706471348598,0.5968384365686685,5.83186803477993,8,False,0.004851999645058588,0.005414761046834025,True,False,transport_free
334,8,8,calibration,33,165,32,0.825,False,True,True,False,False,0.1279892176389694,0.211052119731903,-0.0830629020929336,5.055692912365666,0.7412721268234549,4.314420785542211,8,False,2.2104814168798647e-08,0.05516349510072846,True,False,transport_free
335,8,8,calibration,34,170,33,0.85,False,True,True,False,False,0.1852384209632873,0.1809103935956955,0.0043280273675918,4.208285324945904,0.5881902281968179,3.620095096749086,8,False,3.528947728679649e-14,0.06578631265971835,True,False,transport_free
336,8,8,calibration,35,175,34,0.875,False,True,True,False,False,0.1052546873688697,0.2786789834499359,-0.1734243035316467,7.640010315054739,1.574988881834803,6.065021433219936,8,False,0.0,0.10315550167126403,True,False,transport_free
337,8,8,calibration,36,180,35,0.9,False,True,False,False,False,0.0173883140087127,0.0021914895623922,0.0151968244463205,7.673585829106045,0.1569455486273187,7.516640280478726,9,False,0.0,0.006861492496452624,False,True,static
338,8,8,calibration,37,185,36,0.925,False,True,True,False,False,0.060231726616621,0.1346546709537506,-0.0744229406118393,7.827921756842817,1.606366891547313,6.221554865295504,9,False,0.0,0.07173156828405283,True,False,transport_free
339,8,8,calibration,38,190,37,0.95,False,True,True,False,False,0.0169031899422407,0.1284624189138412,-0.1115592271089553,5.120448568700702,1.1630616877182407,3.9573868809824617,9,False,0.0,0.06636844135598145,True,False,transport_free
340,8,8,calibration,39,195,38,0.975,False,True,True,False,False,0.0104394434019923,0.1584212332963943,-0.1479817926883697,5.832552578794666,1.0141108574470226,4.818441721347644,9,False,0.0,0.058085932390814686,True,False,transport_free
341,8,8,calibration,40,200,39,1.0,False,True,True,False,False,0.005560252815485,0.1721978634595871,-0.1666376143693924,6.085653693791035,1.18606360516544,4.899590088625595,9,False,0.0,0.032484891378910245,True,False,transport_free
342,9,9,calibration,3,15,2,0.075,False,True,True,False,False,0.0191462449729442,0.0734690725803375,-0.0543228276073932,7.761612874717044,3.360071118722271,4.4015417559947725,0,False,4.2674197509029455e-16,0.05945830955705596,True,False,transport_free
343,9,9,calibration,4,20,3,0.1,False,True,True,False,False,0.0197535064071416,0.1442676186561584,-0.1245141103863716,8.42220574619307,1.8308764973075409,6.591329248885529,1,False,0.0,0.06167231686391094,True,False,transport_free
344,9,9,calibration,5,25,4,0.125,False,True,True,False,False,0.0086096255108714,0.117313377559185,-0.1087037548422813,8.999363663506273,1.299723189094731,7.699640474411542,1,False,0.0,0.04343140994901849,True,False,transport_free
345,9,9,calibration,6,30,5,0.15,True,True,False,True,False,0.0306195002049207,0.1234121918678283,-0.0927926898002624,9.864819994662827,2.423273983391065,7.441546011271763,1,True,0.016516381685745228,0.0166836943984601,False,False,interaction
