adaptive_flops_per_transition,baseline_flops_per_transition,benefit_vs_d1,benefit_vs_matched,benefit_vs_null,call_nondominated,candidate,critic_variant,d1_ci_low,expected_ci_low,expected_matched_raw_mse,family,flop_nondominated,gate_decisions,key,lcb_z,matched_ci_high,matched_ci_low,matched_raw_mse,mean_calls,null_ci_low,raw_mse,solver_latency_seconds,target_mean_calls,whitened_benefit_vs_matched,whitened_ci_low,whitened_mse
72287619.95488721,71254404.07518797,3.0254848875609557e-05,1.270233052334851e-05,1.2799802397168883e-05,True,contractive__full,full,2.1023089905618254e-05,6.949214813714074e-06,0.003104247410826072,contractive,False,3867,z0.00_b1.25,0.0,2.107899360674408e-05,4.820757645543306e-06,0.0031026721837023566,1.211466165413534,4.065507276489616e-06,0.003089969853179008,0.05949891700583976,1.25,0.0002804410068014498,9.702472208541513e-06,0.07828524861057473
72558653.09774436,71318900.91729324,4.8642991201714015e-05,1.789604553358774e-05,1.724151952475494e-05,True,contractive__full,full,3.653229178874205e-05,6.758700567162576e-06,0.0030858557733674345,contractive,False,4640,z0.00_b1.50,0.0,2.6165916943069363e-05,1.0075906320388751e-05,0.0030894777563864914,1.4548872180451127,9.489837375303636e-06,0.0030715817108529038,0.056245917003252544,1.5,0.00037657591660981656,-1.164156413690354e-05,0.0772030790613176
73118978.75187969,71455199.26315789,6.606651818618134e-05,-7.038975726707458e-06,7.217059685541714e-06,False,contractive__full,full,5.265375077424848e-05,-1.1456536827318648e-05,0.0030469895330751794,contractive,False,6227,z0.00_b2.00,0.0,-2.649015214571084e-06,-1.1227759706916068e-05,0.003047119208141729,1.969298245614035,4.935980099421166e-07,0.0030541581838684365,0.07385383399378043,2.0,-0.00047880043322382914,-0.0006190091463966967,0.07594958907498095
73563703.08270676,71581702.72180451,6.237629257836368e-05,6.955545594014769e-07,4.772394438937101e-06,False,contractive__full,full,4.763084170279622e-05,-2.762033663897225e-06,0.0030582062394933452,contractive,False,7418,z0.00_b2.50,0.0,4.34062787877465e-06,-2.582945757910093e-06,0.0030585439640356555,2.4467418546365916,-1.3405996708714048e-06,0.0030578484094762543,0.12969654200423975,2.5,-0.000121807601509224,-0.00023520510272472464,0.07576438773771596
72226685.93984963,71239960.76691729,2.4907743540198023e-05,1.3124971462131821e-05,1.1186685393719623e-05,True,contractive__full,full,1.656491059751497e-05,6.038471617246924e-06,0.003108366001453875,contractive,False,3693,z0.50_b1.25,0.5,2.0962496683867192e-05,4.9451074112295105e-06,0.0031084419299765515,1.156954887218045,3.139647400585228e-06,0.0030953169585144196,0.034798332999343984,1.25,0.0002574440271889983,-4.0243821621277376e-05,0.0785735122159953
72439770.81203008,71290595.35338345,4.364624076795981e-05,1.750833172608461e-05,1.875156195731285e-05,True,contractive__full,full,3.243842241552689e-05,9.948985598404216e-06,0.003093927264195485,contractive,False,4301,z0.50_b1.50,0.5,2.607237184476393e-05,9.728210600936073e-06,0.0030940867930127425,1.3480576441102756,1.065801105912322e-05,0.003076578461286658,0.03689033299451694,1.5,0.0005372544464616033,0.0001349519882162989,0.07760801363605795
72949307.77443609,71413778.5112782,6.397001624621164e-05,1.6946479288498197e-06,1.1658777806961578e-05,True,contractive__full,full,5.0633197518489074e-05,-2.6316636708895174e-06,0.0030588008935537644,contractive,False,5747,z0.50_b2.00,0.5,8.448219295472363e-06,-4.213673339637765e-06,0.003057949333737256,1.8129699248120301,5.1403831850693875e-06,0.003056254685808406,0.16294799999741372,2.0,9.824150706671417e-06,-0.00022228223355914807,0.07623080857077251
73383609.4887218,71529324.9774436,6.629831771358128e-05,-2.113841577269076e-06,6.596802972066905e-06,False,contractive__full,full,5.253405813567596e-05,-5.338355602848038e-06,0.0030522164421673383,contractive,False,6940,z0.50_b2.50,0.5,1.6750135703142475e-06,-6.327553740477543e-06,0.003051812542763767,2.2490601503759398,5.624839551481383e-07,0.0030539263843410366,0.07639612500497606,2.5,-0.00024248961632757836,-0.000380863250752811,0.07576494529768754
72179059.35338345,71228671.74436091,1.9498877305354233e-05,8.750976540934863e-06,8.753758692065894e-06,True,contractive__full,full,1.2611415354114253e-05,5.082061957229173e-06,0.0031115851297606636,contractive,False,3557,z1.00_b1.25,1.0,1.61512183708544e-05,1.6048912365839452e-06,0.0031094768012901986,1.1143483709273183,2.004503158629693e-06,0.0031007258247492636,0.03420766699127853,1.25,0.00019996470671198265,-3.8385341855928506e-05,0.07881451804891428
72348019.59398496,71268847.38345864,3.599236630467012e-05,1.7529825935181682e-05,1.5367010206332487e-05,True,contractive__full,full,2.5193569860691734e-05,8.09356525888081e-06,0.003100128820198269,contractive,False,4039,z1.00_b1.50,1.0,2.6726849499023034e-05,8.285699721655467e-06,0.0031017621616851294,1.2659774436090225,6.564683659271487e-06,0.0030842323357499475,0.034400208009174094,1.5,0.0004344035563960673,0.00010607886667985428,0.07798433425146555
