depth1_fraction,depth4_fraction,mean_calls,n,regime
0.7215909090909091,0.0,1.2840909090909092,176,impact
0.5224963715529753,0.015239477503628448,1.5740203193033382,1378,contact
0.48518518518518516,0.0,1.5240740740740741,540,free
0.7340619307832422,0.0,1.2668488160291438,1098,static
