episode_ordinal,phase_decile,left_row_id,right_row_id,left_value,right_value,delta,left_position,right_position,scale,metric
24,1,916,913,7.6476927915361665,5.102667099206339,2.545025692329827,0.175,0.1,whitened,excess_whitened_recomputed
24,5,932,931,-68.02296832985805,-173.20675122107335,105.1837828912153,0.575,0.55,whitened,excess_whitened_recomputed
24,8,941,942,-2.6095376439977898,-9.545339539113172,6.935801895115382,0.8,0.825,whitened,excess_whitened_recomputed
25,1,953,952,5.054748077662621,-19.81118321553725,24.86593129319987,0.15,0.125,whitened,excess_whitened_recomputed
25,1,954,951,-32.0598418183377,-48.617854526587095,16.558012708249393,0.175,0.1,whitened,excess_whitened_recomputed
25,3,959,962,-79.97338431028456,-25.58495794654517,-54.388426363739384,0.3,0.375,whitened,excess_whitened_recomputed
25,5,970,969,-20.760460485039722,-14.526332181836457,-6.234128303203265,0.575,0.55,whitened,excess_whitened_recomputed
26,1,991,990,2.8671154298925456,-5.101102333509585,7.968217763402131,0.15,0.125,whitened,excess_whitened_recomputed
26,1,992,989,-19.9587771207486,-12.832759992853925,-7.126017127894675,0.175,0.1,whitened,excess_whitened_recomputed
26,5,1008,1007,-42.11065063254098,-28.892637608463737,-13.218013024077244,0.575,0.55,whitened,excess_whitened_recomputed
27,1,1029,1028,6.868365097056647,6.65556330639561,0.21280179066103688,0.15,0.125,whitened,excess_whitened_recomputed
27,1,1030,1027,2.7690380718995833,5.908271432763367,-3.139233360863784,0.175,0.1,whitened,excess_whitened_recomputed
27,5,1046,1045,-28.27444533298222,-117.93873558611625,89.66429025313403,0.575,0.55,whitened,excess_whitened_recomputed
28,1,1067,1065,8.686003154127093,-63.43780912643439,72.12381228056148,0.15,0.1,whitened,excess_whitened_recomputed
28,3,1073,1076,-43.99882097700746,2.5680893696503766,-46.566910346657835,0.3,0.375,whitened,excess_whitened_recomputed
28,5,1084,1083,2.69899895618096,-10.274768880919147,12.973767837100107,0.575,0.55,whitened,excess_whitened_recomputed
28,8,1093,1094,-0.41681647265169275,-12.231375358735534,11.81455888608384,0.8,0.825,whitened,excess_whitened_recomputed
28,9,1101,1100,-8.732306602266247,-27.616077200292246,18.883770598025997,1.0,0.975,whitened,excess_whitened_recomputed
29,1,1105,1104,10.108689052192608,-38.64212665917128,48.75081571136389,0.15,0.125,whitened,excess_whitened_recomputed
29,1,1106,1103,-26.02903269547526,-84.40317377390056,58.3741410784253,0.175,0.1,whitened,excess_whitened_recomputed
29,3,1111,1114,-5.627011639166813,2.805181449080239,-8.432193088247052,0.3,0.375,whitened,excess_whitened_recomputed
29,8,1131,1132,4.449295498515858,2.365933638834477,2.083361859681381,0.8,0.825,whitened,excess_whitened_recomputed
10,1,383,382,-0.04629434327649528,-0.11926026370675415,0.07296592043025887,0.15,0.125,targetnorm,excess_targetnorm
10,1,384,381,-0.25248791248149693,-0.16661100472393972,-0.08587690775755721,0.175,0.1,targetnorm,excess_targetnorm
10,5,400,399,-0.05116974550653226,-0.22429289442918077,0.17312314892264852,0.575,0.55,targetnorm,excess_targetnorm
10,8,409,410,-0.011027852267532851,-0.05720440296097404,0.04617655069344119,0.8,0.825,targetnorm,excess_targetnorm
11,1,421,420,-0.09475970221388838,-0.08049894962822567,-0.014260752585662714,0.15,0.125,targetnorm,excess_targetnorm
11,1,422,419,-0.2175801691434882,-0.194624739079918,-0.022955430063570204,0.175,0.1,targetnorm,excess_targetnorm
11,3,427,430,-0.26380923350481644,-0.021556760974740075,-0.24225247253007637,0.3,0.375,targetnorm,excess_targetnorm
11,5,438,437,-0.026503990199628562,-0.10961248121426524,0.08310849101463669,0.575,0.55,targetnorm,excess_targetnorm
12,1,459,458,-0.04773113134744658,-0.08366897674594923,0.035937845398502644,0.15,0.125,targetnorm,excess_targetnorm
12,1,460,457,-0.1900740041249028,-0.08852708414761822,-0.10154691997728459,0.175,0.1,targetnorm,excess_targetnorm
12,8,485,486,-0.016693780899808188,-0.0392674921785606,0.02257371127875241,0.8,0.825,targetnorm,excess_targetnorm
13,1,497,496,-0.06562793561143883,-0.0634641607756098,-0.0021637748358290243,0.15,0.125,targetnorm,excess_targetnorm
13,1,498,495,-0.17026087216767355,-0.20874860537577472,0.03848773320810117,0.175,0.1,targetnorm,excess_targetnorm
13,5,514,513,-0.03031876238092482,-0.13940728330817145,0.10908852092724663,0.575,0.55,targetnorm,excess_targetnorm
13,9,531,530,-0.05049629631294207,-0.1263560822160526,0.07585978590311053,1.0,0.975,targetnorm,excess_targetnorm
14,1,535,533,-0.014716679651851264,-0.12725576575582884,0.11253908610397757,0.15,0.1,targetnorm,excess_targetnorm
14,3,541,544,-0.5978123105973104,-0.005908225007662929,-0.5919040855896475,0.3,0.375,targetnorm,excess_targetnorm
14,5,552,551,-0.050974893143883676,-0.17556171112581562,0.12458681798193194,0.575,0.55,targetnorm,excess_targetnorm
14,8,561,562,0.008602433006261304,-0.0023828960355235518,0.010985329041784855,0.8,0.825,targetnorm,excess_targetnorm
15,1,573,572,-0.009716291679490304,-0.17779590011821386,0.16807960843872355,0.15,0.125,targetnorm,excess_targetnorm
15,1,574,571,-0.14235356115548287,-0.12623629453705928,-0.01611726661842358,0.175,0.1,targetnorm,excess_targetnorm
15,5,590,589,-0.11655484989146721,-0.14309069458737422,0.026535844695907015,0.575,0.55,targetnorm,excess_targetnorm
16,1,611,610,-0.06638873377651493,-0.11948047480974296,0.05309174103322803,0.15,0.125,targetnorm,excess_targetnorm
16,1,612,609,-0.25314155009653694,-0.14690709437652227,-0.10623445572001466,0.175,0.1,targetnorm,excess_targetnorm
16,5,628,627,-0.04271886313255394,-0.08086904671334556,0.03815018358079162,0.575,0.55,targetnorm,excess_targetnorm
16,8,637,638,-0.01761972560456661,-0.11476334714772846,0.09714362154316185,0.8,0.825,targetnorm,excess_targetnorm
16,9,645,644,-0.06040579296042641,-0.14369765933452522,0.0832918663740988,1.0,0.975,targetnorm,excess_targetnorm
17,1,649,648,-0.04142753595280693,-0.09301934783012644,0.05159181187731951,0.15,0.125,targetnorm,excess_targetnorm
17,1,650,647,-0.21683482716775215,-0.1526142706058439,-0.06422055656190825,0.175,0.1,targetnorm,excess_targetnorm
17,5,666,665,-0.11429485447707033,-0.058562069129029865,-0.055732785348040464,0.575,0.55,targetnorm,excess_targetnorm
17,8,675,676,-0.015661631293271434,-0.08227110855871267,0.06660947726544124,0.8,0.825,targetnorm,excess_targetnorm
18,1,687,686,-0.06691145328543412,-0.12280078682416602,0.055889333538731906,0.15,0.125,targetnorm,excess_targetnorm
18,1,688,685,-0.2557553424720012,-0.13600719945582593,-0.11974814301617528,0.175,0.1,targetnorm,excess_targetnorm
18,5,704,703,-0.005081611988634018,-0.042144927547729756,0.03706331555909574,0.575,0.55,targetnorm,excess_targetnorm
18,8,713,714,-0.004705930451301785,-0.0648659406726109,0.06016001022130911,0.8,0.825,targetnorm,excess_targetnorm
19,1,725,724,-0.03262258798286746,-0.0357056336969824,0.0030830457141149403,0.15,0.125,targetnorm,excess_targetnorm
19,1,726,723,-0.16667920554236287,-0.20811188791171614,0.04143268236935327,0.175,0.1,targetnorm,excess_targetnorm
19,5,742,741,-0.03269809192578804,-0.1663963528825502,0.13369826095676215,0.575,0.55,targetnorm,excess_targetnorm
20,1,763,762,-0.013594539419906028,-0.07743586790961929,0.06384132848971326,0.15,0.125,targetnorm,excess_targetnorm
20,1,764,761,-0.24872023995598128,-0.166521820858999,-0.08219841909698228,0.175,0.1,targetnorm,excess_targetnorm
20,3,769,772,-0.13768448055464994,0.0017269021871043101,-0.13941138274175424,0.3,0.375,targetnorm,excess_targetnorm
20,5,780,779,-0.033146224990451785,-0.191172612029707,0.15802638703925523,0.575,0.55,targetnorm,excess_targetnorm
20,8,789,790,-0.007637555514813068,-0.04251377641061557,0.0348762208958025,0.8,0.825,targetnorm,excess_targetnorm
21,1,801,800,-0.0013679360232816233,-0.11393888870266972,0.11257095267938809,0.15,0.125,targetnorm,excess_targetnorm
21,1,802,799,-0.2552404001189644,-0.15850040381680092,-0.09673999630216346,0.175,0.1,targetnorm,excess_targetnorm
21,3,807,810,-0.34763559574749253,-0.03173655375807123,-0.3158990419894213,0.3,0.375,targetnorm,excess_targetnorm
21,5,818,817,-0.037917207993719684,-0.043751165118958754,0.00583395712523907,0.575,0.55,targetnorm,excess_targetnorm
22,1,839,838,-0.11097575431360202,-0.1301764206076653,0.01920066629406328,0.15,0.125,targetnorm,excess_targetnorm
22,1,840,837,-0.23287395032360392,-0.24907141925641085,0.016197468932806935,0.175,0.1,targetnorm,excess_targetnorm
22,8,865,866,-0.044136182143620376,0.0077861596610336245,-0.051922341804654,0.8,0.825,targetnorm,excess_targetnorm
23,1,877,876,-0.01647937076307621,-0.14647761730113215,0.12999824653805594,0.15,0.125,targetnorm,excess_targetnorm
23,1,878,875,-0.20087437508987638,-0.279960249004462,0.0790858739145856,0.175,0.1,targetnorm,excess_targetnorm
23,5,894,893,-0.04900861037910628,-0.18287624451028067,0.1338676341311744,0.575,0.55,targetnorm,excess_targetnorm
24,1,915,914,-0.08938626077113265,-0.09829606612782679,0.00890980535669414,0.15,0.125,targetnorm,excess_targetnorm
24,1,916,913,-0.14530718745634058,-0.10980907016781721,-0.03549811728852337,0.175,0.1,targetnorm,excess_targetnorm
24,5,932,931,-0.07450987957705027,-0.22226493780512982,0.14775505822807955,0.575,0.55,targetnorm,excess_targetnorm
24,8,941,942,-0.0037060589470181288,-0.020940264391392627,0.017234205444374498,0.8,0.825,targetnorm,excess_targetnorm
25,1,953,952,-0.019614629780555195,-0.07403976518613635,0.05442513540558115,0.15,0.125,targetnorm,excess_targetnorm
25,1,954,951,-0.17025065348348806,-0.12406781138770634,-0.04618284209578172,0.175,0.1,targetnorm,excess_targetnorm
25,3,959,962,-0.16265289619925175,-0.035839220119908734,-0.12681367607934302,0.3,0.375,targetnorm,excess_targetnorm
25,5,970,969,-0.03435178929677915,-0.08785899295835652,0.053507203661577366,0.575,0.55,targetnorm,excess_targetnorm
26,1,991,990,-0.02723022638552051,-0.06062148870361609,0.03339126231809558,0.15,0.125,targetnorm,excess_targetnorm
26,1,992,989,-0.14513254113240087,-0.1412913306385804,-0.0038412104938204683,0.175,0.1,targetnorm,excess_targetnorm
26,5,1008,1007,-0.04153439800035492,-0.049740837498329034,0.008206439497974116,0.575,0.55,targetnorm,excess_targetnorm
27,1,1029,1028,-0.04315402922910567,-0.13284834018512334,0.08969431095601768,0.15,0.125,targetnorm,excess_targetnorm
27,1,1030,1027,-0.2521696184276725,-0.17311285113916866,-0.07905676728850383,0.175,0.1,targetnorm,excess_targetnorm
27,5,1046,1045,-0.040163171460310815,-0.14515990922362548,0.10499673776331467,0.575,0.55,targetnorm,excess_targetnorm
28,1,1067,1065,-0.002563939136973826,-0.11363175993489145,0.11106782079791763,0.15,0.1,targetnorm,excess_targetnorm
28,3,1073,1076,-0.26478910933362143,-0.007463843324460262,-0.25732526600916117,0.3,0.375,targetnorm,excess_targetnorm
28,5,1084,1083,-0.018005879763800244,-0.08189928246513412,0.06389340270133387,0.575,0.55,targetnorm,excess_targetnorm
28,8,1093,1094,-0.021493721406320714,-0.05929430534873145,0.03780058394241074,0.8,0.825,targetnorm,excess_targetnorm
28,9,1101,1100,-0.07037976809847048,-0.1387372015058841,0.06835743340741361,1.0,0.975,targetnorm,excess_targetnorm
29,1,1105,1104,0.00012926493466138174,-0.05199255328512707,0.05212181821978845,0.15,0.125,targetnorm,excess_targetnorm
29,1,1106,1103,-0.09786363277059601,-0.11314386806336553,0.01528023529276952,0.175,0.1,targetnorm,excess_targetnorm
29,3,1111,1114,-0.10695551765910141,-0.0167530246736559,-0.09020249298544551,0.3,0.375,targetnorm,excess_targetnorm
29,8,1131,1132,-0.006291893981576561,-0.017316467682466585,0.011024573700890024,0.8,0.825,targetnorm,excess_targetnorm
