row_id,episode_ordinal,episode_id,split,model_step,raw_step,transition_block,normalized_position,interaction_contact,support_contact,free,sensor_grasp_onset,sensor_release,mse_model,mse_persistence,excess,mse_model_whitened,mse_persistence_whitened,excess_whitened,phase_decile,interaction_contact_relabel,block_disp,effector_disp,transport_free,static,regime,mse_model_whitened_recomputed,mse_persistence_whitened_recomputed,excess_whitened_recomputed,mse_model_targetnorm,mse_persistence_targetnorm,excess_targetnorm,persistence_mag_whitened,persistence_mag_targetnorm
13,0,0,calibration,16,80,15,0.4,False,True,True,False,False,0.1290191262960434,0.2491134852170944,-0.120094358921051,6.600310232437562,0.7994096579988845,5.8009005744386775,4,False,1.0958742637420334e-09,0.0809405530911927,True,False,transport_free,6.600310462880519,0.7994098307031775,5.800900632177342,0.1300717343712893,0.25336993236601796,-0.12329819799472866,0.8940972154655094,0.5033586518239435
14,0,0,calibration,17,85,16,0.425,False,True,True,False,False,0.0542476028203964,0.1604375541210174,-0.106189951300621,6.545702138772856,0.7814430691708507,5.764259069602005,4,False,1.6274960797427188e-15,0.0692496824678843,True,False,transport_free,6.545702397013327,0.7814429859391755,5.764259411074151,0.05538822201195115,0.16476345389363162,-0.10937523188168047,0.8839926390752219,0.405910647672159
15,0,0,calibration,18,90,17,0.45,False,True,True,False,False,0.041692029684782,0.1182668805122375,-0.0765748471021652,8.640872209050654,1.2965891450443656,7.344283064006288,4,False,0.0,0.081864340031336,True,False,transport_free,8.640872077233993,1.2965891545980155,7.344282922635978,0.04285722327027756,0.12370526856527901,-0.08084804529500145,1.1386786880406674,0.35171759774750966
16,0,0,calibration,19,95,18,0.475,False,True,True,False,False,0.016534311696887,0.0707166194915771,-0.0541823059320449,7.916064356864562,0.7526834059556146,7.163380950908948,4,False,0.0,0.0698849008705409,True,False,transport_free,7.9160646113722555,0.752683401869214,7.163381209503042,0.017481408603639684,0.07379543884115207,-0.056314030237512386,0.867573283284596,0.271653159085537
17,0,0,calibration,20,100,19,0.5,False,True,True,False,False,0.0426918230950832,0.1626026481389999,-0.1199108213186264,6.973227358961822,1.0283897796889288,5.9448375792728925,5,False,0.0,0.0602279312710432,True,False,transport_free,6.973227251268649,1.0283896543560775,5.9448375969125715,0.04487270810789599,0.16880040394011978,-0.1239276958322238,1.0140954858178186,0.4108532632706229
18,0,0,calibration,21,105,20,0.525,False,True,True,False,False,0.0071436516009271,0.1007022932171821,-0.0935586392879486,6.691729311594448,0.7024004504089625,5.989328861185485,5,False,0.0,0.0607301720407339,True,False,transport_free,6.691729331405313,0.7024005180342773,5.989328813371035,0.007298720056881004,0.10176102683351101,-0.09446230677663,0.8380933826455601,0.3190000420587919
19,0,0,calibration,22,110,21,0.55,False,True,True,False,False,0.0132570220157504,0.2074359208345413,-0.194178894162178,6.883254856846729,0.9455890867335204,5.937665770113208,5,False,0.0,0.0643583229007132,True,False,transport_free,6.883254866019726,0.9455890174913834,5.937665848528343,0.013585664736081374,0.21169195621232573,-0.19810629147624437,0.9724140154745732,0.46009994154783995
20,0,0,calibration,23,115,22,0.575,True,True,False,True,False,0.0025048304814845,0.0395915694534778,-0.0370867401361465,7.781833706063412,0.7389512845663028,7.042882421497109,5,True,0.0015845097103761,0.0104914380618183,False,False,interaction,7.781833721533694,0.7389512475274862,7.042882474006207,0.0027869015179460993,0.040493412125812256,-0.03770651060786616,0.8596227355808397,0.2012297496043074
21,0,0,calibration,24,120,23,0.6,True,True,False,False,False,0.0480596981942653,0.1053197607398033,-0.0572600625455379,10.295063540168275,1.9134115419895512,8.381651998178723,6,True,0.0318064663789891,0.0314554612375208,False,False,interaction,10.295063273454774,1.9134115947393147,8.38165167871546,0.05016040683824077,0.10715570081206666,-0.056995293973825883,1.3832612171022922,0.3273464537948543
22,0,0,calibration,25,125,24,0.625,True,False,False,False,False,0.0993555411696434,0.3316942751407623,-0.2323387265205383,12.257332235475356,1.684651129939137,10.572681105536216,6,True,0.0910349506930125,0.0912114058622464,False,False,interaction,12.257333349773669,1.6846510624833133,10.572682287290355,0.10583238104212966,0.3462809992514977,-0.24044861820936803,1.2979410859061797,0.5884564548473384
23,0,0,calibration,26,130,25,0.65,True,False,False,False,False,0.2204044908285141,0.5025525689125061,-0.2821480631828308,10.191980976716907,2.0264383875544936,8.165542589162413,6,True,0.0921827599570972,0.0926426071548685,False,False,interaction,10.191980699691298,2.0264378670529326,8.165542832638366,0.24516792080692743,0.5399979210058042,-0.29483000019887684,1.423530072409056,0.7348455082572147
24,0,0,calibration,27,135,26,0.675,True,False,False,False,False,0.1047757789492607,0.467231273651123,-0.3624554872512817,5.360427537218733,3.202227606175219,2.158199931043514,6,True,0.0819044448694838,0.0827950648180187,False,False,interaction,5.360427095743982,3.202227566751945,2.158199528992037,0.1121565282110381,0.4857165767172062,-0.3735600485061681,1.7894768975183628,0.6969336960695803
25,0,0,calibration,28,140,27,0.7,True,False,False,False,False,0.0478831529617309,0.2242481261491775,-0.1763649731874466,6.12789121778692,2.0223535597104383,4.105537658076482,7,True,0.0499836781042414,0.0498856146840882,False,False,interaction,6.127891084735449,2.0223538865740998,4.105537198161349,0.0508263564343564,0.23627541448756548,-0.18544905805320908,1.422094893660089,0.48608169528132356
26,0,0,calibration,29,145,28,0.725,True,False,False,False,False,0.0694304034113884,0.415702611207962,-0.346272200345993,6.596706698275068,1.4580320471131702,5.138674651161898,7,True,0.0786264349936567,0.0784302818124707,False,False,interaction,6.596706428459677,1.458031807310989,5.138674621148688,0.07511330791925784,0.4388696298911941,-0.36375632197193625,1.2074898787613042,0.6624723616055195
27,0,0,calibration,30,150,29,0.75,True,False,False,False,False,0.0386859662830829,0.3201283514499664,-0.2814423739910126,8.997121894550135,1.507782004001015,7.48933989054912,7,True,0.0790145675473297,0.0784394055161068,False,False,interaction,8.997122536345673,1.5077819167353497,7.489340619610323,0.040195679087101,0.3345439608971185,-0.29434828181001754,1.2279177157836554,0.5783977531916238
28,0,0,calibration,31,155,30,0.775,True,False,False,False,False,0.0498680658638477,0.2538496255874634,-0.2039815634489059,9.222621931785566,0.9331834868818636,8.289438444903702,7,True,0.0736187263078162,0.0733414181573743,False,False,interaction,9.222621908608764,0.9331837615264202,8.289438147082343,0.05074931541889547,0.2565102597979157,-0.20576094437902023,0.9660143692132226,0.5064684193490406
29,0,0,calibration,32,160,31,0.8,True,True,False,False,True,0.0234205070883035,0.0288589894771575,-0.005438482388854,7.626694359752441,0.58037857257526,7.046315787177181,8,True,0.0172691011035695,0.0193581771238542,False,False,interaction,7.626694284844607,0.5803785543983074,7.0463157304463,0.023972259267609514,0.029281404794947466,-0.005309145527337952,0.7618258031848931,0.17111810189149326
30,0,0,calibration,33,165,32,0.825,False,True,True,False,False,0.1472966969013214,0.2817766368389129,-0.1344799399375915,7.839260232936806,0.9511205703368834,6.888139662599923,8,False,8.524171677559587e-07,0.0723487037937343,True,False,transport_free,7.839259487903452,0.9511206147504693,6.8881388731529825,0.14943420463370508,0.28879307912323166,-0.13935887448952658,0.9752541282919387,0.537394714454126
31,0,0,calibration,34,170,33,0.85,False,True,True,False,False,0.1413396447896957,0.3785892426967621,-0.2372495979070663,7.036147763790997,1.132377594128348,5.903770169662649,8,False,1.3611718713385973e-12,0.100192546260166,True,False,transport_free,7.0361474289029,1.1323777275206597,5.90376970138224,0.14507994349573367,0.3854485005771608,-0.24036855708142713,1.064132382516696,0.6208449891697289
32,0,0,calibration,35,175,34,0.875,False,True,True,False,False,0.037217304110527,0.1963289231061935,-0.1591116189956665,10.753686594314596,1.8028436550320448,8.950842939282552,8,False,0.0,0.1342311896094449,True,False,transport_free,10.753686486302028,1.8028434434222333,8.950843042879795,0.03801242472227088,0.20341869834964163,-0.16540627362737076,1.342700057131984,0.4510196208033988
33,0,0,calibration,36,180,35,0.9,False,True,True,False,False,0.0077815274707973,0.0028565053362399,0.0049250219017267,9.544147852832474,0.1911550881551529,9.35299276467732,9,False,0.0,0.0223193885959083,True,False,transport_free,9.544147838792474,0.19115508759142083,9.352992751201054,0.008107554984873214,0.002953224776115579,0.005154330208757635,0.43721286302145873,0.054343580817936346
34,0,0,calibration,37,185,36,0.925,False,True,True,False,False,0.0540885142982006,0.1926326900720596,-0.1385441720485687,7.90404976139578,1.2836154622383469,6.620434299157433,9,False,0.0,0.1167126282993213,True,False,transport_free,7.904049748455392,1.2836154273206108,6.620434321134781,0.05707473670493507,0.20104071716136937,-0.1439659804564343,1.1329675314503107,0.448375642917152
35,0,0,calibration,38,190,37,0.95,False,True,True,False,False,0.0215744692832231,0.1254132837057113,-0.1038388162851333,6.549045623163232,0.8457077962424769,5.703337826920754,9,False,0.0,0.0686176821510048,True,False,transport_free,6.54904594939939,0.8457076079565681,5.703338341442822,0.022449304644677443,0.12930632662047803,-0.10685702197580059,0.9196236229874525,0.35959188898038014
36,0,0,calibration,39,195,38,0.975,False,True,True,False,False,0.0105294985696673,0.1695632934570312,-0.159033790230751,7.06125893156985,0.953424346483198,6.1078345850866524,9,False,0.0,0.074403731157733,True,False,transport_free,7.061259068751975,0.953424283033019,6.107834785718956,0.010792226607923614,0.173206151789952,-0.16241392518202838,0.9764344745209578,0.4161804317720284
37,0,0,calibration,40,200,39,1.0,False,True,True,False,False,0.0074665024876594,0.1435539424419403,-0.1360874474048614,7.139404417695762,1.0618881816579089,6.077516236037853,9,False,0.0,0.0516081057492067,True,False,transport_free,7.1394043781644,1.061888223471365,6.077516154693035,0.008067812216405719,0.15046928682059446,-0.14240147460418875,1.0304796084694567,0.387903708181031
38,1,1,calibration,3,15,2,0.075,False,True,True,False,False,0.0140275200828909,0.061606079339981,-0.0475785583257675,9.358761810917974,8.364885701374297,0.9938761095436774,0,False,4.2674197509029455e-16,0.0968046177534512,True,False,transport_free,9.358761625217674,8.364885636016929,0.9938759892007454,0.01538310766249039,0.06757249730537467,-0.052189389642884276,2.892211201834494,0.25994710482206695
39,1,1,calibration,4,20,3,0.1,False,True,True,False,False,0.019359840080142,0.0738220512866973,-0.0544622093439102,8.72647046897537,1.7989035704895473,6.927566898485822,1,False,0.0,0.0447670975878447,True,False,transport_free,8.726470290225311,1.7989034200305714,6.92756687019474,0.02072944723648723,0.08316176782783914,-0.06243232059135191,1.3412320530134119,0.2883778213175194
40,1,1,calibration,5,25,4,0.125,False,True,True,False,False,0.0036235991865396,0.0645805522799491,-0.0609569549560546,10.099462597045086,1.5479154184551045,8.551547178589981,1,False,0.0,0.027786785801592,True,False,transport_free,10.09946263687683,1.547915309728978,8.551547327147851,0.003961086600445735,0.0702410043615591,-0.06627991776111336,1.2441524463380595,0.2650301951883202
41,1,1,calibration,6,30,5,0.15,True,True,False,True,False,0.0111501142382621,0.0390308052301406,-0.0278806909918785,11.120033296993428,1.808216584749471,9.311816712243957,1,True,0.0103891570207095,0.009499603173235,False,False,interaction,11.120033252026104,1.8082166564259607,9.311816595600144,0.012022689973936811,0.04377984701178369,-0.03175715703784688,1.3446994669538472,0.2092363424737292
42,1,1,calibration,7,35,6,0.175,True,False,False,False,False,0.0439077317714691,0.1242628693580627,-0.0803551375865936,15.00783160923612,2.443215276428487,12.564616332807631,1,True,0.0487875803284613,0.0485796065967024,False,False,interaction,15.007831713387494,2.4432149467959685,12.564616766591525,0.04802650828001672,0.1349785077727493,-0.08695199949273258,1.5630786758176853,0.3673942130365547
43,1,1,calibration,8,40,7,0.2,True,False,False,False,False,0.0606138408184051,0.2925767600536346,-0.2319629192352295,10.945237045178729,3.0769698743836607,7.868267170795066,2,True,0.07073162749706,0.0706996104046368,False,False,interaction,10.9452373181054,3.0769701370905564,7.8682671810148435,0.06653299171943232,0.3173013690192276,-0.2507683772997953,1.754129452774383,0.5632950994099164
44,1,1,calibration,9,45,8,0.225,True,False,False,False,False,0.6556033492088318,1.3999418020248413,-0.7443384528160095,24.440457074266533,3.799063823621757,20.641393250644775,2,True,0.1136614838878581,0.1153804192140838,False,False,interaction,24.440460443079974,3.7990638116725925,20.641396631407382,0.7007059319348982,1.465886035253143,-0.7651801033182449,1.949118726930864,1.2107378061550498
45,1,1,calibration,10,50,9,0.25,True,False,False,False,False,0.4756039679050445,0.9425014853477478,-0.4668975174427032,8.351119621036842,3.7356695526501182,4.615450068386723,2,True,0.0543463050135705,0.0546719139073289,False,False,interaction,8.351120745914924,3.7356698264901347,4.61545091942479,0.5087649678464028,1.0167475136086697,-0.5079825457622669,1.932788096634014,1.0083389874485016
46,1,1,calibration,11,55,10,0.275,True,False,False,False,False,0.55387282371521,1.2052093744277954,-0.6513365507125854,17.52661939984678,2.9538505517407394,14.57276884810604,2,True,0.1171597418435522,0.1174421263158167,False,False,interaction,17.526621491818698,2.9538503089426142,14.572771182876084,0.5920899672947254,1.3033387132243153,-0.7112487459295899,1.718676906501805,1.14163860885322
47,1,1,calibration,12,60,11,0.3,True,False,False,False,False,0.0641295835375785,0.2360237091779709,-0.1718941330909729,9.88336665305711,2.072740979481868,7.810625673575242,3,True,0.0698045737594373,0.0698068650317675,False,False,interaction,9.883367238776996,2.072740581338351,7.810626657438645,0.07221068605447466,0.263237743100146,-0.19102705704567136,1.4397015598165999,0.5130669966974547
48,1,1,calibration,13,65,12,0.325,True,False,False,False,False,0.0098068006336689,0.0659062266349792,-0.0560994260013103,6.738539364051209,0.4063643721536034,6.332174991897606,3,True,0.0373679750959645,0.0372317647066374,False,False,interaction,6.738539354795509,0.4063643458800934,6.332175008915415,0.010491974258278539,0.07186685094946797,-0.061374876691189434,0.6374671331763649,0.2680799338806767
49,1,1,calibration,14,70,13,0.35,True,True,False,False,False,0.0145800383761525,0.0524601340293884,-0.0378800965845584,6.702354402280556,0.74248924259154,5.959865159689016,3,True,0.0248412310053134,0.0252858717856312,False,False,interaction,6.702354529063563,0.7424891618473587,5.959865367216205,0.015858927928569497,0.057417946826662396,-0.041559018898092895,0.8616781080237322,0.23962042239062678
50,1,1,calibration,15,75,14,0.375,False,True,True,False,True,0.06264279037714,0.0595693588256835,0.0030734315514564,6.940811118006778,0.4972987364795203,6.443512381527258,3,False,0.0016429726513357,0.0125748327158708,True,False,transport_free,6.9408115556135215,0.497298672154107,6.443512883459414,0.06558642770210722,0.0625200161450394,0.0030664115570678274,0.7051940670156741,0.25004002908542344
51,1,1,calibration,16,80,15,0.4,False,True,True,False,False,0.1249394193291664,0.2379403561353683,-0.1130009368062019,7.785147699609415,0.6869684729167537,7.098179226692661,4,False,5.268569407218552e-09,0.0792287538060759,True,False,transport_free,7.78514645644768,0.686968247034859,7.09817820941282,0.13629939882685868,0.26464776990463074,-0.12834837107777206,0.8288354764576978,0.5144392771791737
52,1,1,calibration,17,85,16,0.425,False,True,True,False,False,0.1422508507966995,0.3181076645851135,-0.175856813788414,7.980728534944667,1.2947689965826603,6.685959538362007,4,False,8.387720054909976e-15,0.143514193475869,True,False,transport_free,7.980728334794332,1.294769248411096,6.685959086383236,0.1531184766225383,0.3400758152671683,-0.18695733864463,1.1378792767297838,0.5831601969160518
53,1,1,calibration,18,90,17,0.45,False,True,True,False,False,0.017448166385293,0.0141873238608241,0.0032608425244688,6.908682529997123,0.8688478380897294,6.0398346919073935,4,False,0.0,0.0533687040534703,True,False,transport_free,6.908682850360582,0.8688477717993277,6.039835078561254,0.017821984564106084,0.015154651856524712,0.0026673327075813717,0.9321200415178978,0.12310423167594489
54,1,1,calibration,19,95,18,0.475,False,True,True,False,False,0.093187391757965,0.1423014551401138,-0.0491140633821487,8.991942309256729,1.9823878079602213,7.009554501296507,4,False,0.0,0.1125716700428426,True,False,transport_free,8.991941855996535,1.982387659484056,7.009554196512479,0.09862717041919196,0.152392287625408,-0.05376511720621603,1.4079728901807933,0.3903745478708979
55,1,1,calibration,20,100,19,0.5,False,True,True,False,False,0.0675861537456512,0.112101137638092,-0.0445149838924407,7.819774024245656,1.2692548492861546,6.5505191749595015,5,False,0.0,0.0736326144916069,True,False,transport_free,7.81977420520314,1.2692552005274402,6.550519004675699,0.07027887467660243,0.11790496013848545,-0.047626085461883017,1.1266122671653456,0.3433729170136827
56,1,1,calibration,21,105,20,0.525,False,True,True,False,False,0.0216371659189462,0.1336363106966018,-0.1119991466403007,7.985000613691686,1.0451054595522429,6.939895154139443,5,False,0.0,0.0701350352022541,True,False,transport_free,7.985000736706546,1.0451053619208006,6.9398953747857455,0.023237952652262917,0.14874988692282576,-0.12551193427056284,1.0223039479141223,0.38568106891941917
57,1,1,calibration,22,110,21,0.55,False,True,True,False,False,0.0055349790491163,0.1972424536943435,-0.1917074769735336,7.306211472680371,0.6099778953622251,6.696233577318146,5,False,0.0,0.0613738282965021,True,False,transport_free,7.3062114827166935,0.6099780468907273,6.696233435825966,0.006157801385797086,0.21587581248892165,-0.20971801110312457,0.781010913426136,0.4646243778461497
58,1,1,calibration,23,115,22,0.575,True,True,False,True,False,0.0018125943606719,0.0313541330397129,-0.0295415390282869,6.430083725881303,0.3909721344646323,6.039111591416671,5,True,0.0010461750624719,0.0074191418835022,False,False,interaction,6.4300837195564915,0.3909721688202903,6.039111550736202,0.001973187846980302,0.03269034360098715,-0.03071715575400685,0.62527767337423,0.18080471122453406
59,1,1,calibration,24,120,23,0.6,True,True,False,False,False,0.0140751032158732,0.0602569542825222,-0.0461818501353263,7.736005075293998,0.7332219651259777,7.0027831101680205,6,True,0.0285584546633463,0.0283029137736933,False,False,interaction,7.736005162666841,0.7332220234713523,7.002783139195489,0.015261904462642346,0.06517666184686759,-0.04991475738422524,0.8562838451537856,0.25529720297501807
60,1,1,calibration,25,125,24,0.625,True,False,False,False,False,0.0861963629722595,0.3395958840847015,-0.253399521112442,9.21555800065032,1.1298187294165418,8.085739271233777,6,True,0.0898680797571908,0.089835868329332,False,False,interaction,9.215557954346549,1.1298186033053916,8.085739351041157,0.09445703061609904,0.371913002416997,-0.2774559718008979,1.0629292560210164,0.6098467040306088
61,1,1,calibration,26,130,25,0.65,True,False,False,False,False,0.930764138698578,1.4066747426986694,-0.4759106040000915,9.144028133899832,1.8411224663889043,7.302905667510927,6,True,0.0993394225519028,0.0990199954814586,False,False,interaction,9.144026685815335,1.8411216410162385,7.302905044799097,0.9240987586976447,1.3996048267908563,-0.4755060680932116,1.3568793760007698,1.1830489536747228
62,1,1,calibration,27,135,26,0.675,True,False,False,False,False,0.0021211272105574,0.0116652259603142,-0.0095440987497568,3.570345282342887,0.527678994857431,3.042666287485456,6,True,0.0150983104056551,0.0157215419119759,False,False,interaction,3.570345283282053,0.5276789784031464,3.0426663048789067,0.0022835171318171792,0.012827471810566857,-0.010543954678749677,0.7264151556810653,0.11325842931352552
63,1,1,calibration,28,140,27,0.7,True,False,False,False,False,0.7592085003852844,1.0710656642913818,-0.3118571639060974,8.757835156136155,2.0692959224656096,6.688539233670545,7,True,0.0686669306170706,0.0680675226694325,False,False,interaction,8.757835058152727,2.069295618929991,6.688539439222736,0.7389908089858602,1.0594614792633472,-0.320470670277487,1.4385046468225229,1.0293014520845423
64,1,1,calibration,29,145,28,0.725,True,False,False,False,False,0.1093488931655883,0.2235283404588699,-0.1141794472932815,8.163591916079536,1.9285378265007005,6.235054089578836,7,True,0.056282901032234,0.0558915786967259,False,False,interaction,8.163590712052837,1.928537596899553,6.235053115153284,0.11371368173136154,0.23737647430229444,-0.1236627925709329,1.3887179688113613,0.4872129660654511
65,1,1,calibration,30,150,29,0.75,True,False,False,False,False,0.017930457368493,0.1173746585845947,-0.0994442030787468,7.493188037564369,0.5405119176836224,6.952676119880747,7,True,0.0519858464608366,0.051678173284316,False,False,interaction,7.493187958485408,0.5405120069538256,6.952675951531583,0.019776098814455738,0.12883169438856493,-0.10905559557410918,0.7351952169008077,0.35893132266293637
66,1,1,calibration,31,155,30,0.775,True,False,False,False,False,0.0051953955553472,0.0366224087774753,-0.031427014619112,6.94538010697075,0.4256462501853317,6.519733856785418,7,True,0.0243075499756298,0.0247052469996409,False,False,interaction,6.9453800700844495,0.425646254218131,6.519733815866318,0.005474253020592848,0.03963353988725765,-0.034159286866664806,0.6524157065998113,0.19908174172248355
67,1,1,calibration,32,160,31,0.8,False,True,True,False,True,0.0250286553055048,0.0214003529399633,0.0036283023655414,6.8588816548472735,0.2705700022199515,6.588311652627322,8,False,0.004911843025765,0.0045748178672727,True,False,transport_free,6.858881593383291,0.2705700436640856,6.588311549719205,0.02600558726533367,0.02217008857801388,0.0038354986873197876,0.5201634778260442,0.14889623426404672
68,1,1,calibration,33,165,32,0.825,False,True,True,False,False,0.1057405397295951,0.1769559234380722,-0.071215383708477,7.75411032340167,0.9380765352953004,6.8160337881063695,8,False,8.902230686500611e-08,0.0499740278232983,True,False,transport_free,7.7541112060605615,0.9380766570273845,6.816034549033177,0.11269151399915234,0.19332976070953323,-0.08063824671038089,0.9685435751825441,0.43969280265832555
69,1,1,calibration,34,170,33,0.85,False,True,True,False,False,0.0764974728226661,0.1611560434103012,-0.084658570587635,8.522842890957746,0.6922185006308391,7.830624390326906,8,False,1.4219189485010117e-13,0.0798063199195084,True,False,transport_free,8.522842760606286,0.6922185371641968,7.830624223442089,0.08467717302039623,0.18324091866235195,-0.09856374564195572,0.8319967170393143,0.42806648860002106
70,1,1,calibration,35,175,34,0.875,False,True,True,False,False,0.0495557785034179,0.168688952922821,-0.119133174419403,6.985437146912379,1.447277122703021,5.5381600242093585,8,False,0.0,0.1733578961152882,True,False,transport_free,6.985436727421399,1.4472773274200488,5.53815940000135,0.054016698170852584,0.1830249781489349,-0.1290082799780823,1.2030283984262586,0.42781418647461295
71,1,1,calibration,36,180,35,0.9,False,True,True,False,False,0.0084762359037995,0.0023576812818646,0.0061185546219348,6.784181311630749,0.1334782907417513,6.650703020888998,9,False,0.0,0.0246055202203785,True,False,transport_free,6.784181347922748,0.13347829227948374,6.650703055643264,0.009073506857785374,0.002546811860301708,0.006526694997483666,0.365346810961152,0.05046594753199139
72,1,1,calibration,37,185,36,0.925,False,True,True,False,False,0.033273596316576,0.1049408838152885,-0.0716672837734222,7.710694933747629,1.229494328806285,6.4812006049413435,9,False,0.0,0.1401076279073879,True,False,transport_free,7.710694745589822,1.2294942117891452,6.481200533800677,0.03455223135333869,0.11038906864232734,-0.07583683728898866,1.1088256002587356,0.33224850434927067
73,1,1,calibration,38,190,37,0.95,False,True,True,False,False,0.0155922966077923,0.0960437357425689,-0.0804514363408088,7.397395273220845,0.7714974691908552,6.625897804029989,9,False,0.0,0.0834554932879501,True,False,transport_free,7.39739538963454,0.7714975397552303,6.62589784987931,0.017473529873265656,0.10998760121283363,-0.09251407133956797,0.8783493267232749,0.3316437866338425
