row_id,episode_ordinal,regime,valid_neighbors,n_neighbors,neighbor_radius,input_spread,successor_spread,residual_spread,local_expansion,model_sensitivity,residual_norm,dataset,scale
380,10,transport_free,True,10,12.48819796093343,12.48819796093343,11.49285227155375,2.2695237831557096,0.920297092303197,0.1817334887111346,1.5115348310713437,cube,raw
381,10,transport_free,True,10,9.986892293596554,9.986892293596554,9.34394334439112,2.6833091877477058,0.9356207186075608,0.26868310069471796,2.1042538789397063,cube,raw
382,10,transport_free,True,10,9.34394334439112,9.34394334439112,10.260209782936132,2.4163659887570113,1.098059930885071,0.2586023801404448,1.4792208255213046,cube,raw
383,10,interaction,True,10,9.91758449208825,9.91758449208825,7.630170957208659,3.3660362984282903,0.7693577970821045,0.339400818930612,2.53748395956378,cube,raw
384,10,interaction,True,10,7.539487863954446,7.539487863954446,11.322575288583245,4.636323126245999,1.5017698141959177,0.6149387345540811,3.88751167931859,cube,raw
385,10,interaction,True,10,9.945363709021752,9.945363709021752,14.980872464751425,7.522695392024343,1.5063172049868627,0.7564022404932531,7.426988142822169,cube,raw
386,10,interaction,True,10,9.895879007589542,9.895879007589542,15.471424644555778,9.179154275480093,1.5634209586323893,0.9275734139878059,8.093017837531365,cube,raw
387,10,interaction,True,10,11.166314117797501,11.166314117797501,13.914668252604688,6.568762955702605,1.2461290364764774,0.588266001332789,3.4054721426044763,cube,raw
388,10,interaction,True,10,9.87082061529042,9.87082061529042,15.407809893734402,9.972299917809856,1.5609451832066419,1.0102807361692137,7.092493574683065,cube,raw
389,10,interaction,True,10,13.129399228593435,13.129399228593435,14.794073453619626,5.641092614982005,1.126789824579394,0.4296535215942505,3.899127280802783,cube,raw
390,10,interaction,True,10,14.159310694060192,14.159310694060192,14.003751468236501,3.5286111096585704,0.98901364415367,0.24920783122153092,1.9135297506728135,cube,raw
391,10,interaction,True,10,13.823763015510057,13.823763015510057,16.422986921767972,4.067491603256723,1.1880257859847296,0.294239101082177,2.8435543109634493,cube,raw
392,10,static,True,10,16.422986921767972,16.422986921767972,15.515422940442608,4.301101476089073,0.9447381900960765,0.2618952019250619,3.401646534250293,cube,raw
393,10,transport_free,True,10,15.51542294044261,15.51542294044261,17.629100421764015,5.526913880641714,1.1362307356644388,0.356220639415199,5.520512382337142,cube,raw
394,10,transport_free,True,10,16.76433119982491,16.76433119982491,18.16650766666296,4.91899754148152,1.083640465588791,0.2934204462348546,4.675688560800522,cube,raw
395,10,transport_free,True,10,17.517214393985917,17.517214393985917,18.685529406950796,2.7221134267442046,1.0666952511220043,0.15539647831671066,2.13011302135017,cube,raw
396,10,transport_free,True,10,17.732238801198633,17.732238801198633,18.00323560466592,2.415668088072766,1.0152827179075081,0.13623029303606468,2.1786146207397667,cube,raw
397,10,transport_free,True,10,17.637155533281543,17.637155533281543,17.701124840412852,2.691087103807207,1.0036269628064796,0.15258056202595086,2.2870770357551207,cube,raw
398,10,transport_free,True,10,17.149684978211603,17.149684978211603,17.52524639963025,2.8129738828946076,1.0218990274104622,0.16402481366091828,2.093582154744725,cube,raw
399,10,transport_free,True,10,16.841577129159027,16.841577129159027,17.49064256218135,4.691703154165359,1.0385394686046683,0.27857861043442766,2.9988926007384147,cube,raw
