benefit_vs_fixed_d1,benefit_vs_matched,primary_mean_depth,seed
0.0010517756454646587,-0.0013366570929065347,2.0,260913
0.0006123783532530069,-0.0007254911470226943,1.880701754385965,260914
-0.0033123563043773174,-0.0032882874365895987,1.9824561403508771,260915
