benefit_vs_fixed_d1,mean_depth,n,regime
0.0014457757351920009,2.0,186,impact
0.0009563116473145783,2.0,1476,contact
0.0011072497582063079,2.0,576,free
0.0010819515446200967,2.0,1182,static
