left_n,right_n,left_mean,right_mean,left_median,right_median,left_trimmed_mean,right_trimmed_mean,p_superiority,cliffs_delta,delta_mean,delta_median,delta_trimmed_mean,paired_delta_trimmed_mean,paired_delta_median,delta_mean_ci_low,delta_mean_ci_high,delta_median_ci_low,delta_median_ci_high,delta_trimmed_mean_ci_low,delta_trimmed_mean_ci_high,p_superiority_ci_low,p_superiority_ci_high,paired_delta_trimmed_mean_ci_low,paired_delta_trimmed_mean_ci_high,paired_delta_median_ci_low,paired_delta_median_ci_high,metric,n_pairs,eligible_episodes,median_abs_radius_gap,p90_abs_radius_gap,match_fraction_interaction,total_valid_interaction,interaction_episodes
1069,1069,5.869047437656452,4.9845089709280455,5.497214332957884,4.672434813652975,5.66535432246014,4.763178317097739,0.6621822060780863,0.3243644121561726,0.8845384667284062,0.8247795193049088,0.9021760053624011,0.8754275744899727,0.8768583608721512,0.705406727436685,1.0627724959322844,0.6700615868644908,1.0493310738523494,0.7406957602936682,1.0732952576184742,0.6369700195943561,0.6903955435152277,0.7086575808612096,1.0518881400824605,0.7362296889575086,1.023917393626708,local_expansion,1069,187,0.00013355054071417793,0.0027545881300209633,1.0,1069,187
1069,1069,3.8964688808920744,2.172909580802066,3.5523087761630747,1.4924394715173925,3.6944244482761825,1.8150741418047258,0.8073586690480337,0.6147173380960673,1.7235593000900082,2.059869304645682,1.8793503064714567,1.7947062828123235,1.898688530433967,1.5597761765967901,1.886775097358933,1.9215318312839091,2.219113596891652,1.7522823632204887,2.0262968005372723,0.789594470129668,0.8246645383700255,1.6580276731077894,1.9432441042924984,1.7077509347602835,2.07287068529661,model_sensitivity,1069,187,0.00013355054071417793,0.0027545881300209633,1.0,1069,187
