left_n,right_n,left_mean,right_mean,left_median,right_median,left_trimmed_mean,right_trimmed_mean,p_superiority,cliffs_delta,delta_mean,delta_median,delta_trimmed_mean,delta_mean_ci_low,delta_mean_ci_high,delta_median_ci_low,delta_median_ci_high,delta_trimmed_mean_ci_low,delta_trimmed_mean_ci_high,p_superiority_ci_low,p_superiority_ci_high,dataset,r_item,scale,contrast,metric,left_episodes,right_episodes
1069,6197,0.7705641102763232,0.49013434972567643,0.6959433961842918,0.4172971742589733,0.7318892220146683,0.45443908677931705,0.7773482838870253,0.5546965677740505,0.2804297605506468,0.2786462219253185,0.2774501352353513,0.23058890523829903,0.3279133469728767,0.2167505772302826,0.3381173660928976,0.22877754154064953,0.32196926785437946,0.748577759384792,0.8028460527835889,fetch,R1,normalized_state_current_action_matched,interaction_vs_free,neighbor_radius,187,200
1069,6197,0.23833850070013682,0.19216876770308575,0.22586472353736775,0.17712269282375245,0.23027688124122797,0.18236266792122924,0.6797214560954915,0.359442912190983,0.04616973299705107,0.0487420307136153,0.04791421331999873,0.03425269063547777,0.05873823465139798,0.03735640209866668,0.059588057747671126,0.03753897723872259,0.05790954688886217,0.6476478659816706,0.7107241648724945,fetch,R1,normalized_state_current_action_matched,interaction_vs_free,action_neighbor_distance,187,200
1069,6197,5.869047437656451,5.117280786934391,5.497214332957884,4.80114981732543,5.66535432246014,4.892862105268892,0.6421674508909453,0.2843349017818906,0.7517666507220602,0.6960645156324539,0.7724922171912478,0.585480729173905,0.9274185614220185,0.5468996281737937,0.9326638963473446,0.6138516115625027,0.943600710264395,0.6126996023664862,0.6739093090802539,fetch,R1,normalized_state_current_action_matched,interaction_vs_free,local_expansion,187,200
1069,6197,3.8964688808920744,1.6698815727272964,3.5523087761630747,0.9116738367680498,3.6944244482761825,1.2688034630801375,0.8730952980809538,0.7461905961619075,2.226587308164778,2.640634939395025,2.425620985196045,2.0572854682237556,2.408937927275575,2.5262559133956612,2.754834909130567,2.278040927830871,2.5758208414063906,0.8568701174445862,0.8875546044889879,fetch,R1,normalized_state_current_action_matched,interaction_vs_free,model_sensitivity,187,200
1069,6197,2.550854506371939,0.8098007332418902,1.8724750503041947,0.3670554306261303,2.1517127365010538,0.550450560596527,0.869713052560361,0.739426105120722,1.7410537731300486,1.5054196196780645,1.6012621759045267,1.4615916177175845,2.048765573871498,1.3627961169962455,1.667114044610565,1.4224336711287133,1.7947465257881776,0.8514447493065738,0.8855880784285723,fetch,R1,normalized_state_current_action_matched,interaction_vs_free,residual_norm,187,200
