scope,benefit,pearson,spearman,rmse,mae,predicted_mean,actual_mean
calibration,b12,0.164057205667419,0.20825692036392732,0.00016315460810251985,9.250924926149505e-05,-1.4493134303308753e-05,-1.0199173561151328e-05
calibration,b14,0.20358028180553156,0.237977767585307,0.000272102941844112,0.0001519252801433384,-6.519970205102374e-05,-6.0805627287679995e-05
test_descriptive,b12,0.1634684306743513,0.24284274309929574,0.0001742212548657071,9.304368061659334e-05,-1.6391584327364472e-05,-1.4406683887527211e-05
test_descriptive,b14,0.1807359972906571,0.2601338096946716,0.00029481382705918156,0.00015523911951514645,-6.950587210108204e-05,-6.986928180805786e-05
