seed,epoch,train_objective,train_smooth_l1,train_ranking,calibration_objective,calibration_smooth_l1,calibration_ranking,best_calibration_objective,improved
260813,19,0.700104066064782,0.5698797578500925,0.5208972192945934,1.1248419284820557,0.9356348514556885,0.7568280696868896,1.0360126495361328,False
260813,20,0.6894612632299725,0.5612293975992609,0.5129274593260055,1.1091595888137817,0.9226974248886108,0.745848536491394,1.0360126495361328,False
260813,21,0.6780641172165262,0.5502313288232139,0.5113311620284442,1.118316650390625,0.9297706484794617,0.7541838884353638,1.0360126495361328,False
260814,0,1.0439028286396113,0.8731293364276265,0.6830939758690378,1.0415046215057373,0.8708524703979492,0.6826083660125732,1.0415046215057373,True
260814,1,1.01501837200987,0.8482250213921817,0.6671734085357877,1.038280725479126,0.8675886988639832,0.6827679872512817,1.038280725479126,True
260814,2,0.9951911077164767,0.8309817349402827,0.6568375041909086,1.0348126888275146,0.8640199303627014,0.6831709146499634,1.0348126888275146,True
260814,3,0.9759248345119313,0.8134742810313863,0.649802225394954,1.0373013019561768,0.865105152130127,0.6887843608856201,1.0348126888275146,False
260814,4,0.9546820966223427,0.7954988557593267,0.6367329682323867,1.037745714187622,0.8648032546043396,0.6917696595191956,1.0348126888275146,False
260814,5,0.9343678831755368,0.7780918166153413,0.6251042729332333,1.0477604866027832,0.8733416199684143,0.6976752281188965,1.0348126888275146,False
260814,6,0.913209244870303,0.7589739945598115,0.6169410088904819,1.0455362796783447,0.8715636134147644,0.6958907842636108,1.0348126888275146,False
260814,7,0.8905651695746228,0.7405806467347874,0.5999380865790193,1.0634040832519531,0.8854659795761108,0.71175217628479,1.0348126888275146,False
260814,8,0.8723485887498784,0.7234923097125271,0.5954251269648846,1.0626648664474487,0.8839691281318665,0.7147829532623291,1.0348126888275146,False
260814,9,0.8490764573104399,0.703477120220213,0.5823973496456194,1.0737801790237427,0.892510175704956,0.7250799536705017,1.0348126888275146,False
260814,10,0.828762039654237,0.6850520746749744,0.5748398717184712,1.0811750888824463,0.8997282385826111,0.7257874011993408,1.0348126888275146,False
260814,11,0.8099500820750282,0.6686553460314758,0.5651789271144341,1.081180214881897,0.8976379036903381,0.7341693639755249,1.0348126888275146,False
260814,12,0.791581888814319,0.6529204959857434,0.5546455642932041,1.0819069147109985,0.9002227187156677,0.7267369031906128,1.0348126888275146,False
260814,13,0.7751882719216789,0.6373795039970475,0.5512350638707478,1.0921554565429688,0.907981276512146,0.7366968989372253,1.0348126888275146,False
260814,14,0.7562426185548156,0.6217166177013465,0.5381039932258147,1.0893949270248413,0.9050678610801697,0.7373082637786865,1.0348126888275146,False
260814,15,0.7450740376809486,0.6103469911673314,0.5389081930755673,1.1084064245224,0.9220132231712341,0.7455728054046631,1.0348126888275146,False
260814,16,0.7245641145192292,0.5933268688675156,0.5249489940796281,1.0971910953521729,0.9119629859924316,0.740912675857544,1.0348126888275146,False
260814,17,0.7124862766504886,0.5814112149384386,0.5243002352260407,1.1175726652145386,0.92850261926651,0.7562800049781799,1.0348126888275146,False
260814,18,0.6983158823242761,0.5685645288692083,0.5190054240382106,1.1206074953079224,0.9302244186401367,0.761532187461853,1.0348126888275146,False
260814,19,0.6898354260246258,0.5612925864401318,0.5141713432202064,1.108892798423767,0.9204003810882568,0.7539698481559753,1.0348126888275146,False
260814,20,0.6780992936072194,0.5498570639985546,0.5129689251271107,1.1082135438919067,0.920379102230072,0.7513378858566284,1.0348126888275146,False
260814,21,0.6637364489094058,0.5382480212022787,0.501953705420769,1.1309384107589722,0.9401599764823914,0.7631135582923889,1.0348126888275146,False
260814,22,0.6579272824122493,0.5339491000151575,0.49591273451807505,1.1266014575958252,0.9345146417617798,0.7683473825454712,1.0348126888275146,False
260815,0,1.04437375764799,0.8738282397874914,0.6821820411765784,1.0397381782531738,0.8690675497055054,0.6826823949813843,1.0397381782531738,True
260815,1,1.0147706531641776,0.8478388176526044,0.6677273229250036,1.035536289215088,0.865263044834137,0.6810930967330933,1.035536289215088,True
260815,2,0.9953073345927667,0.8304373810763347,0.6594798395508215,1.036423683166504,0.8657326698303223,0.6827639937400818,1.035536289215088,False
260815,3,0.9745944241832073,0.8128058166133432,0.6471544216748766,1.0351321697235107,0.8635386228561401,0.686374306678772,1.0351321697235107,True
260815,4,0.951897853119929,0.7936250479597794,0.6330912136493769,1.0385535955429077,0.8666872382164001,0.6874653100967407,1.0351321697235107,False
260815,5,0.9352472829340693,0.7796920317456238,0.6222210289541641,1.0453011989593506,0.8722909092903137,0.6920411586761475,1.0351321697235107,False
260815,6,0.9153745149311266,0.7610855306300305,0.6171559206525186,1.0407732725143433,0.8673194050788879,0.6938153505325317,1.0351321697235107,False
260815,7,0.894929203532991,0.7430259744326274,0.6076129329533206,1.0471757650375366,0.8727177977561951,0.6978318691253662,1.0351321697235107,False
260815,8,0.8724987192560258,0.7240603610387721,0.5937534335263092,1.0460261106491089,0.8718822598457336,0.6965754628181458,1.0351321697235107,False
260815,9,0.8560863673238825,0.7100450012618139,0.5841654534029184,1.054508924484253,0.8775102496147156,0.7079949378967285,1.0351321697235107,False
260815,10,0.8358122611105592,0.6913817167879645,0.5777221744221852,1.060949683189392,0.8831248879432678,0.7112993001937866,1.0351321697235107,False
260815,11,0.8142419432637685,0.6719304699348029,0.5692458888343104,1.0655372142791748,0.8868342041969299,0.7148122787475586,1.0351321697235107,False
260815,12,0.7977665980059402,0.6575564514724235,0.5608405800989098,1.0664129257202148,0.8880526423454285,0.7134410738945007,1.0351321697235107,False
260815,13,0.7782350831163258,0.6406700986071039,0.5502599530351491,1.082468032836914,0.9012251496315002,0.7249712944030762,1.0351321697235107,False
260815,14,0.7623728606933938,0.6265884384176785,0.5431376809763132,1.0766512155532837,0.8964719772338867,0.7207170724868774,1.0351321697235107,False
260815,15,0.7475566585559893,0.613251212963783,0.5372217879259497,1.0928071737289429,0.9088976979255676,0.7356377243995667,1.0351321697235107,False
260815,16,0.7335535284271814,0.6010576626710724,0.5299834528214352,1.1016135215759277,0.9167472124099731,0.739465057849884,1.0351321697235107,False
260815,17,0.7190656660493454,0.5866874653295168,0.5295128114838946,1.0991849899291992,0.9137802124023438,0.7416189908981323,1.0351321697235107,False
260815,18,0.7042875407034891,0.5741252159415032,0.5206492992272055,1.100184679031372,0.9148532152175903,0.7413257956504822,1.0351321697235107,False
260815,19,0.6931466391212062,0.5640467550222736,0.5163995331988896,1.1081095933914185,0.9211403131484985,0.7478771209716797,1.0351321697235107,False
260815,20,0.6832745427475836,0.554964134029876,0.5132416310465724,1.1065497398376465,0.9187502264976501,0.7511981725692749,1.0351321697235107,False
260815,21,0.6721318041770381,0.5452948636578437,0.5073477622560392,1.1256179809570312,0.9363511204719543,0.7570676207542419,1.0351321697235107,False
260815,22,0.6583878087519405,0.5335752991207859,0.4992500396599447,1.1222574710845947,0.933232843875885,0.7560982704162598,1.0351321697235107,False
260815,23,0.651974172012549,0.5262205951644066,0.5030143011781506,1.1360371112823486,0.9436959028244019,0.7693649530410767,1.0351321697235107,False
