n,mean,median,trimmed_mean,mean_ci_low,mean_ci_high,median_ci_low,median_ci_high,trimmed_mean_ci_low,trimmed_mean_ci_high,dataset,r_item,scale,regime,metric,n_anchors,n_usable,n_below_5_neighbors,n_episodes
358,17.53421164871593,13.638738412138608,16.256054551697957,13.276820850262835,22.011683530029774,10.846110252542621,21.116810634557574,11.980772762771608,21.35405561317084,cube,struggle_probes,r1_action_matched_crossfit_knn,transport_free,neighbor_radius,358,358,0,20
358,63.16458436677541,49.521696190360316,54.52825345611498,55.43975484544455,71.42136286369147,47.185248030734996,54.20414844353674,49.327550570500456,61.598316563032505,cube,struggle_probes,r1_action_matched_crossfit_knn,transport_free,actual_residual_norm,358,358,0,20
358,45.0681678363474,37.64807159936581,42.16377146279027,39.29230356313033,51.32150720768797,33.74085786559551,46.45589448306531,36.48332649135031,49.15494115608721,cube,struggle_probes,r1_action_matched_crossfit_knn,transport_free,predicted_residual_norm,358,358,0,20
358,22.349426408645876,12.241816808593907,16.610295436590654,17.129937720534652,29.431879875287937,10.342291432835214,16.341302254893787,12.99169993933657,22.034734704379726,cube,struggle_probes,r1_action_matched_crossfit_knn,transport_free,residual_prediction_mse,358,358,0,20
358,23.267829102604495,9.252212231345041,12.907742841433892,15.710822310009346,31.79074364520184,7.890853534929705,11.667887667077297,9.718638064362018,18.45970400134202,cube,struggle_probes,r1_action_matched_crossfit_knn,transport_free,residual_baseline_mse,358,358,0,20
358,-0.48808310698588236,-0.23796721352410055,-0.3430321677814622,-0.6817149929438271,-0.31419467571708504,-0.432030112330414,-0.08973966437521375,-0.5157805160160984,-0.17887310344220514,cube,struggle_probes,r1_action_matched_crossfit_knn,transport_free,residual_predictability,358,358,0,20
358,391.8666583809721,194.5685351322345,304.09544525181497,234.4222068666095,568.28818804965,109.06782371882524,378.09461698813396,161.1478002386838,485.48137820376667,cube,struggle_probes,r1_action_matched_crossfit_knn,transport_free,conditional_mean_floor,358,358,0,20
358,1126.2196501435214,618.0256452544546,884.4364031780765,681.1330292364323,1591.2229751797036,159.10163047632872,1196.3110693423407,483.78264750113016,1448.176897439599,cube,struggle_probes,r1_action_matched_crossfit_knn,transport_free,successor_baseline_mse,358,358,0,20
358,0.54942995321176,0.5445012770785211,0.5529555921449701,0.4512690327093886,0.6434909721791492,0.42714666305644305,0.7207603105801,0.4399557985528401,0.6612816370097537,cube,struggle_probes,r1_action_matched_crossfit_knn,transport_free,conditional_mean_gain,358,358,0,20
371,15.090322599720912,12.116702001771692,13.900262974837812,12.302120509355692,18.091592306010646,7.870155156193253,18.34544801453205,10.95111212901018,17.3462785375703,cube,struggle_probes,r1_action_matched_crossfit_knn,interaction,neighbor_radius,371,371,0,20
371,99.35644704939817,61.827218125153266,81.24385619124308,83.38501733899045,117.68256614066664,53.04506224772027,80.80579809494799,67.3964827562948,97.75166815749793,cube,struggle_probes,r1_action_matched_crossfit_knn,interaction,actual_residual_norm,371,371,0,20
371,48.05341062198475,37.412057463127,44.20354224841493,41.48771013363218,54.324498297066,34.08950263414336,46.734688463035376,38.15116576876294,50.191932824871756,cube,struggle_probes,r1_action_matched_crossfit_knn,interaction,predicted_residual_norm,371,371,0,20
371,86.84647096526834,23.703409004441017,45.98263523744818,60.570410238774684,114.1800162367921,16.7473237015903,36.68069413449554,30.392299801915605,62.83946626832281,cube,struggle_probes,r1_action_matched_crossfit_knn,interaction,residual_prediction_mse,371,371,0,20
371,88.00561389126464,17.526328819345668,41.30321059106315,59.2946738569405,118.20451709213992,12.332991195318584,31.378011678616513,24.56766003501154,60.08671410445796,cube,struggle_probes,r1_action_matched_crossfit_knn,interaction,residual_baseline_mse,371,371,0,20
371,-0.44242853962733436,-0.11416391241591461,-0.20585763640456314,-0.7063443315436836,-0.23648319738028625,-0.22069104622820487,-0.06775980713655026,-0.37896837637198033,-0.11918100681791334,cube,struggle_probes,r1_action_matched_crossfit_knn,interaction,residual_predictability,371,371,0,20
371,357.18502215902873,151.78053199393446,265.0720088482195,241.93508568151967,480.44800819737526,63.04400122354636,325.63231062690693,157.84232982465716,396.77799559608127,cube,struggle_probes,r1_action_matched_crossfit_knn,interaction,conditional_mean_floor,371,371,0,20
371,778.9190412263654,246.58401288931702,536.8568250829408,497.19299751983584,1099.5161320353725,133.3479182984325,525.0359464436409,324.18136013549247,883.1532136908278,cube,struggle_probes,r1_action_matched_crossfit_knn,interaction,successor_baseline_mse,371,371,0,20
371,0.437247331555232,0.5426218166716879,0.519712721918554,0.35014286766139324,0.5149182338006847,0.4415291806412377,0.6213008863182161,0.4517822153733048,0.5859525901810798,cube,struggle_probes,r1_action_matched_crossfit_knn,interaction,conditional_mean_gain,371,371,0,20
31,18.334544703024218,12.19302480139008,16.94445567706991,12.324914502963678,24.045119420199597,9.51078455093087,24.528145883936723,10.720107450287454,23.855198147255397,cube,struggle_probes,r1_action_matched_crossfit_knn,static,neighbor_radius,31,31,0,19
31,61.6183416923745,49.46332068494196,56.19969239941557,50.47629233241984,74.60324436721064,40.32967626203092,64.9450375314726,45.840857242689445,71.03066995363886,cube,struggle_probes,r1_action_matched_crossfit_knn,static,actual_residual_norm,31,31,0,19
31,46.75596658351818,33.12793941125148,44.20041515542748,38.41394600812773,56.56261659490746,31.637387016956126,55.713055406059425,35.42228002104689,55.83546272270356,cube,struggle_probes,r1_action_matched_crossfit_knn,static,predicted_residual_norm,31,31,0,19
31,22.399550436283608,15.10304338105891,18.651516923720905,13.899295503857108,32.50790665849522,7.936021576893698,23.699645795514126,12.021612183862898,27.987417633158177,cube,struggle_probes,r1_action_matched_crossfit_knn,static,residual_prediction_mse,31,31,0,19
31,19.523751223767633,10.305045850450787,13.76091415510992,11.885323071897817,30.71072797302079,4.4811438046194905,18.333308393792972,8.379532709897687,26.927855776705254,cube,struggle_probes,r1_action_matched_crossfit_knn,static,residual_baseline_mse,31,31,0,19
31,-0.6282358197582699,-0.14147367476327433,-0.4208655459126056,-0.9728807674194458,-0.3042275208972164,-0.5673763404155088,-0.07879962534582652,-0.7627191998273993,-0.17501525326023532,cube,struggle_probes,r1_action_matched_crossfit_knn,static,residual_predictability,31,31,0,19
31,438.5551736081749,132.46692197003662,353.27575456019144,212.5804408542781,673.9755124883781,68.8606489649023,544.1676432117627,136.77991027943523,625.6778042757651,cube,struggle_probes,r1_action_matched_crossfit_knn,static,conditional_mean_floor,31,31,0,19
31,1292.650593120223,586.5318256597376,1098.3716029312764,714.2188008613655,1951.8243286692816,137.8593726183329,2293.8237047398575,485.53649767971956,1904.0777105494653,cube,struggle_probes,r1_action_matched_crossfit_knn,static,successor_baseline_mse,31,31,0,19
31,0.5579421497520197,0.5198475092325126,0.5619626855950579,0.4327981051360745,0.6857797140154642,0.38225969146264216,0.7783915588431689,0.42495752155839916,0.6957404856555892,cube,struggle_probes,r1_action_matched_crossfit_knn,static,conditional_mean_gain,31,31,0,19
