row_id,episode_key,regime,valid_neighbors,n_neighbors,neighbor_radius,input_spread,successor_spread,residual_spread,local_expansion,model_sensitivity,residual_norm,action_neighbor_distance,episode_ordinal,dataset,scale,k,kinematic_divergence
458,12,transport_free,True,10,25.04689446815331,25.04689446815331,8.24359630332969,0.0,0.32912648367689973,0.0,0.0,0.8821489006638211,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,8.24359630332969
459,12,interaction,True,10,25.870359407778853,25.870359407778853,13.188855575319213,0.0,0.5098056570235939,0.0,0.0,0.8367232924422066,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,13.188855575319213
460,12,interaction,True,10,27.749340891261753,27.749340891261753,8.528920598153327,0.0,0.3073557902356909,0.0,0.0,1.0297140730880459,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,8.528920598153327
461,12,interaction,True,10,28.476286856816753,28.476286856816753,10.829514571983864,0.0,0.38029939178644906,0.0,0.0,1.0722731481350214,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,10.829514571983864
462,12,interaction,True,10,16.507065462488256,16.507065462488256,12.718830147451591,0.0,0.7705082515335447,0.0,0.0,1.3268865747705028,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,12.718830147451591
463,12,interaction,True,10,6.358471513339409,6.358471513339409,12.585032384396518,0.0,1.979254347211344,0.0,0.0,1.6409254300309106,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,12.585032384396518
464,12,interaction,True,10,6.516608894701624,6.516608894701624,18.4398575828202,0.0,2.8296707506588064,0.0,0.0,1.8430318666199161,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,18.4398575828202
465,12,interaction,True,10,2.7992714381728416,2.7992714381728416,18.896496765073607,0.0,6.750505330561244,0.0,0.0,1.0357685764363922,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,18.896496765073607
466,12,interaction,True,10,4.113187627182597,4.113187627182597,14.599642534198418,0.0,3.5494715674321693,0.0,0.0,0.8877355170780183,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,14.599642534198418
467,12,interaction,True,10,5.508288538243907,5.508288538243907,13.387684489336976,0.0,2.43046172987973,0.0,0.0,1.0979867438801039,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,13.387684489336976
468,12,static,True,10,5.654027960140383,5.654027960140383,13.54585976248842,0.0,2.3957893130319947,0.0,0.0,1.4586015369759777,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,13.54585976248842
469,12,transport_free,True,10,5.229742735162923,5.229742735162923,13.047389697387331,0.0,2.4948435053337024,0.0,0.0,1.3082782204649286,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,13.047389697387331
470,12,transport_free,True,10,4.702578674155891,4.702578674155891,11.863790117811236,0.0,2.522826504320159,0.0,0.0,1.476015704773151,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,11.863790117811236
471,12,transport_free,True,10,6.038229044446604,6.038229044446604,10.488332088889146,0.0,1.7369881155030595,0.0,0.0,1.6903156312848642,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,10.488332088889146
472,12,transport_free,True,10,7.629821759628301,7.629821759628301,10.300877138604207,0.0,1.3500809669118705,0.0,0.0,1.260605484848026,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,10.300877138604207
473,12,transport_free,True,10,5.801236401313702,5.801236401313702,14.497825083891485,0.0,2.4990922763651593,0.0,0.0,1.353199982883102,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,14.497825083891485
474,12,transport_free,True,10,4.6876513795448735,4.6876513795448735,11.541914665086296,0.0,2.4621956136607808,0.0,0.0,1.2255225958309892,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,11.541914665086296
475,12,transport_free,True,10,4.889443459155643,4.889443459155643,12.717470199089394,0.0,2.6010056779111568,0.0,0.0,1.2663977937265993,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,12.717470199089394
476,12,transport_free,True,10,5.484757201859685,5.484757201859685,11.504761535273992,0.0,2.0975881177334776,0.0,0.0,0.9666712496113661,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,11.504761535273992
477,12,interaction,True,10,5.279776386501071,5.279776386501071,20.68271085800754,0.0,3.9173459904263206,0.0,0.0,1.0100822140206498,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,20.68271085800754
478,12,interaction,True,10,4.750690942461551,4.750690942461551,10.058179937926546,0.0,2.117203594118657,0.0,0.0,1.139636131258054,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,10.058179937926546
479,12,interaction,True,10,3.7726915178240814,3.7726915178240814,10.18876946334155,0.0,2.700663283813349,0.0,0.0,1.1567450795652983,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,10.18876946334155
480,12,interaction,True,10,3.84700913083939,3.84700913083939,11.56723345088708,0.0,3.006812060350684,0.0,0.0,1.2378422938270288,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,11.56723345088708
481,12,interaction,True,10,3.5337443922392033,3.5337443922392033,9.86889380856837,0.0,2.792758251061508,0.0,0.0,0.7160247465793202,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,9.86889380856837
482,12,interaction,True,10,3.947301280177992,3.947301280177992,9.847201938961877,0.0,2.494666923047193,0.0,0.0,0.6319097834540913,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,9.847201938961877
483,12,interaction,True,10,3.745920321713207,3.745920321713207,12.638998375817515,0.0,3.374070265871815,0.0,0.0,0.8664173517253941,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,12.638998375817515
484,12,interaction,True,10,4.532022377727952,4.532022377727952,11.926160682556073,0.0,2.6315317287852937,0.0,0.0,0.9246923454310609,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,11.926160682556073
485,12,interaction,True,10,5.771739479481711,5.771739479481711,11.73652841944959,0.0,2.033447362129294,0.0,0.0,1.2031973025383262,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,11.73652841944959
486,12,transport_free,True,10,5.192088084194221,5.192088084194221,14.579406220849977,0.0,2.8080044067882195,0.0,0.0,1.5268362202477408,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,14.579406220849977
487,12,transport_free,True,10,4.462457602523568,4.462457602523568,11.496979253144126,0.0,2.5763783720079405,0.0,0.0,1.4838974043070414,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,11.496979253144126
488,12,transport_free,True,10,3.7566741198848455,3.7566741198848455,12.553065810269008,0.0,3.341537064347173,0.0,0.0,1.759291730137408,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,12.553065810269008
489,12,transport_free,True,10,4.112426437552659,4.112426437552659,11.327195750143591,0.0,2.7543825821926444,0.0,0.0,1.6913576469317269,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,11.327195750143591
490,12,transport_free,True,10,3.9995660088991745,3.9995660088991745,12.349767695153872,0.0,3.0877769407168696,0.0,0.0,1.6127139390447043,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,12.349767695153872
491,12,transport_free,True,10,3.4763498284935848,3.4763498284935848,12.762713545441041,0.0,3.6712972442625373,0.0,0.0,1.3393635581634267,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,12.762713545441041
492,12,transport_free,True,10,3.673571126727694,3.673571126727694,12.22168029482765,0.0,3.326920828048415,0.0,0.0,1.2771671688441715,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,12.22168029482765
493,12,transport_free,True,10,4.06546694429782,4.06546694429782,11.187003737206538,0.0,2.7517143517541838,0.0,0.0,1.1743129624396969,12,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,11.187003737206538
494,13,transport_free,True,10,15.57887722983123,15.57887722983123,7.526235560216292,0.0,0.48310513326369064,0.0,0.0,1.2635278605117501,13,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,7.526235560216292
495,13,transport_free,True,10,16.354084214067377,16.354084214067377,6.549851233236317,0.0,0.4005024767820565,0.0,0.0,0.7691693521795842,13,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,6.549851233236317
496,13,transport_free,True,10,16.699789977939325,16.699789977939325,6.643781809517643,0.0,0.3978362493357209,0.0,0.0,0.7289824669618715,13,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,6.643781809517643
497,13,interaction,True,10,16.92056463718689,16.92056463718689,14.40642305381835,0.0,0.8514150303327865,0.0,0.0,0.8207798664851285,13,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,14.40642305381835
498,13,interaction,True,10,13.444377742791215,13.444377742791215,9.917821502365706,0.0,0.73769286255614,0.0,0.0,1.0082905851211073,13,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,9.917821502365706
499,13,interaction,True,10,13.991573228260723,13.991573228260723,10.346850520562331,0.0,0.739505869122949,0.0,0.0,1.1328733214796864,13,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,10.346850520562331
500,13,interaction,True,10,4.883317122982689,4.883317122982689,11.6929401975535,0.0,2.394466692020106,0.0,0.0,1.5950799181200965,13,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,11.6929401975535
501,13,interaction,True,10,3.0830583803838985,3.0830583803838985,18.051385147728183,0.0,5.8550254067782035,0.0,0.0,1.0674779944693644,13,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,18.051385147728183
502,13,interaction,True,10,2.957351809308489,2.957351809308489,14.690109661797605,0.0,4.967318942426589,0.0,0.0,1.1481500472677757,13,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,14.690109661797605
503,13,interaction,True,10,4.948706012420093,4.948706012420093,13.842608451779569,0.0,2.797217781181154,0.0,0.0,1.133000534281339,13,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,13.842608451779569
504,13,interaction,True,10,7.042791006596832,7.042791006596832,14.233915558747594,0.0,2.021061755973589,0.0,0.0,1.0612348919048007,13,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,14.233915558747594
505,13,interaction,True,10,10.134744805687932,10.134744805687932,11.780725530467775,0.0,1.1624096863155418,0.0,0.0,0.9133100692461755,13,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,11.780725530467775
506,13,static,True,10,11.187093617900384,11.187093617900384,10.578412319963508,0.0,0.9455907567482112,0.0,0.0,1.2797975830994264,13,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,10.578412319963508
507,13,transport_free,True,10,11.614036204655042,11.614036204655042,14.346086781017807,0.0,1.2352369605381226,0.0,0.0,1.4218996319614483,13,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,14.346086781017807
508,13,transport_free,True,10,12.690105617224287,12.690105617224287,9.482655708367998,0.0,0.747247973688823,0.0,0.0,2.0402928660520048,13,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,9.482655708367998
509,13,transport_free,True,10,12.73584769083143,12.73584769083143,12.484726312477385,0.0,0.9802823192888189,0.0,0.0,1.5909576210042569,13,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,12.484726312477385
510,13,transport_free,True,10,12.61537330245837,12.61537330245837,9.484033109099226,0.0,0.7517837864735294,0.0,0.0,1.2216483929830602,13,cube,r3v2_latent_action_neighbors_kinematic_divergence,10,9.484033109099226
