regime,directional_consistency,top1_variance,top3_variance,top5_variance,top10_variance,effective_rank,n,directional_consistency_ci_low,directional_consistency_ci_high,top1_variance_ci_low,top1_variance_ci_high,top3_variance_ci_low,top3_variance_ci_high,top5_variance_ci_low,top5_variance_ci_high,top10_variance_ci_low,top10_variance_ci_high,effective_rank_ci_low,effective_rank_ci_high
interaction,0.083273659983563,0.09174735811749526,0.23016898329254495,0.3392603205597332,0.5221114178003602,42.267862146488376,371,0.08406699351664704,0.10436756631299135,0.09065624578162992,0.16325306204680226,0.23536331569929383,0.3448897645303431,0.34466104751909826,0.4713011617967816,0.5371657458908138,0.6629023962889461,27.014942050619847,38.9499356238645
transport_free,0.22932557630338374,0.1383065240366457,0.30913025959016804,0.42269599142944314,0.6278878439545564,31.283195449661665,358,0.2172397550197233,0.3109469432594306,0.13503374806451454,0.19485559104515224,0.32529069365194485,0.4343083412994686,0.4588456638441762,0.5827696182837567,0.6702787561708574,0.7742810912127972,19.90277990342811,27.583744815827192
static,0.3431279958648632,0.17204150281942132,0.38755406910947776,0.5670550934065545,0.8156716749403882,15.280101412484218,31,0.3436877293288588,0.4752753087022033,0.17211637346490635,0.3712326243056093,0.4400421928977828,0.6826065028296752,0.6175047494817687,0.8483438775442271,0.8682233032855061,0.9810021954400591,6.801863871270518,12.936072168633242
