contrast,metric,n_deciles,weight_sum,delta_mean,delta_median,delta_trimmed_mean,p_superiority,delta_mean_ci_low,delta_mean_ci_high,delta_median_ci_low,delta_median_ci_high,delta_trimmed_mean_ci_low,delta_trimmed_mean_ci_high,p_superiority_ci_low,p_superiority_ci_high
interaction_vs_transport_free_phase_decile_adjusted,excess,5,76.0,0.01478987981871479,0.016586531688900383,0.014511165790502524,0.6236544555549582,0.004289297211569358,0.025669646829380284,0.0012913052664227406,0.0300224460873579,0.004186938111049725,0.024789811721387646,0.585221220924346,0.6610281080553257
