row_id,episode_ordinal,episode_id,split,model_step,raw_step,transition_block,normalized_position,interaction_contact,support_contact,free,regime,sensor_grasp_onset,sensor_release,mse_model,mse_persistence,excess,mse_model_whitened,mse_persistence_whitened,excess_whitened,phase_decile
38,1,1,calibration,3,15,2,0.075,False,True,False,support,False,False,0.014027520082890987,0.06160607933998108,-0.04757855832576752,9.358761810917974,8.364885701374297,0.9938761095436774,0
39,1,1,calibration,4,20,3,0.1,False,True,False,support,False,False,0.01935984008014202,0.07382205128669739,-0.05446220934391022,8.72647046897537,1.7989035704895473,6.927566898485822,1
40,1,1,calibration,5,25,4,0.125,False,True,False,support,False,False,0.00362359918653965,0.06458055227994919,-0.06095695495605469,10.099462597045086,1.5479154184551043,8.551547178589981,1
41,1,1,calibration,6,30,5,0.15,True,True,False,interaction,True,False,0.011150114238262177,0.039030805230140686,-0.02788069099187851,11.120033296993427,1.808216584749471,9.311816712243957,1
42,1,1,calibration,7,35,6,0.175,True,False,False,interaction,False,False,0.043907731771469116,0.12426286935806274,-0.08035513758659363,15.00783160923612,2.443215276428487,12.564616332807633,1
43,1,1,calibration,8,40,7,0.2,True,False,False,interaction,False,False,0.06061384081840515,0.29257676005363464,-0.2319629192352295,10.945237045178727,3.0769698743836607,7.868267170795066,2
44,1,1,calibration,9,45,8,0.225,True,False,False,interaction,False,False,0.6556033492088318,1.3999418020248413,-0.7443384528160095,24.440457074266533,3.7990638236217564,20.641393250644775,2
45,1,1,calibration,10,50,9,0.25,True,False,False,interaction,False,False,0.47560396790504456,0.9425014853477478,-0.46689751744270325,8.351119621036842,3.7356695526501187,4.615450068386723,2
46,1,1,calibration,11,55,10,0.275,True,False,False,interaction,False,False,0.55387282371521,1.2052093744277954,-0.6513365507125854,17.52661939984678,2.9538505517407394,14.57276884810604,2
47,1,1,calibration,12,60,11,0.3,True,False,False,interaction,False,False,0.06412958353757858,0.2360237091779709,-0.1718941330909729,9.88336665305711,2.072740979481868,7.810625673575242,3
48,1,1,calibration,13,65,12,0.325,True,False,False,interaction,False,False,0.0098068006336689,0.06590622663497925,-0.05609942600131035,6.738539364051209,0.4063643721536034,6.332174991897606,3
49,1,1,calibration,14,70,13,0.35,True,True,False,interaction,False,False,0.014580038376152515,0.05246013402938843,-0.03788009658455849,6.702354402280556,0.74248924259154,5.959865159689016,3
50,1,1,calibration,15,75,14,0.375,False,True,False,support,False,True,0.06264279037714005,0.059569358825683594,0.0030734315514564514,6.940811118006778,0.4972987364795203,6.443512381527258,3
51,1,1,calibration,16,80,15,0.4,False,True,False,support,False,False,0.12493941932916641,0.23794035613536835,-0.11300093680620193,7.785147699609415,0.6869684729167537,7.098179226692661,4
52,1,1,calibration,17,85,16,0.425,False,True,False,support,False,False,0.14225085079669952,0.3181076645851135,-0.175856813788414,7.980728534944667,1.2947689965826605,6.685959538362007,4
53,1,1,calibration,18,90,17,0.45,False,True,False,support,False,False,0.017448166385293007,0.014187323860824108,0.0032608425244688988,6.908682529997123,0.8688478380897294,6.0398346919073935,4
54,1,1,calibration,19,95,18,0.475,False,True,False,support,False,False,0.09318739175796509,0.14230145514011383,-0.04911406338214874,8.991942309256729,1.9823878079602213,7.009554501296507,4
55,1,1,calibration,20,100,19,0.5,False,True,False,support,False,False,0.06758615374565125,0.11210113763809204,-0.044514983892440796,7.819774024245656,1.2692548492861546,6.5505191749595015,5
56,1,1,calibration,21,105,20,0.525,False,True,False,support,False,False,0.021637165918946266,0.13363631069660187,-0.11199914664030075,7.985000613691686,1.0451054595522427,6.939895154139443,5
57,1,1,calibration,22,110,21,0.55,False,True,False,support,False,False,0.005534979049116373,0.19724245369434357,-0.19170747697353363,7.306211472680371,0.6099778953622251,6.696233577318146,5
58,1,1,calibration,23,115,22,0.575,True,True,False,interaction,True,False,0.0018125943606719375,0.031354133039712906,-0.029541539028286934,6.430083725881303,0.39097213446463236,6.039111591416671,5
59,1,1,calibration,24,120,23,0.6,True,True,False,interaction,False,False,0.014075103215873241,0.0602569542825222,-0.046181850135326385,7.736005075293998,0.7332219651259777,7.0027831101680205,6
60,1,1,calibration,25,125,24,0.625,True,False,False,interaction,False,False,0.08619636297225952,0.33959588408470154,-0.253399521112442,9.215558000650319,1.1298187294165418,8.085739271233777,6
61,1,1,calibration,26,130,25,0.65,True,False,False,interaction,False,False,0.9307641386985779,1.4066747426986694,-0.47591060400009155,9.144028133899832,1.8411224663889045,7.302905667510927,6
62,1,1,calibration,27,135,26,0.675,True,False,False,interaction,False,False,0.002121127210557461,0.011665225960314274,-0.009544098749756813,3.570345282342887,0.527678994857431,3.042666287485456,6
63,1,1,calibration,28,140,27,0.7,True,False,False,interaction,False,False,0.7592085003852844,1.0710656642913818,-0.3118571639060974,8.757835156136155,2.0692959224656096,6.688539233670545,7
64,1,1,calibration,29,145,28,0.725,True,False,False,interaction,False,False,0.10934889316558838,0.22352834045886993,-0.11417944729328156,8.163591916079536,1.9285378265007003,6.235054089578836,7
65,1,1,calibration,30,150,29,0.75,True,False,False,interaction,False,False,0.01793045736849308,0.11737465858459473,-0.0994442030787468,7.493188037564369,0.5405119176836224,6.952676119880747,7
66,1,1,calibration,31,155,30,0.775,True,False,False,interaction,False,False,0.005195395555347204,0.03662240877747536,-0.031427014619112015,6.94538010697075,0.4256462501853317,6.519733856785418,7
67,1,1,calibration,32,160,31,0.8,False,True,False,support,False,True,0.0250286553055048,0.02140035293996334,0.003628302365541458,6.8588816548472735,0.2705700022199515,6.588311652627322,8
68,1,1,calibration,33,165,32,0.825,False,True,False,support,False,False,0.10574053972959518,0.1769559234380722,-0.07121538370847702,7.75411032340167,0.9380765352953003,6.8160337881063695,8
69,1,1,calibration,34,170,33,0.85,False,True,False,support,False,False,0.07649747282266617,0.1611560434103012,-0.08465857058763504,8.522842890957746,0.6922185006308391,7.830624390326906,8
70,1,1,calibration,35,175,34,0.875,False,True,False,support,False,False,0.04955577850341797,0.16868895292282104,-0.11913317441940308,6.985437146912379,1.447277122703021,5.5381600242093585,8
71,1,1,calibration,36,180,35,0.9,False,True,False,support,False,False,0.008476235903799534,0.002357681281864643,0.006118554621934891,6.784181311630749,0.1334782907417513,6.650703020888998,9
72,1,1,calibration,37,185,36,0.925,False,True,False,support,False,False,0.033273596316576004,0.10494088381528854,-0.07166728377342224,7.710694933747629,1.229494328806285,6.4812006049413435,9
73,1,1,calibration,38,190,37,0.95,False,True,False,support,False,False,0.015592296607792377,0.09604373574256897,-0.08045143634080887,7.397395273220845,0.7714974691908552,6.625897804029989,9
74,1,1,calibration,39,195,38,0.975,False,True,False,support,False,False,0.01942095346748829,0.18197286128997803,-0.1625519096851349,8.351157650292352,0.8362284773852834,7.514929172907069,9
75,1,1,calibration,40,200,39,1.0,False,True,False,support,False,False,0.010135873220860958,0.12208820134401321,-0.11195232719182968,8.22336305708324,0.9130444095857045,7.310318647497536,9
76,2,2,calibration,3,15,2,0.075,False,True,False,support,False,False,0.01160535216331482,0.10270273685455322,-0.0910973846912384,5.9584024454924664,9.435177761364814,-3.476775315872348,0
77,2,2,calibration,4,20,3,0.1,False,True,False,support,False,False,0.005805323366075754,0.18572662770748138,-0.17992129921913147,5.9257601692696475,3.587314441701693,2.3384457275679544,1
78,2,2,calibration,5,25,4,0.125,False,True,False,support,False,False,0.03377874940633774,0.10115506500005722,-0.06737631559371948,8.25686686247999,3.7233208748618054,4.533545987618185,1
79,2,2,calibration,6,30,5,0.15,True,True,False,interaction,True,False,0.06645994633436203,0.14215087890625,-0.07569093257188797,16.21700348252756,3.8278787743854923,12.389124708142067,1
80,2,2,calibration,7,35,6,0.175,True,False,False,interaction,False,False,0.11881015449762344,0.330112487077713,-0.21130234003067017,46.41563702959015,3.7932185003140546,42.622418529276096,1
81,2,2,calibration,8,40,7,0.2,True,False,False,interaction,False,False,0.6986019015312195,1.5424460172653198,-0.8438441157341003,126.23733038133969,3.919843975748685,122.317486405591,2
82,2,2,calibration,9,45,8,0.225,True,False,False,interaction,False,False,1.0294030904769897,1.7466087341308594,-0.7172056436538696,29.152382951104187,3.9335800547404687,25.21880289636372,2
83,2,2,calibration,10,50,9,0.25,True,False,False,interaction,False,False,1.4883203506469727,1.8342313766479492,-0.34591102600097656,105.48837977663551,3.419358655251854,102.06902112138366,2
84,2,2,calibration,11,55,10,0.275,True,False,False,interaction,False,False,1.5387760400772095,1.7623945474624634,-0.2236185073852539,78.94908865588029,3.4853263506386476,75.46376230524164,2
85,2,2,calibration,12,60,11,0.3,True,False,False,interaction,False,False,1.344758152961731,1.8345478773117065,-0.4897897243499756,54.78770464650765,3.047907733728858,51.73979691277879,3
86,2,2,calibration,13,65,12,0.325,True,False,False,interaction,False,False,0.06083862483501434,0.2839873135089874,-0.22314868867397308,5.51931696859526,1.5288861163460041,3.990430852249256,3
87,2,2,calibration,14,70,13,0.35,True,True,False,interaction,False,True,0.0063567510806024075,0.052094340324401855,-0.04573759064078331,5.416174813989279,0.791732967645213,4.624441846344066,3
88,2,2,calibration,15,75,14,0.375,False,True,False,support,False,False,0.08973772078752518,0.11589273810386658,-0.0261550173163414,6.240523150711666,0.6227560879381119,5.617767062773554,3
89,2,2,calibration,16,80,15,0.4,False,True,False,support,False,False,0.17634983360767365,0.276713103055954,-0.10036326944828033,6.552601800986214,0.7688979598717546,5.78370384111446,4
90,2,2,calibration,17,85,16,0.425,False,True,False,support,False,False,0.060430046170949936,0.12057586759328842,-0.060145821422338486,8.385222395345945,0.8117579266432537,7.573464468702691,4
91,2,2,calibration,18,90,17,0.45,False,True,False,support,False,False,0.06328286975622177,0.12424510717391968,-0.060962237417697906,11.804119143846478,1.5771694475869904,10.226949696259487,4
92,2,2,calibration,19,95,18,0.475,False,True,False,support,False,False,0.017829691991209984,0.07261588424444199,-0.05478619039058685,9.78652625868917,1.1503108762742005,8.636215382414969,4
93,2,2,calibration,20,100,19,0.5,False,True,False,support,False,False,0.02449074387550354,0.08272061496973038,-0.05822987109422684,7.874629756618721,0.7794062834237966,7.095223473194925,5
94,2,2,calibration,21,105,20,0.525,False,True,False,support,False,False,0.006710316985845566,0.07673606276512146,-0.0700257420539856,7.3471063470645825,0.7574868353481925,6.58961951171639,5
95,2,2,calibration,22,110,21,0.55,False,True,False,support,False,False,0.007007127162069082,0.2133954018354416,-0.20638827979564667,6.874861715258979,0.5353826953607471,6.339479019898232,5
96,2,2,calibration,23,115,22,0.575,False,True,False,support,False,False,0.01849711872637272,0.14456163346767426,-0.1260645091533661,7.237563870370063,1.8513672250951434,5.38619664527492,5
97,2,2,calibration,24,120,23,0.6,True,True,False,interaction,True,False,0.04772798344492912,0.06685233861207962,-0.019124355167150497,7.415669424177473,1.6104900925939667,5.805179331583506,6
98,2,2,calibration,25,125,24,0.625,True,False,False,interaction,False,False,0.09775110334157944,0.3003678023815155,-0.20261669158935547,8.099009737204812,1.4535340933893506,6.645475643815461,6
99,2,2,calibration,26,130,25,0.65,True,False,False,interaction,False,False,0.07967662811279297,0.4496813714504242,-0.3700047433376312,7.714009863195656,1.4074793469316604,6.3065305162639955,6
100,2,2,calibration,27,135,26,0.675,True,False,False,interaction,False,False,0.03988737240433693,0.1865573674440384,-0.14666999876499176,5.835161889976912,1.6786399477159133,4.156521942260999,6
101,2,2,calibration,28,140,27,0.7,True,False,False,interaction,False,False,0.051264166831970215,0.40586137771606445,-0.35459721088409424,4.634612482324505,2.285150925413497,2.349461556911008,7
102,2,2,calibration,29,145,28,0.725,True,False,False,interaction,False,False,0.0349142961204052,0.24639646708965302,-0.21148216724395752,5.181070585546321,1.3693344420428755,3.8117361435034454,7
103,2,2,calibration,30,150,29,0.75,True,False,False,interaction,False,False,0.013461246155202389,0.09095904976129532,-0.07749780267477036,5.052751245522685,0.9386860972789933,4.114065148243691,7
104,2,2,calibration,31,155,30,0.775,True,False,False,interaction,False,False,0.003958150278776884,0.043116357177495956,-0.039158206433057785,5.938875723625897,0.4484281851125825,5.4904475385133145,7
105,2,2,calibration,32,160,31,0.8,True,True,False,interaction,False,True,0.0031311947386711836,0.021191949024796486,-0.018060754984617233,5.433152066384491,0.3359472371176954,5.097204829266796,8
106,2,2,calibration,33,165,32,0.825,False,True,False,support,False,False,0.09065654128789902,0.10971593856811523,-0.019059397280216217,6.458936763058702,0.5596891108571931,5.899247652201509,8
107,2,2,calibration,34,170,33,0.85,False,True,False,support,False,False,0.2604494094848633,0.3803853988647461,-0.11993598937988281,8.280402276545118,0.7801429697875504,7.500259306757568,8
108,2,2,calibration,35,175,34,0.875,False,True,False,support,False,False,0.09191472083330154,0.10263713449239731,-0.010722413659095764,9.825106381692507,0.8875701084692506,8.937536273223257,8
109,2,2,calibration,36,180,35,0.9,False,True,False,support,False,False,0.00737781822681427,0.004790882114320993,0.0025869361124932766,8.176806624573336,0.2750886190779306,7.901718005495406,9
110,2,2,calibration,37,185,36,0.925,False,True,False,support,False,False,0.0190682765096426,0.07143620401620865,-0.0523679256439209,6.0217615421450965,1.0827035430808163,4.93905799906428,9
111,2,2,calibration,38,190,37,0.95,False,True,False,support,False,False,0.008114843629300594,0.08977001905441284,-0.08165517449378967,6.416342657699759,0.7605080838635484,5.65583457383621,9
112,2,2,calibration,39,195,38,0.975,False,True,False,support,False,False,0.016307828947901726,0.06667060405015945,-0.05036277323961258,5.906601271100576,0.5324682744967149,5.374132996603861,9
113,2,2,calibration,40,200,39,1.0,False,True,False,support,False,False,0.012690001167356968,0.09219107031822205,-0.07950107008218765,5.594190431586366,0.7403536266195893,4.853836804966777,9
114,3,3,calibration,3,15,2,0.075,False,True,False,support,False,False,0.01612081564962864,0.1018863096833229,-0.08576549589633942,8.338922117867837,4.195727642329474,4.143194475538363,0
115,3,3,calibration,4,20,3,0.1,False,True,False,support,False,False,0.003530193818733096,0.18055029213428497,-0.1770201027393341,6.556531026094171,2.5045644695023426,4.051966556591829,1
116,3,3,calibration,5,25,4,0.125,False,True,False,support,False,False,0.01345313061028719,0.13097071647644043,-0.11751758307218552,8.211318080000511,1.2406776907866401,6.970640389213871,1
117,3,3,calibration,6,30,5,0.15,True,True,False,interaction,True,False,0.015493550337851048,0.0672636404633522,-0.05177009105682373,8.63626327016138,1.942602241410829,6.693661028750552,1
118,3,3,calibration,7,35,6,0.175,True,False,False,interaction,False,False,0.12315613776445389,0.3368411064147949,-0.21368497610092163,16.63235706870353,3.575565236716393,13.056791831987137,1
119,3,3,calibration,8,40,7,0.2,True,False,False,interaction,False,False,0.37172508239746094,1.0571657419204712,-0.6854406595230103,22.607872043420752,3.8973496865991564,18.710522356821595,2
120,3,3,calibration,9,45,8,0.225,True,False,False,interaction,False,False,1.1054528951644897,1.6992902755737305,-0.5938373804092407,78.96892672084925,3.586277429184843,75.3826492916644,2
121,3,3,calibration,10,50,9,0.25,True,False,False,interaction,False,False,1.0056580305099487,1.591503620147705,-0.5858455896377563,9.58884753327792,3.297450054083279,6.291397479194641,2
122,3,3,calibration,11,55,10,0.275,True,False,False,interaction,False,False,1.2723432779312134,1.706578254699707,-0.43423497676849365,14.212599354543833,2.6738744234560143,11.538724931087819,2
123,3,3,calibration,12,60,11,0.3,True,False,False,interaction,False,False,0.09671521186828613,0.465578556060791,-0.3688633441925049,11.63469089878505,2.514259458468288,9.120431440316763,3
124,3,3,calibration,13,65,12,0.325,True,False,False,interaction,False,False,0.07670360058546066,0.32685747742652893,-0.25015386939048767,10.330296675668995,1.7484320882129,8.581864587456096,3
125,3,3,calibration,14,70,13,0.35,True,True,False,interaction,False,True,0.034762073308229446,0.05564787983894348,-0.020885806530714035,7.3305484595951755,0.8542821551817029,6.476266304413473,3
126,3,3,calibration,15,75,14,0.375,False,True,False,support,False,False,0.04986170306801796,0.04229557886719704,0.007566124200820923,7.129195680825263,0.5177868876661161,6.611408793159147,3
127,3,3,calibration,16,80,15,0.4,False,True,False,support,False,False,0.17275293171405792,0.3292224109172821,-0.15646947920322418,9.362188063517523,0.7194693076693545,8.642718755848168,4
128,3,3,calibration,17,85,16,0.425,False,True,False,support,False,False,0.05871335789561272,0.1794063001871109,-0.12069293856620789,15.419360561938083,1.2176376482416675,14.201722913696415,4
129,3,3,calibration,18,90,17,0.45,False,True,False,support,False,False,0.014429221861064434,0.031860511749982834,-0.017431288957595825,11.467587889458839,1.2629784669531592,10.20460942250568,4
130,3,3,calibration,19,95,18,0.475,False,True,False,support,False,False,0.017762884497642517,0.03759217634797096,-0.019829291850328445,7.949776034975284,1.7898776974164077,6.159898337558876,4
131,3,3,calibration,20,100,19,0.5,False,True,False,support,False,False,0.013814707286655903,0.0547637939453125,-0.04094908758997917,8.330684530216379,0.7440387252677514,7.586645804948628,5
132,3,3,calibration,21,105,20,0.525,False,True,False,support,False,False,0.025712326169013977,0.2100319117307663,-0.18431958556175232,8.205908943363026,0.8698434192472694,7.336065524115757,5
133,3,3,calibration,22,110,21,0.55,False,True,False,support,False,False,0.015067479573190212,0.2236844301223755,-0.2086169570684433,7.003565077457473,0.7205093037351965,6.2830557737222765,5
134,3,3,calibration,23,115,22,0.575,True,True,False,interaction,True,False,0.016547981649637222,0.06245270371437073,-0.045904722064733505,7.179987241698659,1.0195671047932617,6.1604201369053975,5
135,3,3,calibration,24,120,23,0.6,True,True,False,interaction,False,False,0.06265231221914291,0.21665091812610626,-0.15399861335754395,8.36177320597736,1.767201795432136,6.594571410545225,6
136,3,3,calibration,25,125,24,0.625,True,False,False,interaction,False,False,0.12255162000656128,0.36186859011650085,-0.23931697010993958,10.795504206773343,2.044387928399061,8.751116278374282,6
137,3,3,calibration,26,130,25,0.65,True,False,False,interaction,False,False,0.4805006682872772,1.2216867208480835,-0.7411860227584839,11.073281178787186,2.765590447179518,8.307690731607668,6
138,3,3,calibration,27,135,26,0.675,True,False,False,interaction,False,False,0.3019181489944458,0.7896077632904053,-0.4876896142959595,7.431146047694358,3.335227502248891,4.095918545445467,6
139,3,3,calibration,28,140,27,0.7,True,False,False,interaction,False,False,0.6892774701118469,1.2826886177062988,-0.5934111475944519,9.980465484173903,3.4097009794503337,6.57076450472357,7
140,3,3,calibration,29,145,28,0.725,True,False,False,interaction,False,False,0.3134610652923584,0.7394604682922363,-0.42599940299987793,11.367828969706801,2.244372763928989,9.123456205777812,7
141,3,3,calibration,30,150,29,0.75,True,False,False,interaction,False,False,0.06759023666381836,0.28647127747535706,-0.2188810408115387,12.270890612574656,1.4867814649541982,10.784109147620457,7
142,3,3,calibration,31,155,30,0.775,True,False,False,interaction,False,False,0.048406932502985,0.1355750560760498,-0.0871681272983551,8.634063491784632,1.0403967063065487,7.593666785478083,7
143,3,3,calibration,32,160,31,0.8,False,True,False,support,False,True,0.022255877032876015,0.0236692875623703,-0.0014134105294942856,6.428813280239347,0.46060154314320284,5.968211737096144,8
144,3,3,calibration,33,165,32,0.825,False,True,False,support,False,False,0.10045937448740005,0.11017408221960068,-0.009714707732200623,7.569113427243768,0.5421746570700899,7.026938770173678,8
145,3,3,calibration,34,170,33,0.85,False,True,False,support,False,False,0.13752827048301697,0.29978904128074646,-0.1622607707977295,8.848195886186474,0.8511745536704546,7.997021332516019,8
146,3,3,calibration,35,175,34,0.875,False,True,False,support,False,False,0.10620323568582535,0.3434046506881714,-0.23720142245292664,10.470251688005005,1.3781638738859272,9.092087814119077,8
147,3,3,calibration,36,180,35,0.9,False,True,False,support,False,False,0.008475172333419323,0.0008753605070523918,0.007599812000989914,9.409918693950864,0.07891035317024438,9.33100834078062,9
148,3,3,calibration,37,185,36,0.925,False,True,False,support,False,False,0.03287816420197487,0.19316299259662628,-0.1602848321199417,9.82823748453309,1.1596689247635925,8.668568559769499,9
149,3,3,calibration,38,190,37,0.95,False,True,False,support,False,False,0.03522400185465813,0.20344294607639313,-0.1682189404964447,6.73625045690444,0.889144645060313,5.847105811844127,9
150,3,3,calibration,39,195,38,0.975,False,True,False,support,False,False,0.024753371253609657,0.14742763340473175,-0.12267426401376724,6.585559339091056,0.823755614951696,5.76180372413936,9
151,3,3,calibration,40,200,39,1.0,False,True,False,support,False,False,0.007613146677613258,0.03626326099038124,-0.028650114312767982,5.943566996964743,0.4495898909509806,5.493977106013762,9
152,4,4,calibration,3,15,2,0.075,False,True,False,support,False,False,0.0078065600246191025,0.08564841002225876,-0.0778418481349945,4.597632722811672,4.280382720736667,0.31725000207500464,0
153,4,4,calibration,4,20,3,0.1,False,True,False,support,False,False,0.028696725144982338,0.12088070064783096,-0.09218397736549377,6.831091275403029,2.6813684923734074,4.149722783029622,1
154,4,4,calibration,5,25,4,0.125,False,True,False,support,False,False,0.01999959908425808,0.049283578991889954,-0.029283979907631874,7.13996737005838,2.1331800156450176,5.006787354413362,1
155,4,4,calibration,6,30,5,0.15,True,True,False,interaction,True,False,0.0033022649586200714,0.036293238401412964,-0.03299097344279289,6.09648371309257,1.4531358454522236,4.643347867640347,1
