scope,mean_budget,mean_calls,strategy,total_calls,raw_mean_loss,whitened_mean_loss,mean_gain_vs_depth0,mean_advantage_vs_uniform,advantage_vs_uniform_ci_low,advantage_vs_uniform_ci_high,depth_histogram,diagnostic_only
calibration,0,0.0,depth0,0,0.005148556647592723,36.344225873024406,,,,,,
calibration,1,1.0,uniform,38,0.005062261561359803,34.443627868319865,8.629508623291916e-05,0.0,0.0,0.0,"{""0"": 0, ""1"": 38, ""2"": 0, ""4"": 0}",False
calibration,1,1.0,oracle,38,0.005043511726071461,34.29054611335802,0.00010504492152125972,1.874983528834057e-05,1.874983528834057e-05,1.874983528834057e-05,"{""0"": 13, ""1"": 14, ""2"": 10, ""4"": 1}",True
calibration,1,1.0,random,38,0.005097291801386222,35.106084411271205,5.12648462065012e-05,-3.5030240026417946e-05,-3.5030240026417946e-05,-3.5030240026417946e-05,"{""0"": 24, ""1"": 4, ""2"": 3, ""4"": 7}",False
calibration,1,1.0,permuted,38,0.0050805185559968085,34.79487931630916,6.803809159591326e-05,-1.8256994637005895e-05,-1.8256994637005895e-05,-1.8256994637005895e-05,"{""0"": 13, ""1"": 14, ""2"": 10, ""4"": 1}",False
calibration,2,2.0,uniform,76,0.005006604765080527,33.11872232744798,0.00014195188251219608,0.0,0.0,0.0,"{""0"": 0, ""1"": 0, ""2"": 38, ""4"": 0}",False
calibration,2,2.0,oracle,76,0.00499000737770747,33.11501094230332,0.00015854926988525226,1.659738737305618e-05,1.659738737305618e-05,1.659738737305618e-05,"{""0"": 3, ""1"": 8, ""2"": 20, ""4"": 7}",True
calibration,2,2.0,random,76,0.005025671691565312,33.54729706899825,0.00012288495602741012,-1.9066926484785927e-05,-1.9066926484785927e-05,-1.9066926484785927e-05,"{""0"": 7, ""1"": 12, ""2"": 6, ""4"": 13}",False
calibration,2,2.0,permuted,76,0.005027435190343912,33.51264692685262,0.00012112145724881107,-2.0830425263384957e-05,-2.0830425263384957e-05,-2.0830425263384957e-05,"{""0"": 3, ""1"": 8, ""2"": 20, ""4"": 7}",False
