scope,depth,raw_mean_loss,raw_median_loss,raw_trimmed_mean_loss,whitened_mean_loss,mean_gain,gain_ci_low,gain_ci_high,mean_robust_relative_gain,n,n_episodes
test,0,0.0037492507326808474,0.0031199112439882415,0.0035321294683686097,58.95051570108666,0.0,0.0,0.0,0.0,38,1
test,1,0.0036318609795494166,0.003006087059386757,0.0034155085881413206,56.842291960749115,0.00011738975313143062,0.00011738975313143062,0.00011738975313143062,0.03624304524853233,38,1
test,2,0.0035435097094783565,0.0029232722233728517,0.0033284251769495118,55.26804611457972,0.0002057410232024901,0.0002057410232024901,0.0002057410232024901,0.06322136677508478,38,1
test,4,0.0034511565028945146,0.0028307320503883826,0.003239528172819208,53.685373020680665,0.0002980942297863319,0.0002980942297863319,0.0002980942297863319,0.09024661421994729,38,1
