scope,mean_budget,mean_calls,strategy,total_calls,raw_mean_loss,whitened_mean_loss,mean_gain_vs_depth0,mean_advantage_vs_uniform,advantage_vs_uniform_ci_low,advantage_vs_uniform_ci_high,depth_histogram,diagnostic_only
test,0,0.0,depth0,0,0.0037492507326808474,58.95051570108666,,,,,,
test,1,1.0,uniform,38,0.0036318609795494166,56.842291960749115,0.00011738975313143062,0.0,0.0,0.0,"{""0"": 0, ""1"": 38, ""2"": 0, ""4"": 0}",False
test,1,1.0,oracle,38,0.0036123890050824546,56.56417586049765,0.00013686172759839161,1.9471974466961036e-05,1.9471974466961036e-05,1.9471974466961036e-05,"{""0"": 16, ""1"": 10, ""2"": 10, ""4"": 2}",True
test,1,1.0,random,38,0.0036645559159879373,57.59490438054518,8.469481669290948e-05,-3.26949364385211e-05,-3.26949364385211e-05,-3.26949364385211e-05,"{""0"": 24, ""1"": 4, ""2"": 3, ""4"": 7}",False
test,1,1.0,permuted,38,0.003636572750892477,56.983565857836155,0.00011267798178836958,-4.711771343061003e-06,-4.711771343061003e-06,-4.711771343061003e-06,"{""0"": 16, ""1"": 10, ""2"": 10, ""4"": 2}",False
test,2,2.0,uniform,76,0.0035435097094783565,55.26804611457972,0.0002057410232024901,0.0,0.0,0.0,"{""0"": 0, ""1"": 0, ""2"": 38, ""4"": 0}",False
test,2,2.0,oracle,76,0.0035289709974004944,55.03569943097694,0.0002202797352803518,1.4538712077861743e-05,1.4538712077861743e-05,1.4538712077861743e-05,"{""0"": 2, ""1"": 10, ""2"": 19, ""4"": 7}",True
test,2,2.0,random,76,0.0035807675729806147,55.973631485364756,0.00016848315970023235,-3.725786350225775e-05,-3.725786350225775e-05,-3.725786350225775e-05,"{""0"": 7, ""1"": 12, ""2"": 6, ""4"": 13}",False
test,2,2.0,permuted,76,0.003559549236671195,55.60152588235068,0.00018970149600965115,-1.6039527192838934e-05,-1.6039527192838934e-05,-1.6039527192838934e-05,"{""0"": 2, ""1"": 10, ""2"": 19, ""4"": 7}",False
