episode_ordinal,episode_id,model_step,raw_step,transition_block,mse,identity_mse,contact,sensor_grasp_onset,sensor_release,effector_acceleration_proxy,block_acceleration_proxy,orientation_delta,normalized_position,event_sensor_grasp_onset,event_sensor_release,event_effector_kinematic_change,event_block_kinematic_discontinuity,event_orientation_delta,event_normalized_trajectory_position,high_mse_p90,high_mse
1,1,24,120,23,0.014075103215873241,0.0602569542825222,True,False,False,0.034227331328674025,0.028527561201773747,0.00915167475986367,0.6,False,False,False,False,False,False,0.33094210028648385,False
1,1,25,125,24,0.08619636297225952,0.33959588408470154,True,False,False,0.06229165788786921,0.06212891516057968,0.00706664381144817,0.625,False,False,False,False,False,False,0.33094210028648385,False
1,1,26,130,25,0.9307641386985779,1.4066747426986694,True,False,False,0.05823229901035496,0.057743908167414294,0.02799939621080005,0.65,False,False,False,False,False,False,0.33094210028648385,True
1,1,27,135,26,0.002121127210557461,0.011665225960314274,True,False,False,0.1072351071320406,0.1082012853022013,0.02080472727001048,0.675,False,False,False,True,False,False,0.33094210028648385,False
1,1,28,140,27,0.7592085003852844,1.0710657835006714,True,False,False,0.06366239569720343,0.06305595517139419,0.01828176680003013,0.7,False,False,False,False,False,False,0.33094210028648385,True
1,1,29,145,28,0.10934889316558838,0.22352832555770874,True,False,False,0.03197222691475194,0.03237296591438448,0.02371931017962892,0.725,False,False,False,False,False,False,0.33094210028648385,False
1,1,30,150,29,0.01793045736849308,0.11737465858459473,True,False,False,0.015240486585085717,0.014801371496236655,0.014747859592616042,0.75,False,False,False,False,False,False,0.33094210028648385,False
1,1,31,155,30,0.005195395555347204,0.03662240877747536,True,False,False,0.027840855803190886,0.028354948501381552,0.027015913877785906,0.775,False,False,False,False,False,False,0.33094210028648385,False
1,1,32,160,31,0.0250286553055048,0.02140035293996334,False,False,True,0.02024704988776042,0.021332180724523326,0.015404074251261779,0.8,False,True,False,False,False,False,0.33094210028648385,False
1,1,33,165,32,0.10574053972959518,0.1769559234380722,False,False,False,0.05389992776712457,0.00491191292309825,0.0,0.825,False,False,False,False,False,False,0.33094210028648385,False
1,1,34,170,33,0.07649747282266617,0.16115602850914001,False,False,False,0.0335209257027879,8.902216467480481e-08,0.0,0.85,False,False,False,False,False,False,0.33094210028648385,False
1,1,35,175,34,0.04955577850341797,0.16868893802165985,False,False,False,0.12077998839910205,1.4219189485010117e-13,0.0,0.875,False,False,True,False,False,False,0.33094210028648385,False
1,1,36,180,35,0.008476235903799534,0.0023576815146952868,False,False,False,0.18560117490079725,0.0,0.0,0.9,False,False,True,False,False,False,0.33094210028648385,False
1,1,37,185,36,0.033273596316576004,0.10494088381528854,False,False,False,0.12744715243659022,0.0,0.0,0.925,False,False,True,False,False,True,0.33094210028648385,False
1,1,38,190,37,0.015592296607792377,0.09604373574256897,False,False,False,0.08562910499969206,0.0,0.0,0.95,False,False,False,False,False,True,0.33094210028648385,False
1,1,39,195,38,0.01942095346748829,0.18197286128997803,False,False,False,0.04531108880211838,0.0,0.0,0.975,False,False,False,False,False,True,0.33094210028648385,False
1,1,40,200,39,0.010135873220860958,0.12208821624517441,False,False,False,0.038839246887158146,0.0,0.0,1.0,False,False,False,False,False,True,0.33094210028648385,False
2,2,3,15,2,0.01160535216331482,0.10270273685455322,False,False,False,0.04102008372857401,2.7466774341067257e-10,0.0,0.075,False,False,False,False,False,False,0.33094210028648385,False
2,2,4,20,3,0.005805323366075754,0.18572662770748138,False,False,False,0.06405818083952297,4.2674197509029455e-16,0.0,0.1,False,False,False,False,False,False,0.33094210028648385,False
2,2,5,25,4,0.03377874940633774,0.10115506500005722,False,False,False,0.04415425392254719,0.0027109705379358916,0.007255342941783316,0.125,False,False,False,False,False,False,0.33094210028648385,False
2,2,6,30,5,0.06645994633436203,0.14215087890625,True,True,False,0.04260777054007079,0.02238514288941162,0.010154535731225378,0.15,True,False,False,False,False,False,0.33094210028648385,False
2,2,7,35,6,0.11881015449762344,0.3301124572753906,True,False,False,0.0606726666073188,0.06042942352748964,0.009634863265806204,0.175,False,False,False,False,False,False,0.33094210028648385,False
2,2,8,40,7,0.6986019015312195,1.5424461364746094,True,False,False,0.06072178957293233,0.06097390158597777,0.005171093907200053,0.2,False,False,False,False,False,False,0.33094210028648385,True
2,2,9,45,8,1.0294030904769897,1.7466087341308594,True,False,False,0.029273601081781724,0.027959290817714266,0.05224605365697211,0.225,False,False,False,False,True,False,0.33094210028648385,True
2,2,10,50,9,1.4883203506469727,1.8342313766479492,True,False,False,0.16415563300203048,0.1643962909438133,0.11108280490634871,0.25,False,False,True,True,True,False,0.33094210028648385,True
2,2,11,55,10,1.5387760400772095,1.7623945474624634,True,False,False,0.07639989061845213,0.07502136523855714,0.11335474671173879,0.275,False,False,False,False,True,False,0.33094210028648385,True
2,2,12,60,11,1.344758152961731,1.8345478773117065,True,False,False,0.07788894931295065,0.07733047306097537,0.053530474779873834,0.3,False,False,False,True,True,False,0.33094210028648385,True
2,2,13,65,12,0.06083862483501434,0.2839873135089874,True,False,False,0.08570833294051018,0.08572117974407059,0.04543564302727565,0.325,False,False,False,True,True,False,0.33094210028648385,False
2,2,14,70,13,0.0063567510806024075,0.05209433659911156,True,False,True,0.038756383443550986,0.038406810626956465,0.04575484837612659,0.35,False,True,False,False,True,False,0.33094210028648385,False
2,2,15,75,14,0.08973772078752518,0.11589273810386658,False,False,False,0.05233939082139793,0.02939553326720662,2.642191155088902e-06,0.375,False,False,False,False,False,False,0.33094210028648385,False
2,2,16,80,15,0.17634983360767365,0.276713103055954,False,False,False,0.05634825316674895,0.00015630068444237713,0.0,0.4,False,False,False,False,False,False,0.33094210028648385,False
2,2,17,85,16,0.060430046170949936,0.12057586759328842,False,False,False,0.07002165364581313,2.4284772932129196e-10,0.0,0.425,False,False,False,False,False,False,0.33094210028648385,False
2,2,18,90,17,0.06328286975622177,0.12424510717391968,False,False,False,0.10423744999600501,3.332294980281256e-16,0.0,0.45,False,False,False,False,False,False,0.33094210028648385,False
2,2,19,95,18,0.017829691991209984,0.07261588424444199,False,False,False,0.37063636748627277,0.0,0.0,0.475,False,False,True,False,False,False,0.33094210028648385,False
2,2,20,100,19,0.02449074387550354,0.08272062987089157,False,False,False,0.06161444385247985,0.0,0.0,0.5,False,False,False,False,False,False,0.33094210028648385,False
2,2,21,105,20,0.006710316985845566,0.07673607021570206,False,False,False,0.08973139320696723,0.0,0.0,0.525,False,False,False,False,False,False,0.33094210028648385,False
2,2,22,110,21,0.007007127162069082,0.2133954018354416,False,False,False,0.011267259533419111,0.0,0.0,0.55,False,False,False,False,False,False,0.33094210028648385,False
2,2,23,115,22,0.01849711872637272,0.14456163346767426,False,False,False,0.04552896934230362,0.0,0.0,0.575,False,False,False,False,False,False,0.33094210028648385,False
2,2,24,120,23,0.04772798344492912,0.06685233861207962,True,True,False,0.0340601442098467,0.007488669459820207,0.002691323097802401,0.6,True,False,False,False,False,False,0.33094210028648385,False
2,2,25,125,24,0.09775110334157944,0.3003678321838379,True,False,False,0.08026070924248914,0.07750035627495476,0.010151881781692296,0.625,False,False,False,True,False,False,0.33094210028648385,False
2,2,26,130,25,0.07967662811279297,0.4496814012527466,True,False,False,0.008979941640287849,0.008805049136066806,0.010018664782302678,0.65,False,False,False,False,False,False,0.33094210028648385,False
2,2,27,135,26,0.03988737240433693,0.18655739724636078,True,False,False,0.038957796157552745,0.03955809269532224,0.008279371546419223,0.675,False,False,False,False,False,False,0.33094210028648385,False
2,2,28,140,27,0.051264166831970215,0.40586134791374207,True,False,False,0.13430148219942922,0.13415314742902754,0.0013287259953251307,0.7,False,False,True,True,False,False,0.33094210028648385,False
2,2,29,145,28,0.0349142961204052,0.2463964819908142,True,False,False,0.023957410384225573,0.024665404996180352,0.0019290634569000822,0.725,False,False,False,False,False,False,0.33094210028648385,False
2,2,30,150,29,0.013461246155202389,0.09095906466245651,True,False,False,0.014162228435882104,0.014258341752100239,0.012869509069444729,0.75,False,False,False,False,False,False,0.33094210028648385,False
2,2,31,155,30,0.003958150278776884,0.043116360902786255,True,False,False,0.017293651958703395,0.017701833069505395,0.0020513512919179133,0.775,False,False,False,False,False,False,0.33094210028648385,False
2,2,32,160,31,0.0031311947386711836,0.021191949024796486,True,False,True,0.01761122292088039,0.01774062455614881,0.003993674303872319,0.8,False,True,False,False,False,False,0.33094210028648385,False
2,2,33,165,32,0.09065654128789902,0.10971593111753464,False,False,False,0.03275692035221997,0.014752068386293388,1.412057244465359e-07,0.825,False,False,False,False,False,False,0.33094210028648385,False
2,2,34,170,33,0.2604494094848633,0.3803853988647461,False,False,False,0.07265226888697882,5.906338172392891e-05,0.0,0.85,False,False,False,False,False,False,0.33094210028648385,False
2,2,35,175,34,0.09191472083330154,0.10263713449239731,False,False,False,0.11170223474070785,9.277039277881201e-11,0.0,0.875,False,False,True,False,False,False,0.33094210028648385,False
2,2,36,180,35,0.00737781822681427,0.004790882114320993,False,False,False,0.113110788364146,1.249000902703301e-16,0.0,0.9,False,False,True,False,False,False,0.33094210028648385,False
2,2,37,185,36,0.0190682765096426,0.07143619656562805,False,False,False,0.18595647225784956,0.0,0.0,0.925,False,False,True,False,False,True,0.33094210028648385,False
2,2,38,190,37,0.008114843629300594,0.08977001905441284,False,False,False,0.07688204053148351,0.0,0.0,0.95,False,False,False,False,False,True,0.33094210028648385,False
2,2,39,195,38,0.016307828947901726,0.06667061150074005,False,False,False,0.05617148964890791,0.0,0.0,0.975,False,False,False,False,False,True,0.33094210028648385,False
2,2,40,200,39,0.012690001167356968,0.09219107031822205,False,False,False,0.0009123314710144219,0.0,0.0,1.0,False,False,False,False,False,True,0.33094210028648385,False
3,3,3,15,2,0.01612081564962864,0.1018863096833229,False,False,False,0.08173978662887116,2.7466774341067257e-10,0.0,0.075,False,False,False,False,False,False,0.33094210028648385,False
3,3,4,20,3,0.003530193818733096,0.18055029213428497,False,False,False,0.018102380095041705,4.2674197509029455e-16,0.0,0.1,False,False,False,False,False,False,0.33094210028648385,False
3,3,5,25,4,0.01345313061028719,0.13097070157527924,False,False,False,0.03216922251249246,0.0,0.0,0.125,False,False,False,False,False,False,0.33094210028648385,False
3,3,6,30,5,0.015493550337851048,0.0672636479139328,True,True,False,0.03143231496739238,0.0113257427912595,0.01437585124686469,0.15,True,False,False,False,False,False,0.33094210028648385,False
3,3,7,35,6,0.12315613776445389,0.3368411064147949,True,False,False,0.06539626758824982,0.06354368975971211,0.024094774593806493,0.175,False,False,False,False,False,False,0.33094210028648385,False
3,3,8,40,7,0.37172508239746094,1.0571657419204712,True,False,False,0.04928756534297514,0.05026299895724711,0.07399136520613969,0.2,False,False,False,False,True,False,0.33094210028648385,True
3,3,9,45,8,1.1054528951644897,1.69929039478302,True,False,False,0.06266970918314667,0.06262137800746873,0.22070664699456177,0.225,False,False,False,False,True,False,0.33094210028648385,True
3,3,10,50,9,1.0056580305099487,1.591503620147705,True,False,False,0.10537214617413423,0.10537589088681248,0.17288765125468553,0.25,False,False,False,True,True,False,0.33094210028648385,True
3,3,11,55,10,1.2723432779312134,1.706578254699707,True,False,False,0.06452683531074581,0.06440753695564497,0.14970631905543996,0.275,False,False,False,False,True,False,0.33094210028648385,True
3,3,12,60,11,0.09671521186828613,0.465578556060791,True,False,False,0.08931294456726326,0.09035469031248981,0.0022215066165265362,0.3,False,False,False,True,False,False,0.33094210028648385,False
3,3,13,65,12,0.07670360058546066,0.32685747742652893,True,False,False,0.028407789191717044,0.028277668928722962,0.03052405761930288,0.325,False,False,False,False,False,False,0.33094210028648385,False
3,3,14,70,13,0.034762073308229446,0.05564788356423378,True,False,True,0.06599050877691641,0.06789083538910635,0.01987228311622946,0.35,False,True,False,False,False,False,0.33094210028648385,False
3,3,15,75,14,0.04986170306801796,0.04229557886719704,False,False,False,0.02725232055933015,0.01537648917426819,3.830655948000584e-08,0.375,False,False,False,False,False,False,0.33094210028648385,False
3,3,16,80,15,0.17275293171405792,0.3292224109172821,False,False,False,0.07645131158074077,9.203353990899434e-06,0.0,0.4,False,False,False,False,False,False,0.33094210028648385,False
3,3,17,85,16,0.05871335789561272,0.1794063001871109,False,False,False,0.11736387540524891,1.4942334987443805e-11,0.0,0.425,False,False,True,False,False,False,0.33094210028648385,False
3,3,18,90,17,0.014429221861064434,0.031860511749982834,False,False,False,0.058011577216896454,1.0408340855860843e-17,0.0,0.45,False,False,False,False,False,False,0.33094210028648385,False
3,3,19,95,18,0.017762884497642517,0.03759217634797096,False,False,False,0.2103745860488846,0.0,0.0,0.475,False,False,True,False,False,False,0.33094210028648385,False
3,3,20,100,19,0.013814707286655903,0.0547637939453125,False,False,False,0.03064089075347484,0.0,0.0,0.5,False,False,False,False,False,False,0.33094210028648385,False
3,3,21,105,20,0.025712326169013977,0.2100319117307663,False,False,False,0.07958780594034051,0.0,0.0,0.525,False,False,False,False,False,False,0.33094210028648385,False
3,3,22,110,21,0.015067479573190212,0.22368444502353668,False,False,False,0.031033035202375953,0.0,0.0,0.55,False,False,False,False,False,False,0.33094210028648385,False
3,3,23,115,22,0.016547981649637222,0.06245270371437073,True,True,False,0.061267446582276175,0.002095083460322228,0.005781631326957415,0.575,True,False,False,False,False,False,0.33094210028648385,False
3,3,24,120,23,0.06265231221914291,0.21665091812610626,True,False,False,0.06003349694335511,0.055027413376025874,0.0014889845372465516,0.6,False,False,False,False,False,False,0.33094210028648385,False
3,3,25,125,24,0.12255162000656128,0.36186859011650085,True,False,False,0.04297969588357521,0.04141462836159667,0.012438320016343816,0.625,False,False,False,False,False,False,0.33094210028648385,False
3,3,26,130,25,0.4805006682872772,1.221686601638794,True,False,False,0.05443156150527228,0.05485437468461834,0.050117363467940386,0.65,False,False,False,False,True,False,0.33094210028648385,True
3,3,27,135,26,0.3019181489944458,0.7896077036857605,True,False,False,0.019366263860958185,0.02045877604070231,0.006711748478280599,0.675,False,False,False,False,False,False,0.33094210028648385,False
3,3,28,140,27,0.6892774701118469,1.2826887369155884,True,False,False,0.1925046861870745,0.19241268417871957,0.09593464158034481,0.7,False,False,True,True,True,False,0.33094210028648385,True
3,3,29,145,28,0.3134610652923584,0.7394604682922363,True,False,False,0.05740450748656698,0.058479867684347694,0.02495535380840641,0.725,False,False,False,False,False,False,0.33094210028648385,False
3,3,30,150,29,0.06759023666381836,0.28647130727767944,True,False,False,0.025736627263942123,0.02488038885861861,0.00341943049640947,0.75,False,False,False,False,False,False,0.33094210028648385,False
3,3,31,155,30,0.048406932502985,0.1355750411748886,True,False,False,0.040371906908043736,0.04098538149444173,0.021273338129811137,0.775,False,False,False,False,False,False,0.33094210028648385,False
3,3,32,160,31,0.022255877032876015,0.02366928569972515,False,False,True,0.046152422646928,0.046214960040875885,0.0008623576082311679,0.8,False,True,False,False,False,False,0.33094210028648385,False
3,3,33,165,32,0.10045937448740005,0.11017406731843948,False,False,False,0.04822520874665757,0.002786312672175948,3.6126657221302594e-13,0.825,False,False,False,False,False,False,0.33094210028648385,False
3,3,34,170,33,0.13752827048301697,0.2997890114784241,False,False,False,0.05003965882984786,5.013049829098679e-08,0.0,0.85,False,False,False,False,False,False,0.33094210028648385,False
3,3,35,175,34,0.10620323568582535,0.3434046506881714,False,False,False,0.07206011681778467,7.798585320940982e-14,0.0,0.875,False,False,False,False,False,False,0.33094210028648385,False
3,3,36,180,35,0.008475172333419323,0.0008753605070523918,False,False,False,0.12878572982309702,0.0,0.0,0.9,False,False,True,False,False,False,0.33094210028648385,False
3,3,37,185,36,0.03287816420197487,0.19316302239894867,False,False,False,0.09635342731147543,0.0,0.0,0.925,False,False,False,False,False,True,0.33094210028648385,False
3,3,38,190,37,0.03522400185465813,0.20344294607639313,False,False,False,0.032820925041902156,0.0,0.0,0.95,False,False,False,False,False,True,0.33094210028648385,False
3,3,39,195,38,0.024753371253609657,0.14742764830589294,False,False,False,0.04177163532458057,0.0,0.0,0.975,False,False,False,False,False,True,0.33094210028648385,False
3,3,40,200,39,0.007613146677613258,0.03626326099038124,False,False,False,0.033875707944071506,0.0,0.0,1.0,False,False,False,False,False,True,0.33094210028648385,False
4,4,3,15,2,0.0078065600246191025,0.08564841002225876,False,False,False,0.09889956194451982,2.7466774341067257e-10,0.0,0.075,False,False,False,False,False,False,0.33094210028648385,False
4,4,4,20,3,0.028696725144982338,0.12088070064783096,False,False,False,0.016889403497177182,4.2674197509029455e-16,0.0,0.1,False,False,False,False,False,False,0.33094210028648385,False
4,4,5,25,4,0.01999959908425808,0.04928358271718025,False,False,False,0.038929397081034274,0.0,0.0,0.125,False,False,False,False,False,False,0.33094210028648385,False
4,4,6,30,5,0.0033022649586200714,0.036293238401412964,True,True,False,0.012530542311347377,0.0035932266741405196,0.015635300543186403,0.15,True,False,False,False,False,False,0.33094210028648385,False
4,4,7,35,6,0.13717035949230194,0.19190330803394318,True,False,False,0.04718066499004581,0.04572291418735031,0.020536321467826135,0.175,False,False,False,False,False,False,0.33094210028648385,False
4,4,8,40,7,0.13166110217571259,0.5252331495285034,True,False,False,0.03127105255241747,0.03110693996372263,0.00346278518258758,0.2,False,False,False,False,False,False,0.33094210028648385,False
4,4,9,45,8,0.6776272654533386,1.4942078590393066,True,False,False,0.04915321210265903,0.048377014436304135,0.024419877882950528,0.225,False,False,False,False,False,False,0.33094210028648385,True
4,4,10,50,9,1.3384733200073242,1.7530938386917114,True,False,False,0.06689722620773952,0.06747570389815598,0.006352971264297125,0.25,False,False,False,False,False,False,0.33094210028648385,True
